"","condition_FL_vs_ctl","condition_FS_vs_ctl","condition_LL_vs_ctl","condition_LS_vs_ctl","condition_RL_vs_ctl","condition_RS_vs_ctl","condition_SL_vs_ctl","condition_SS_vs_ctl","condition_YS_vs_ctl"
"RPS14B",-0.393018380733477,-0.269045937836196,-0.688398631864053,-1.12764170724581,-0.365816898161111,-0.185117842111898,-1.0677871468885,-0.304241381128613,0.132642529242824
"RPS22A",-0.401298020631948,-0.146011447159855,-0.703496743983902,-1.06021169101902,-0.39652040151756,-0.0976465030157194,-1.25663381800267,-0.433378126937052,0.182352362280469
"CAALFM_C106470WA",-0.305803323884796,0.144228641899885,-0.485390188280264,0.381919034230517,-0.317274774740239,0.251973844925456,-1.08076549374621,-0.0520910043920578,0.604128359212617
"CAALFM_C106480CA",0.791843146087564,-0.122471065605553,0.937798003842845,-0.613054335878189,0.465362109477652,0.175355133929866,0.544418750104056,-0.220853334354334,0.160965062111574
"CAALFM_C106490CA",0.280460919884804,-0.661946636246708,-1.54368888737566,0.245693903853565,-1.9919832482345,-0.109813102467072,-2.08639875546651,-0.629736522962255,0.29699461853916
"CAALFM_C106500WA",0.205413963117255,0.239716392731322,0.899499956603568,0.347697515424419,0.753780173701357,0.771199892871249,0.268441693555226,0.106625483230083,0.23665918288318
"CAALFM_C106510CA",-0.267044108680184,-0.387713881464137,-0.944783261256391,-0.555453112650599,-0.61551057603705,-0.739163976096587,-1.11957708240637,-0.967511974882691,-0.21509509317879
"BPH1",3.43839313484251,3.39884671963214,3.65897407438011,6.42962677253597,2.89026761642099,4.3305209744403,5.13232132003195,5.5739666018563,1.8172195383363
"CAALFM_C106530CA",-0.7598162963511,-0.370167359221569,-0.950547128838962,-0.547493726357961,-0.366772876087489,-0.189610812899883,-0.363531172107533,-0.0792310200492542,-0.209868733193397
"CAALFM_C106540CA",-0.801855868408559,-0.686655702939928,-1.40125704737847,-1.07662450189746,-0.766290957012039,-0.685465278347465,-1.46188999144992,-0.594238726270961,-0.103112117916908
"GLT1",1.24270188805718,5.02333510621061,3.28055640703272,4.95897916205313,2.73163436126291,4.87389796569417,3.08340479085769,3.20295334612361,0.879651103519858
"CAALFM_C106560WA",0.0204831467099709,-0.00780248250531169,-0.250840874661244,0.754482009429828,0.166912864114781,0.140811425253817,0.473777765673188,1.1027158167342,0.0901184972988728
"ANT1",0.681308402219888,0.456368570237313,0.938092394982584,1.67938155087437,0.0726684094553627,0.361715076018775,5.67472940039726,6.95554069369236,0.021319101544586
"RPS23A",-0.439389095980238,-0.0163985146613685,-0.578488061740175,-0.796706133841266,-0.332466923466775,0.0107382812015413,-1.21689006009817,-0.185224210669741,0.281470143427416
"CAALFM_C106590CA",-0.468945782292112,-0.507370203947459,-0.443888945512373,-0.818315773532967,-0.40051466554243,-0.558656586582637,-0.615637782501096,-0.482053169230979,-0.147351472525456
"CAALFM_C106600WA",0.809950279208076,-0.132297113955229,1.05020272288946,0.346028228853706,0.530519078971644,-0.0668399767130105,1.12023840439685,-0.212952831642435,0.0273789901793935
"HAK1",1.43140569209064,3.99195259086473,3.27411616260361,5.54584194456224,1.77900876388196,-0.169040142093433,0.832109203172487,-0.50177544402949,0.221809690701559
"CAALFM_C106620CA",1.98781769987873,0.0875126436385124,0.444486755271993,1.03388234009614,-0.232375374600294,-1.21405017097304,-1.55394232556568,-2.42489901955262,-0.0191260762050746
"CAALFM_C106630WA",-2.30169059115943,-0.877038480308359,-2.47888170327887,-1.37088550243713,-1.54593579339379,-0.796702612578263,-2.04373335271508,-0.89077856428341,-0.0549786392688033
"CAALFM_C106640CA",0.045247519010428,0.113975352820495,0.323412922607147,1.32669590682959,0.274633570080877,0.142650686284214,0.166342566125082,0.556821335966997,0.374411185659952
"CAALFM_C106650WA",0.355406842232196,1.66565704510629,1.0911645855551,2.64085016656253,0.520370564326889,1.11029071395337,0.765157936671766,1.1249315168086,0.691225595094392
"CAALFM_C106660WA",2.26505338619999,3.60275182827727,3.27393059845302,5.01849043651089,2.67644191050453,1.99663825105352,2.50205525106107,2.16972531844341,0.715156669248086
"CAALFM_C106670WA",0.119634965825636,-0.757441938520579,0.000682938633609212,-0.681732212216185,0.371234329116017,-0.362744928710393,0.477118241831198,-0.589073106436974,-0.503547524000463
"VPS34",0.156132306117052,0.671234337703769,0.991620293684654,0.790423639816346,0.939155467310674,0.961127333135131,0.343733987745586,0.0438618986204822,0.237590308500219
"CYK3",-0.507017060887452,-0.0112681144865612,-0.613043648147965,-0.267497831381112,0.00682589010194901,0.00165428515422302,-0.0544278867649464,-0.163576065124264,-0.160183440984166
"CAALFM_C106700WA",-0.16748069071326,-0.150376855972745,-0.00284575209798681,-0.613637996599222,0.191234553261221,-0.0585146969454426,-0.141847544742663,-0.181098244598372,-0.25241118885639
"CAALFM_C106710WA",0.123194096984225,0.123971411568375,0.176289301676061,0.00791834008135633,0.101435161991027,0.0306197615162893,0.118870393979622,0.215623148124132,0.143380471756263
"CAALFM_C106720CA",0.920650946339058,0.583696061736488,0.543255096510464,1.21436533115216,0.551336679134338,1.25375637600261,1.23843116226192,1.13200985231029,0.23748152899422
"RAC1",1.04870136743643,-0.151703113603285,0.778464819039827,-0.540017157446697,0.921433978799504,-0.336838817155114,0.935310112957967,-0.0816458634293935,-0.143519977113433
"NOP6",-1.34239504254342,-0.874491033289778,-2.45410854070993,-2.23054334015132,-1.34220071844035,-1.2312829987578,-2.9044814687893,-1.16385026523932,-0.312118727604573
"CAALFM_C106750WA",0.650559087623786,-0.845300977958845,0.567933182354793,-0.935750857931985,0.447652377952767,-0.399157834963035,0.187513263076396,-1.05172948495612,-1.14720257965349
"CAALFM_C106760CA",-0.773877630452973,-1.07582251214741,-2.15241045545537,-2.48298834551573,-1.02300939885049,-1.3687153907469,-2.44712611618182,-1.21969783319635,-0.34437879350907
"CAALFM_C106770WA",-0.336171887987856,-0.896446672814851,-0.597623307532882,-1.53263851561854,-0.431374248435977,-0.815793597389266,-0.674888884979884,-0.774250066319329,-0.568764287199892
"NPR1",0.263688284398291,2.91987810716813,1.09452007985071,3.05760742622863,0.661549923401128,2.52091410987893,1.40650135788794,1.67845677455477,1.12874787544053
"MRPL19",-1.08668614851682,-1.1271619570584,-1.00614899124962,-1.78190995653328,-0.824678281869839,-0.842294996805786,-0.575289466738782,-0.670317935574739,-0.378885371571868
"CAALFM_C106800WA",-0.405066674223544,-0.795097334216932,-1.03479429033061,-1.47919925579226,-0.7596377359556,-0.77595519151618,-1.02538525221576,-0.561616974105544,-0.325015400144606
"CAT1",1.13761091081752,-2.69887420592426,-0.832854443751001,-0.275918264751839,-1.34914017844824,-0.271667517537646,1.38220140878356,1.5040146512091,-0.477742031791219
"CAALFM_C106820WA",-0.707146910081362,-1.31285485638618,-0.85392719777061,-2.36071306066855,-0.570262984917114,-1.14601704065503,-0.884166651914321,-1.36304382889992,-0.496939145735216
"CAALFM_C106830WA",-0.242516322306629,0.524751568765178,-0.298685036353198,1.69335962540073,-1.00696419379214,-0.0838915344654156,-1.26312543911925,-0.387601971578867,0.315719032893839
"CAALFM_C106840CA",-0.586101060755116,-0.0939203463572017,-0.56671905796055,1.58054998825741,-0.100594617301547,0.349316653336196,-0.0972514277775728,0.296264147261485,0.118966650523983
"PCL7",0.429478882564905,0.635279143984263,-0.0054703816284869,2.24233691048954,0.176733203812954,1.04554615790471,0.404966772661164,0.995278652029935,0.345182439512439
"CAALFM_C106860WA",4.56909546841641,1.20364540967742,3.73762869866954,4.56169489981196,2.00252572885139,0.290200451997418,4.24612233283058,7.30351613546865,0.0244032253939556
"CAALFM_C106870CA",2.5149108663084,4.21251764179396,3.64539475036553,3.79945716286556,-0.562518202395923,-0.0282798340896325,3.73492523152304,3.1371832584485,1.27394084320322
"SPO22",1.6026754724827,0.259491892380573,-0.148931392297631,0.206608324533655,-0.96811880801417,0.0177549185942424,-0.989540449506803,-0.557710991512554,0.00947653742610317
"CAALFM_C106890CA",-0.493791428340498,-0.360693432469732,-0.660552723350693,-1.59494622393911,-0.4393573837702,-0.387190429545084,-1.22277734433655,-0.51557851114309,0.0875980935987776
"MMD1",1.9573936199673,2.25417057027271,3.5572074376491,3.53103501173833,2.80959663893051,3.61285876863339,2.80769740349959,2.47716364985987,1.96757137992255
"CAALFM_C106910CA",-0.499968580513032,-0.435813256145043,-0.355290981843069,-0.844219077747555,-0.290702830610463,-0.509551028102301,-0.584190198257865,-0.71473344062281,-0.401819135934009
"CAALFM_C106920CA",0.164441112814888,0.04847397853904,0.884118359950378,-0.0139992474367031,0.164120879747114,0.389412345177442,1.73691002670202,0.893437672711752,0.0405922424438905
"PGA63",0.737392583379972,-0.217032103603396,0.692297384721824,-0.662145900805152,0.334230978044167,-0.19714017630486,1.1947947652353,-0.330670679349269,0.0102815424489164
"ATC1",1.31352046867109,1.32365620824099,2.29686255526237,4.08306310200019,1.61773011190648,2.8704870123758,3.61219244455849,3.66977545830566,0.478042901337605
"tP(AGG)1",0.349322938584664,-0.13984687950342,0.139121300162165,0.602565883393307,-0.396535709365803,0.350980707623188,-0.689375599836168,-0.123625993587457,0.0249604074122201
"SUI2",-0.770891323034763,-0.733444019944134,-0.989839126889768,-1.68039607497127,-0.477633464356194,-1.07211700594724,-1.41756455763981,-0.892810400912347,-0.224664923276003
"CAALFM_C106970CA",-1.08373074652613,-0.210340093893745,-1.44425110087103,0.632422868084784,-1.04824732094903,-0.145472519653906,-1.45053171220973,0.241866904078322,0.220572294423897
"CAALFM_C106980CA",-1.87360174374581,-2.25581531032325,-1.63610079260367,-1.28152426664096,-5.3550108251344,-2.47546001988616,-3.14384340097409,-1.24507711318818,-0.57461445681662
"tL(UAA)4",0.152689273491603,-1.1132201651437,-0.197968095608268,-0.10512935446073,-0.467133936229238,-0.545058861956956,-0.562446339072955,-0.594558014491315,-0.116623349975575
"MEF2",-1.37885912899761,-1.95578629988806,-2.17805372172942,-2.78356380926188,-1.18369386733754,-1.73145454990734,-1.21768425378521,-1.0027999896539,-1.08529839046752
"CAALFM_C107010WA",-0.500246266720111,-1.30402598863804,-0.578368055014423,-2.06954477790308,-0.411425377938108,-1.35071589606026,-0.867438191369222,-1.72867088516961,-0.461750680302456
"PUT3",-0.0640043048288605,-0.0929197093526455,-0.229994763719359,-0.816225862471401,0.124763705370524,-0.606599778607831,0.20040161058869,-0.4997795489863,-0.66969727096798
"RBT4",2.11338985690935,0.294359475694065,2.05816645517186,-0.650165632100088,0.0362683001429915,0.593165109239744,1.96843198018903,0.105496532003454,0.539235158394517
"CAALFM_C107040CA",4.14186226840911,1.36132567320381,4.04528832495379,1.96757900877488,1.20014666232457,0.597729691090557,0.828033849071365,-0.799835042355083,0.240315146776946
"CAALFM_C107050CA",-0.0379263041039828,-0.587652249053058,-0.240129617674468,-0.901699960456003,-0.124015925709329,-0.475818793102638,-0.101513204098654,-0.424422264206293,-0.480455694963515
"CAALFM_C107060CA",0.171853561711155,0.423247713783874,0.284503902215226,1.35854701329653,0.117842810044105,0.439995898473067,-0.385928473813832,-0.0186519632163068,0.459997565683148
"DHH1",-0.361280671940024,-0.229591307898876,-0.878224378701656,-0.500214124040753,-0.433709510557343,-0.677154077569778,0.281846761583091,-0.485667778486467,-0.358680853734138
"CAALFM_C107080WA",3.63229269542579,2.05125806793199,4.62023797818017,4.27198704851101,2.99595476294218,3.09624374856541,6.41715601667667,4.87450385015014,0.468934713919259
"CAALFM_C107090CA",-0.509083220448673,-1.22363825727755,-0.873667213337768,-1.95613746398454,-0.440379233358207,-1.02219019712429,-0.641905030394904,-1.0098432579639,-0.632182959644659
"CAALFM_C107100CA",1.64324984355688,1.18122998300947,2.01438363292831,2.00017939051404,1.70947279701619,1.3428240117468,2.33524625546147,0.909095202925198,0.208654405502124
"TAF145",-0.297772204658821,-0.275195534134792,-0.184449682995447,-0.106841547297159,0.0864115615792633,-0.138220757056723,0.507895570803069,0.230787753073861,-0.0705838910392061
"GAP4",-1.45947604668598,-0.838265924771214,-0.700707108572003,-1.11428153561704,-0.0844895153815659,-0.399619824535003,-0.558240952053138,-0.709088183146929,-1.20634996414316
"CAALFM_C107130CA",-0.535070783960614,-1.45309768179687,-0.956052701894233,-2.24171110233672,-0.537346057975143,-1.23837322828789,-0.902143842662323,-0.894612569170908,-0.834986836137467
"RIA1",-1.08739466640836,-0.238564101581183,-1.12719119671871,-1.16304052461054,-0.62505390272377,-0.964251813002618,-1.54991665813926,-1.13033006524644,-0.482143556641556
"CAALFM_C107150WA",-1.19971302389677,0.315412458344602,-1.55537572221296,0.0754579139084788,-0.804572252292562,-0.86631517876596,-2.27057300202826,-1.09065939525297,0.0732205868379456
"CAALFM_C107160CA",0.354045740748597,3.75982131077761,0.222605251502479,8.45011578144552,-0.037604884541346,4.2754746622074,0.180878087999239,4.63836342747936,4.12490135673982
"ZCF23",3.26458699483959,0.477534285110094,2.65050248644329,1.61582402868139,2.47127006074106,0.107158717053227,3.4522661287278,2.28972802682296,0.812123642667221
"CCS1",2.15817666551737,0.657304103394451,2.2263387311424,2.08174000248842,1.53119615873543,0.840371760649139,2.15586217904967,0.757047891862124,0.123494387370849
"SOG2",0.619485655626908,-0.936478679607276,-0.106206961833004,-1.041822234765,-0.0488587680205648,-0.872490161532988,-0.0276718328237534,-0.836472959106268,-0.397517915003732
"YMC1",-0.403444330178802,0.463195777311597,-0.489450944068011,-0.587774711265573,-0.329073288106585,-0.29239956256421,-1.59445302281682,-0.619686515090975,0.0449695903787165
"CAALFM_C107210CA",-0.0864779060795602,-0.466447211465609,-0.00466418389135681,-0.410133293336383,-0.154344732307155,-0.459149301912091,0.620555303424473,0.275327070321904,-0.264211441996433
"CAALFM_C107220WA",0.583688952736403,0.409420449352735,2.44938690012263,2.68975538131057,-0.712029557132459,-0.173278659140198,4.03804196508431,5.18238049903075,0.192074064323971
"PHO15",2.6047487985473,3.76165307492781,3.36612146639479,4.178390780103,2.48572140269548,4.11427458257457,1.90192163174488,1.17994433911602,2.39821133413416
"YPD1",-0.00304461651561645,-0.288582059953607,-0.0920786275214732,-0.104306042918322,-0.0862234199844612,0.065878484661053,-0.665072216807251,-0.724854724184121,-0.000683445138386881
"ALG9",-0.188722367380676,-0.0325297579336085,-0.0544315682826855,0.201268950288133,-0.0672396299340334,0.272077856201075,0.138174032990011,-0.383785889481764,0.104345882841401
"CAALFM_C107260CA",0.163536790363945,0.0661873660606809,0.376704292003276,-0.189255288995963,0.128596403011358,0.218512629617644,0.326065675352511,-0.154972257180178,0.0698781456976984
"SEC34",0.532163199577178,0.580702124903354,0.566077574807534,0.480187845574331,0.361453046554848,0.353879719272134,0.892603556351895,0.243301833379465,0.597041749785696
"CAALFM_C107280CA",0.0691319566986363,-0.371328002153774,0.161982592162862,0.0188738574996502,0.294508415071114,-0.100868668655513,-0.215515623113664,-0.515675279220278,0.141387436176096
"tL(AAG)2",0.303302894979889,0.458756033145676,-0.382787399152138,0.362911343056764,-0.0653447846959884,0.810277360996246,-0.606822500988069,-0.203862486003141,0.241696410993569
"CAALFM_C107320WA",1.56203365640403,-0.7004196238073,-0.864425437422469,0.144243552566883,-0.980198290072055,-0.377915539120607,-0.742556781584762,0.220837864966973,-0.19701544313196
"RME1",0.299822697243626,-0.128131443220402,-1.70006911672427,0.712551779894999,-2.53357450682496,0.230846546033644,-2.4028150509852,-1.44435132362266,-0.251314916139694
"CAALFM_C107340WA",-1.14610817410043,-1.00505437702879,-1.10189799318881,-1.23747416300527,-0.608267432195076,-0.672877447657071,-0.901318568296024,-0.976536658620783,-0.35805996055318
"GPX3",0.361686412311908,1.17974728440302,0.538352111787627,3.78389451470446,0.22555071432902,1.64581699758426,0.633587402002878,0.934658921107644,1.81435172448546
"CAALFM_C107360WA",-1.44039961978006,-1.0388716743079,-1.73578913409072,-0.997098086492652,-0.813316801485659,-1.00414287478201,-1.32427531453412,-0.971501313124932,-0.19777585640183
"CPH1",2.40320216948807,-0.211993990526032,1.44199648056825,-0.899809787855281,0.970389022381241,-0.5208469558596,1.84901216701689,-0.231798814002913,-0.136730048533276
"KSP1",0.0580255896402898,-0.0830034370380027,-0.163023718500745,-0.000853532813903561,-0.340258389444228,-0.88591189410781,0.134236167891827,0.268750796040293,-0.0511170829773078
"CAALFM_C107390WA",0.256236938164479,0.799920977014526,0.274899723104395,0.659125568926481,-0.0653271285532232,0.290230367538531,0.590645876912559,0.674332579181673,0.43101932897412
"CAALFM_C107400CA",-0.334693583894934,-0.628539028994395,-0.275451303393816,-0.167154022351505,-0.256009581203805,-0.336439956616642,-0.343257537103902,-0.278427330974219,-0.234736823031991
"SKP1",0.691351743678844,0.826223685728419,0.997932848224711,2.25088493655916,0.443474398659998,0.832798477423741,0.5232198548114,0.421942079774399,0.792942670502519
"PEX3",0.225279882112565,0.479154356392487,0.338111332058139,1.21057775476643,0.22432518506583,0.787379876744102,1.7902955161218,2.80919081777277,0.380544663658264
"PHO100",0.855916519763038,0.77630629029344,0.0785751247819858,-0.321854455182795,-0.254206981510564,1.38508107076747,-0.933837364386241,-0.378538340446698,0.359200895420876
"CAALFM_C107440WA",0.361539503601492,0.311818548494027,0.430291627364557,1.07596415146609,0.567733139397477,0.375545641305245,0.730122613002198,0.664029900721005,0.0780287815006952
"CAALFM_C107450WA",1.13077399398419,0.824789200799305,1.10343442444852,1.60955243300808,0.217957040726918,1.21880928558473,0.233567347410918,0.182427999469556,0.932590979152132
"GPI8",0.317341634658963,-0.225530250890171,0.481395492600159,-0.803293111467114,0.106065807177334,-0.502407033812589,0.372118367770771,-0.407010106554027,0.115464425286612
"CAALFM_C107470CA",-0.465988919192965,-1.03728683659642,-0.55405472096336,-1.97813212154981,-0.433138018266146,-0.798236697459983,-0.293838638802333,-1.1623712591522,-0.753445774955037
"CAALFM_C107480CA",0.362461000497641,-0.862649408056746,-0.235954280697413,-0.777126890018294,-0.747649498951558,-0.770096856034743,-0.69340430571606,-1.68688160580883,-0.766853161880708
"CAALFM_C107490CA",-2.50753387562401,-1.14327221030812,-3.03281078697397,-1.54421640929431,-1.42872742550394,-0.796266577130356,-2.64834212589605,-1.14108944833322,0.000519655158466983
"LHP1",-1.3207427745759,-0.552616495583408,-2.09601415054835,-1.45608029196266,-1.04166464596479,-0.927457795804669,-2.33150970914469,-0.804516919142242,0.0330856609225427
"CAALFM_C107510WA",-0.424906642414126,-0.0455520662842758,-0.578975863458864,-0.168033526204113,-0.20233423351154,-0.0685446616819159,-0.61261706654609,-0.102214529136226,0.226234412004824
"IST2",0.866088194067214,0.576818162382373,1.26192741688362,2.29036889806139,0.988830682146287,1.5178256989853,1.15741893037927,1.05948974621502,0.577832752519999
"CAALFM_C107530WA",0.894207915822622,0.574708501013354,1.2353533926056,2.04717880699242,0.127432070506101,0.549261543052605,0.725161810989832,0.66951485440712,0.329425895547216
"BBC1",2.01994615037022,1.45056696274464,2.4710895519065,3.42661327489251,1.81833567782112,1.92165448098177,3.43042955496025,2.34443112090525,0.845120656881672
"SWD2",-0.732455408543785,-0.781567462538697,-0.832875349684532,-0.949731441759951,-0.565106006646319,-0.459349447953945,-0.365153497074852,-0.609250053333382,-0.475714488831255
"CAALFM_C107560WA",-0.062338893451174,-0.31175197976574,-0.150870394287109,0.269044997672495,-0.0699536367758719,-0.441396067633997,0.777197483155759,0.869789586769212,-0.34618729390408
"CAALFM_C107570CA",-0.17078319744473,-0.20282640302255,-0.26057166893157,-0.549923965537252,-0.343371655360303,-0.399886978512403,-0.476868930670198,-0.348866809785761,-0.436962382185436
"PRY1",2.09952051012607,-0.694715127354779,0.0183929548345022,1.05206515624775,-1.30729796536282,-0.16167724580676,1.15903943112151,7.40372548669923,-0.883615136942698
"CAALFM_C107590CA",0.251041254435556,0.561456756246237,0.62190417672115,0.881131738915903,0.396777180808406,0.58374946732039,0.752743126427179,0.816327500869319,0.477217865198165
"ATP7",0.408010777084538,0.580789977542469,0.599351255228336,1.57802670540625,0.204214845827008,0.62104273806682,0.140928353948486,0.87505997055983,0.905507184083245
"CAALFM_C107610CA",1.49104273367683,0.662276634754117,1.85162191002102,1.18929993877347,0.698810804096168,1.19585039955596,0.713807301414273,0.748610085454862,0.644085664537399
"PIR32",1.42071783051883,-0.0538309608188586,1.17568529908669,-0.0255944779347963,-0.101127352423006,-0.0893579833862469,0.103660675167455,-1.79287581445653,-0.160397467086165
"CAALFM_C107630WA",-0.595103384419126,-0.37274614102426,-0.743838028729737,-0.529330769574751,-0.45941093350018,-0.480394508542024,-0.581876879252309,-0.117197107251066,-0.000775651559994598
"CAALFM_C107640CA",0.361753683906676,0.703674477315719,-0.151854292193377,2.21291358264621,-0.0196365998121145,1.18681350976818,-0.498739893574453,1.20459444729482,0.115103599182217
"CAALFM_C107650WA",0.919880026476726,0.300046075903536,0.599953855727025,0.720142489607224,0.0586852200544271,0.927093875969746,0.898230152464015,0.49256695393879,-0.173438261445542
"CAALFM_C107660WA",-1.83132219685517,1.45946978247691,-3.94784411600893,1.08969073867508,-0.720100105456653,0.176515476686204,-2.86409924960929,-0.356351018226345,0.995768735550448
"ZCF4",2.475540031365,4.13109211865347,2.95802408308551,3.99972912038889,-0.177237975005655,0.599998930140572,-1.58650557284715,-0.55548998041851,-0.16423290095526
"HAP2",0.0280002977786431,0.624405318705758,-0.0546721300157676,1.37496810835143,-0.000209338580080243,0.314846967771261,-0.779172669609315,-0.474843048320856,0.0662809158087639
"CAALFM_C107690CA",-0.833463019086583,-0.514010661478577,-1.18692259619829,-0.560318768550348,-0.379368746795966,-0.194164472441187,-1.06726569842548,-0.398741928576232,-0.0494373870791657
"VRG4",-1.06073996717482,-0.656648657439374,-1.26112844377638,-1.62289797887141,-0.917224424853055,-0.540328246206646,-1.48706475535511,-1.27518463359586,-0.313270404553863
"ADE4",-0.824744111654288,0.112366293725308,-0.855874989182281,-0.398828544247092,-0.506384338992268,0.234351505050043,-1.59268332777852,-0.457843288602904,-0.123137580300741
"FGR6-3",-2.45169864826609,-0.0399283371373265,-2.2659409013726,-0.513953437551634,-0.819476827397132,-0.2646716623249,-1.29697178305342,-0.766487726847714,0.15097404545771
"CAALFM_C107780WA",0.425256665832549,0.846413190967797,0.950838220833645,0.937056169423542,0.786428034585858,0.776353573751603,1.30853754128869,0.692727815771679,0.69546861901467
"CAALFM_C107790CA",-1.09929267503022,-1.13204448333017,-2.11683892860019,-2.00036308759484,-0.938093483027666,-1.52607354069595,-2.63645496782719,-1.47458541821581,-0.271681611647166
"MTO1",-0.799680566300565,-2.69816715201839,-1.85781943425356,-4.05788284439485,-0.912626482537762,-2.37659628803291,-1.17396475557154,-1.11394732454366,-1.14309421565884
"CAALFM_C107810CA",-1.06880598713879,-0.937355304669065,-1.34253749394989,-1.27481286690819,-0.691033920533643,-0.51452712753838,-1.40664823446975,-0.879561376131931,-0.33860052813048
"CAALFM_C107820WA",-0.417799446642645,-0.183757233913399,-0.515518921351344,-0.120143367250362,0.119553752920076,0.415010677052599,0.131056640226864,0.0659359924932938,-0.0907123896754152
"CAALFM_C107830CA",0.461048523650433,0.304649852267882,0.166216652554456,1.51388660638858,0.0826177053575482,0.608851471813659,-0.0908229589930365,0.322446063334652,0.319539865707911
"CAALFM_C107840WA",2.58505171809013,2.95237621630245,2.81160362817342,4.95163546273365,2.25729720835195,3.69994095420267,4.09549692082554,4.95546771903618,2.66368271410803
"CAALFM_C107850CA",-0.516935382220616,-0.719338044091861,-1.33464824131221,-1.16445679184854,-0.791822925995989,-0.374481557807892,-1.29151756847019,-0.640360807192342,-0.137378592487584
"CAALFM_C107860WA",0.993896374533767,-0.9807935494486,-1.94319027011367,-1.5343848540127,-0.986293157350961,-0.462523603230861,-1.96106888484529,-0.793263894779214,-0.14324838172996
"SMI1",0.40123335800241,0.248406008749776,-0.0778193238629313,2.09256986279082,-0.109213680942867,0.310060007217564,0.154989960764564,1.09913083036911,0.156452447025768
"GCS1",-0.00288251108420703,-0.339461909258725,-1.12627409747645,-0.802744415033941,-1.22672564810507,-0.998400557876973,-1.70574533648819,-1.17471434006501,-0.35443308182634
"ADE5%2C7",-1.1138579501607,0.643938124315776,-1.0529907642919,0.572197247857707,0.00214110765730523,1.10561877555112,-1.93591963213254,-0.287930884273965,0.116631561932761
"COI1",-2.29245198996056,-1.31121290079248,-1.24813337781053,-1.05808077000427,-1.39871998729349,-1.09821763750873,-2.39670543991803,-1.04800653854285,-0.376389760004477
"MRPL3",-0.944373080818849,-1.45464264552387,-1.70967077946167,-2.31177487405631,-0.893843971020421,-1.11978321989614,-1.12496398995647,-0.709072140776705,-0.501627097807427
"CAALFM_C107920WA",0.266781599178153,0.596234808052461,0.117380070814573,1.52192846138411,-0.00316222025107911,0.805002599969406,0.303433924942103,0.896965746909696,0.859030494742308
"ERD1",1.42367511751856,0.296595397328242,0.30482462623807,1.0800300707626,0.487831756027088,1.11588507900436,-0.219749043503168,-0.600106934351875,0.538237869475487
"CAALFM_C107940WA",-0.718031963488545,0.174406455369754,-1.63683472354464,0.490875267579363,-1.33369471752963,-0.00284277802641784,-1.97477306467051,0.0173854775474165,0.431367568332648
"CAALFM_C107950CA",-0.53794678031896,-0.864053965788388,-1.62421031456187,-1.26104814383893,-0.899489430167803,-1.31814258215217,-2.20530954053375,-1.30587201119837,-0.2418349881371
"CAALFM_C107960WA",-0.815422949539419,-1.48819528573513,-1.63930045924285,-2.36895157863791,-0.849476217457627,-1.49968668173676,-2.01110886327842,-1.13898205015154,-0.500397213839669
"IRE1",-0.186993654317753,0.116385244680553,-0.367227656491277,0.871942851693734,0.095180253811438,0.165194104228347,0.240545240862008,0.679872068928724,-0.0057368551411708
"CAALFM_C107980CA",1.61858758269359,2.32580988550724,2.32462022015531,4.90609974752051,0.832271776507722,0.249113235008702,1.88131671324221,3.25397799629973,0.635840893122716
"CAALFM_C107990CA",-0.0877057881591056,-0.278755073244238,-0.00602080283201429,0.881034612484822,-0.0325145003468995,-0.138140985487917,-1.07317862699834,-1.20822998245272,0.0237335056557139
"NRP1",-0.372468067559961,-0.74713951255081,-0.465156845890205,-1.81486490449996,-0.207982640564453,-0.863601592033902,0.0408989522935416,-0.834943197551535,-0.310693729388841
"DPM1",1.62154442131686,0.509764095265202,1.69083508187571,0.240760281266245,0.873874630582411,0.213754387569377,1.37522075528736,-0.150394533315196,0.261876434609945
"UBA2",-0.149788442828609,0.176391403696269,-0.0441172671030759,0.0818034052239766,0.0810977184079882,0.0548244986908247,0.168529205977779,-0.0185626192055265,0.401733079643748
"PFY1",1.6883043573895,0.862561393982859,1.92233031187711,0.749877621935329,1.26073083963643,0.981104780632082,1.73864826917472,0.639140631660438,0.105905349208849
"CAALFM_C108040WA",1.24271566741979,0.759101878391488,1.05985958237498,2.23849025354619,0.574669851972179,1.68071146206216,1.63693301818332,1.68494441179708,0.883612739730342
"CAALFM_C108050WA",-0.393914378241083,-0.246689930424929,-0.6660799773283,-0.099644522210042,-0.295406805907833,-0.0444705907241269,0.0136364240482466,0.201504573617115,0.171310821062285
"OFR1",0.998854896648553,2.56462199133695,1.86375330071391,6.98792359182141,1.54841867126871,5.08776075349313,4.23243591428078,5.35000555471107,3.18222254010993
"CDR4",0.404657998536873,1.54574525747848,0.52662797839073,9.62292872517375,0.418269662570541,4.91852804865927,0.891020624214818,2.97726481683853,4.48107119413186
"CAALFM_C108080CA",-0.102540015904009,-0.00573950250115599,-0.58929600408339,0.639704306334749,-0.401288274552679,0.334305496572463,0.0470821577191356,0.380624882365484,0.44116080953313
"FUN12",-1.15699743681529,-1.40437470914108,-1.83858951107622,-2.46898773877953,-0.902342803156031,-1.13073910589242,-1.50264150516349,-1.05377239235394,-0.455281163334611
