"","condition_LL30_vs_ctl"
"CAALFM_C104010CA",2.03830876997005
"CSH1",2.77766853438183
"CAALFM_C104030WA",0.128871614317279
"CAALFM_C104040CA",-2.64061726365704
"MFALPHA",0.597224998131672
"IFI3",2.82517264706985
"BET4",0.131760006336689
"MAD2",0.133503340647611
"CAALFM_C104090CA",-0.466466066836191
"POR1",2.674892256413
"CAALFM_C104110WA",0.412516513557926
"CAALFM_C104120CA",-0.89954031057928
"ERB1",-2.92536056273773
"IFD6",1.62879164935846
"CAALFM_C104150CA",1.10783493712133
"CAALFM_C104160CA",-0.214639468162764
"HTA2",-1.21433626136697
"CAALFM_C104180WA",-1.09394223267763
"CAALFM_C104190CA",0.739072791451356
"CAALFM_C104200CA",1.14838155041997
"CDC3",1.18119595855294
"CAALFM_C104220CA",0.505424009424286
"CAALFM_C104230WA",0.727491281158825
"HHF1",-0.482780481691094
"HHT21",-0.78934388035053
"CAALFM_C104270CA",-0.757744032121713
"CAALFM_C104280CA",0.399843814567599
"ACS2",2.4015249580566
"SSA2",-0.131664229675153
"GIG1",1.39649001021828
"GPM2",0.880152804172545
"RPN4",-0.0268763187300069
"CAALFM_C104340CA",-0.426560009828166
"CAALFM_C104350CA",-0.366286805423247
"CAALFM_C104360CA",1.38137237445852
"CAALFM_C104370CA",-1.092250891545
"SIT4",-0.34351085318553
"NOP4",-2.70933406919719
"APE2",-0.384189458773278
"ESS1",0.40272561561353
"URA6",0.52028570989252
"CAALFM_C104430CA",2.68886707961491
"CAALFM_C104440WA",NA
"FMA1",-4.60832886545911
"CAALFM_C104460CA",0.466895285784088
"CAALFM_C104470CA",1.46541872424007
"TUS1",2.29556696754935
"CAALFM_C104490WA",-2.06333273603199
"ICL1",-0.241935733744072
"CAALFM_C104510WA",-1.1650502142559
"PHO85",1.49199331066353
"CAALFM_C104530CA",-0.686732232164596
"VPS16",0.567295116509744
"ELC1",0.729418965152524
"CAALFM_C104560WA",2.76076203972283
"CHL4",-0.695783649350618
"CAALFM_C104580CA",0.327262306871028
"CAALFM_C104590WA",0.624607614972833
"CAALFM_C104600CA",-1.03267520967686
"ATP1",0.0654093553709559
"CAALFM_C104620WA",0.153010528844306
"CAALFM_C104630CA",0.589288210687192
"CAALFM_C104640WA",3.15926240385671
"DUR3",0.705427645655244
"DUR1%2C2",-0.117232877203236
"HAT1",0.328763159677922
"PIL1",2.17675117160217
"CAALFM_C104690CA",-0.177054275221243
"CAALFM_C104700CA",0.238623290093946
"CAALFM_C104710CA",-1.59124886043301
"CAALFM_C104720WA",0.792400004790377
"LYS21",-0.215461422359881
"LPG20",3.98496701556711
"IFE1",0.353700202473338
"SYG1",-0.703647707194581
"ERG3",-0.371755195428672
"CAALFM_C104780CA",0.903447086398296
"CAALFM_C104790WA",-0.0918912168205826
"CAALFM_C104800CA",2.07923622245987
"TCO89",0.917394173444527
"CAALFM_C104820CA",-0.774670627043397
"SEC21",0.962816892479377
"CAALFM_C104840CA",0.521042696752947
"CAALFM_C104850CA",-0.106913295275914
"CAALFM_C104860WA",1.41509301835579
"SAP7",0.670621772590608
"MRPL37",-1.01909483103841
"YBN5",-0.856218742528462
"MNN15",0.670354888801899
"CAALFM_C104910CA",0.750175596337281
"CAALFM_C104930CA",4.82194001028232
"CAALFM_C104940CA",0.492574559984109
"RPM2",-0.788544632365628
"CAALFM_C104960CA",0.377877956944319
"CAALFM_C104970WA",-1.78184270193218
"CAALFM_C104980CA",-0.104941177952133
"CAALFM_C104990CA",-0.701521845662025
"RHD1",-6.69216741401255
"CAALFM_C105010CA",0.556299682158123
