"","condition_FL3_vs_ctl"
"POL32",-1.25095777099727
"PRN2",0.39546632430679
"PRN3",0.255507409046956
"PRN4",0.34045748209065
"CAALFM_C105890WA",1.89761120524671
"CAALFM_C105900WA",-0.8704350074558
"SIP5",1.37537542908934
"CAALFM_C105920WA",1.12459412724961
"CAALFM_C105930CA",0.790688913853648
"PHO87",-1.45401597864982
"CAALFM_C105950CA",1.6027801184532
"PGA45",2.46048266827444
"CAALFM_C105970WA",1.02413338604593
"CAALFM_C105980WA",0.585729046485514
"CAALFM_C105990CA",4.58246857321307
"CAALFM_C106000WA",-0.292357495169929
"CHS7",-0.580233662444308
"RGD1",0.261078172672129
"CAALFM_C106030CA",0.256619557568839
"RTT101",0.495051874766329
"CAALFM_C106050CA",0.0234219054252304
"ACP1",-0.290748979994908
"CAALFM_C106070WA",-0.0975606601033818
"ARC35",1.5398047279014
"CAALFM_C106090CA",-0.85823406906612
"MSI3",-1.13455309011276
"NPL4",0.0837974370753486
"CAALFM_C106120CA",0.382397876855302
"HAC1",-0.22198312276326
"CAALFM_C106150WA",0.461573303654352
"CAALFM_C106160WA",1.12126860051624
"TLO34",5.2517242939422
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.293510561239264
"BUD16",-0.667434468938516
"CAALFM_C106220CA",-1.57205380217706
"MDM34",0.192564951879707
"CAALFM_C106250WA",-0.0295962907589217
"PGA50",-0.395122371032545
"CAALFM_C106270WA",1.29181050418636
"UME6",3.96810549677084
"CAALFM_C106300WA",0.0265390515124449
"CAALFM_C106310WA",-0.702186273089462
"CAALFM_C106320WA",-0.650124647968172
"CAALFM_C106340WA",1.90798694767083
"CAALFM_C106350WA",-1.15944851047247
"CAALFM_C106360WA",-0.251958594221144
"PBR1",-1.67538667153922
"CAALFM_C106380CA",-0.584432672798553
"CAALFM_C106390WA",0.95009762822234
"CAALFM_C106400CA",-0.273703649831956
"CAALFM_C106410WA",0.173963287120322
"CAALFM_C106420CA",0.0939982031878121
"CAALFM_C106430CA",-1.24632568595107
"CAALFM_C106440CA",-0.533977892499687
"RPS14B",-0.857864641219481
"RPS22A",-0.955769321335132
"CAALFM_C106470WA",-0.0944276231466877
"CAALFM_C106480CA",-0.331176892456105
"CAALFM_C106490CA",-0.405024123438593
"CAALFM_C106500WA",1.23768453750351
"CAALFM_C106510CA",-0.299590052105864
"BPH1",5.95764384214816
"CAALFM_C106530CA",-0.267695640796569
"CAALFM_C106540CA",-0.954161847287332
"GLT1",2.24893451444847
"CAALFM_C106560WA",0.220495874166999
"ANT1",2.5846005219108
"RPS23A",-0.628858314681075
"CAALFM_C106590CA",-0.566496931950371
"CAALFM_C106600WA",0.381328962045092
"HAK1",0.960649915905899
"CAALFM_C106620CA",-0.548472939042894
"CAALFM_C106630WA",-1.58642526461195
"CAALFM_C106640CA",0.49942163965003
"CAALFM_C106650WA",0.580157810229245
"CAALFM_C106660WA",1.70516546201425
"CAALFM_C106670WA",-0.580450522249935
"VPS34",1.46347783555563
"CYK3",-0.353819727905725
"CAALFM_C106700WA",-0.0207941035997378
"CAALFM_C106710WA",0.129537913278379
"CAALFM_C106720CA",1.38412717279119
"RAC1",-0.3065635367334
"NOP6",-1.41802126988627
"CAALFM_C106750WA",0.941815882140956
"CAALFM_C106760CA",-1.53737392808453
"CAALFM_C106770WA",-0.494456152391798
"NPR1",0.790090720315815
"MRPL19",-0.537506007573852
"CAALFM_C106800WA",-1.01333715007693
"CAT1",-0.627447560442887
"CAALFM_C106820WA",-1.17173336395181
"CAALFM_C106830WA",0.0473714320103043
"CAALFM_C106840CA",0.0680240470822498
"PCL7",0.262317791596892
"CAALFM_C106860WA",0.666591132746849
"CAALFM_C106870CA",3.91747679134782
"SPO22",-0.603029361998198
"CAALFM_C106890CA",-0.878847959959098
"MMD1",4.29307779390924
"CAALFM_C106910CA",-0.650186201174766
"CAALFM_C106920CA",0.18240113012134
"PGA63",-0.405198060031366
"ATC1",3.36287060223249
"tP(AGG)1",1.00230567819898
"SUI2",-1.04267455882061
"CAALFM_C106970CA",-0.121010176425737
"CAALFM_C106980CA",-1.1204505536767
"tL(UAA)4",-0.0459626546167407
"MEF2",-1.38109858611343
"CAALFM_C107010WA",-0.474288152813718
"PUT3",-0.297111503755677
"RBT4",1.61627341972912
"CAALFM_C107040CA",4.2294776793689
"CAALFM_C107050CA",-0.0250582718821407
"CAALFM_C107060CA",0.817007508447341
"DHH1",-0.513461747960679
"CAALFM_C107080WA",4.59814824075818
"CAALFM_C107090CA",-1.40217088600308
"CAALFM_C107100CA",1.36619741263406
"TAF145",0.305334109258972
"GAP4",-0.0313269812191504
"CAALFM_C107130CA",-0.93589040550405
"RIA1",-0.85835112724918
"CAALFM_C107150WA",-0.579834389091508
"CAALFM_C107160CA",5.32240548462455
"ZCF23",1.62235222529336
"CCS1",1.56175946008787
"SOG2",-0.00211862307161041
"YMC1",-0.243242646826268
"CAALFM_C107210CA",-0.204802727030362
"CAALFM_C107220WA",1.2925835007892
"PHO15",3.2353556130298
"YPD1",-0.378886310871695
"ALG9",0.641328969953493
"CAALFM_C107260CA",-0.0979256945135956
"SEC34",0.0346039356351574
"CAALFM_C107280CA",0.205573526266123
"tL(AAG)2",1.67580458031219
"CAALFM_C107320WA",-0.153910108552157
"RME1",-2.39532400542753
"CAALFM_C107340WA",-1.15002082633228
"GPX3",2.03962756558405
"CAALFM_C107360WA",-1.14678063732166
"CPH1",0.296409642457771
"KSP1",0.0187778985880185
"CAALFM_C107390WA",-0.0426409271686952
"CAALFM_C107400CA",-0.671669516584648
"SKP1",1.33086358778668
"PEX3",0.738216824011306
"PHO100",-0.536538590487104
"CAALFM_C107440WA",0.808674047022353
"CAALFM_C107450WA",1.5328757482664
"GPI8",-0.107830296256326
"CAALFM_C107470CA",-0.244636708155155
"CAALFM_C107480CA",-0.290612239794978
"CAALFM_C107490CA",-1.34229605395264
"LHP1",-1.55236370101126
"CAALFM_C107510WA",-0.214022026898826
"IST2",2.80880929965296
"CAALFM_C107530WA",2.36114470954933
"BBC1",2.74517213648076
"SWD2",-0.313908238314188
"CAALFM_C107560WA",0.177589336266906
"CAALFM_C107570CA",-0.404224337799831
"PRY1",0.532573308045762
"CAALFM_C107590CA",0.377388632278551
"ATP7",0.525139389537498
"CAALFM_C107610CA",1.91425743621999
"PIR32",0.855454750502371
"CAALFM_C107630WA",-0.548007509016269
"CAALFM_C107640CA",-0.190595487938722
"CAALFM_C107650WA",0.462672034253621
"CAALFM_C107660WA",0.217613847062517
"ZCF4",-0.354963883951217
"HAP2",-0.194719435445258
"CAALFM_C107690CA",-0.534601126687224
"VRG4",-1.59194315434971
"ADE4",-1.09479294780327
"FGR6-3",-0.740226592320188
"CAALFM_C107780WA",0.794025625517128
"CAALFM_C107790CA",-1.33763492541117
"MTO1",-1.56015790813242
"CAALFM_C107810CA",-0.866028619952038
"CAALFM_C107820WA",0.057773392878505
"CAALFM_C107830CA",0.893882100708475
"CAALFM_C107840WA",3.97726915360371
"CAALFM_C107850CA",-0.55201391746016
"CAALFM_C107860WA",-0.826613146306382
"SMI1",0.583256001073054
"GCS1",-0.597484689140675
"ADE5%2C7",-0.436930083831555
"COI1",-2.6771263610476
"MRPL3",-1.2618626771193
"CAALFM_C107920WA",0.808447066436384
"ERD1",0.758062990205753
"CAALFM_C107940WA",0.217078858692261
"CAALFM_C107950CA",-1.33707963481013
"CAALFM_C107960WA",-1.2966977385093
"IRE1",0.0396743289329692
"CAALFM_C107980CA",1.11531808072841
