"","condition_FS30_vs_ctl"
"CAALFM_C100020CA",0.127345345128766
"CAALFM_C100030CA",1.32893424487099
"CTA2",1.69665318782898
"TUP1",0.123907118814635
"MVD",-0.200499403769998
"RCA1",-0.61628452100661
"CAALFM_C100090WA",-0.432030190535167
"CAALFM_C100100CA",-1.005393432755
"CCT8",-0.650381027642492
"TRP1",-0.0959991747490712
"VPS53",0.568926830044107
"KEL1",0.405532157909011
"RIM8",-0.896414119359125
"CAALFM_C100160CA",-1.27151006997371
"LEU4",1.91718770367702
"RPL16A",-0.0621154857746966
"CAALFM_C100190CA",-2.14806586677338
"CAALFM_C100200CA",0.588745037998347
"CAALFM_C100210CA",1.17970032004122
"PHR2",-1.91721974037633
"BFA1",0.0906517566291756
"tT(AGU)6",-0.643276291977929
"CAALFM_C100270WA",-0.316316262003478
"RFC52",NA
"POL93",-1.24084060866764
"CAALFM_C100310WA",0.644619769477604
"CAALFM_C100320WA",-0.0207554395137441
"CAALFM_C100330CA",-0.564074489437257
"HBR1",-0.804042701986881
"HMX1",1.44986688229204
"CDC13",-0.78810906095027
"CAALFM_C100370WA",-0.368046743611189
"CAALFM_C100380CA",0.318445521754868
"ENA2",2.25221491368369
"SVF1",-1.0539203374955
"CAALFM_C100410CA",1.71452442269137
"CAALFM_C100420WA",3.82766419558079
"CAALFM_C100430WA",-0.212459592244155
"UBP6",0.54143228378682
"CAALFM_C100450CA",0.238992254071304
"CAALFM_C100460WA",-0.255305447204851
"CAALFM_C100470CA",-0.952361760999106
"GCN20",-0.661196376774666
"TTR1",0.395256443640039
"GLO1",1.50410574401268
"CAALFM_C100510WA",-0.112343942845569
"CAALFM_C100520WA",0.523903698820197
"CAALFM_C100530CA",1.65833245722738
"CAALFM_C100540CA",-1.89912700069077
"CIS2",-0.637692660190238
"CNS1",-1.575885515156
"CAALFM_C100570CA",-0.208421048254231
"CAALFM_C100580WA",2.41672407178669
"TUF1",-1.14053375491722
"APC1",-0.530557412198157
"PSD1",0.508883358608334
"MOB2",-0.15608756794334
"CAALFM_C100630WA",1.70091275555659
"RPO41",-1.64194760706931
"SNF7",-0.0316870511819047
"CAALFM_C100660CA",0.136775830801495
"UGA32",2.65390362087335
"ASM3",0.0268868873686852
"RIC1",2.25910648496637
"CAALFM_C100700WA",-0.0767362181993748
"TUB2",-0.0748249455137197
"tP(UGG)3",0.504505040761799
"CMP1",-0.191615893265355
"SPE1",-0.0946644057522271
"VPS27",1.26000014467443
"CAALFM_C100760WA",0.524391904625946
"ROT1",-0.657018829837273
"HGC1",0.990213596375884
"CAALFM_C100790WA",-0.113583927610746
"ERG2",-0.690949019110707
"CAALFM_C100810WA",-0.152446750507509
"CAALFM_C100820WA",0.943176456351461
"CAALFM_C100830WA",2.45936357781309
"NRM1",-0.836589441510079
"IHD2",-0.323043124564242
"CAALFM_C100860WA",0.872840504363332
"LRO1",-0.370795593723043
"CAALFM_C100880WA",0.770438004083057
"CAALFM_C100890WA",1.08951338025086
"RRS1",-0.945847719073686
"CAALFM_C100910WA",-0.909682122978359
"CAALFM_C100920WA",0.881923269249008
"SIN3",-0.429147480957351
"RPB11",-0.130160407252093
"CDC5",-0.142756350567102
"SET1",-0.97390517489362
"CAALFM_C100970WA",-0.211676536408471
"CAALFM_C100980WA",-0.875695960190884
"NMA111",-1.41306013550795
"CAALFM_C101000CA",-0.329567431153556
"CAALFM_C101010WA",-0.439427368268507
"tA(AGC)4",0.00696320035646611
"HMT1",-0.889488778812563
"CAALFM_C101040WA",-0.00781500404127665
"CAALFM_C101050CA",0.478960722981698
"MBF1",1.00410740110611
"CAALFM_C101070CA",-0.553570374268488
"CAALFM_C101080WA",-0.153925261665008
"CAALFM_C101090CA",-0.444861759557963
"CCH1",0.127121620706024
"ZPR1",-1.05412430254111
"CAALFM_C101130WA",-0.353778529178871
"CAALFM_C101140CA",3.05102306395213
"CAALFM_C101150CA",-1.08242175641785
"CAALFM_C101160CA",-1.14614114144428
"ZCF17",-0.745421391350226
"CAALFM_C101180CA",0.58551435045095
"CAALFM_C101190CA",0.877570705379374
"STB5",1.93468962519663
"CAALFM_C101210WA",0.198385009460217
"CAALFM_C101220CA",-0.252899726906858
"IFD3",3.0500291169563
"CAALFM_C101250WA",0.720257661377973
"TRS20",1.36316741858575
"CTA9",0.986455298479294
"MED22",0.586847603720654
"CAALFM_C101290CA",1.3185818202057
"CAALFM_C101300WA",1.40308456605154
"MRS7",-0.224034761917
"DUT1",-0.734001846340728
"CAALFM_C101340CA",1.5988040241431
"TIF",-0.902215245530666
"CAALFM_C101360CA",3.81348415992972
"RPS21B",0.129928237509005
"TRM2",-0.545726470725191
"CAALFM_C101390CA",-0.376416259993032
"CAALFM_C101400CA",1.11506358142655
"CRL1",-0.79039897197281
"POX18",3.0470630435224
"ABC1",-0.301554386138751
"CAALFM_C101460WA",0.287374395523062
"CAALFM_C101470WA",-0.864546658028916
"RPS21",-0.127058665290951
"CAALFM_C101490WA",2.70156893356068
"CAALFM_C101510WA",-0.192836670714237
"SOD2",-0.330674148908009
"CAALFM_C101530CA",0.0724777251706696
"CAALFM_C101540WA",1.52673461568236
"VPS17",0.517461657121647
"SIZ1",-0.663033408215979
"RPB7",-0.517510501301139
"CAALFM_C101580WA",-0.654106537718057
"CAALFM_C101590CA",-0.696193776710495
"MRP20",-0.484366998731862
"CAALFM_C101610CA",1.50232378042234
"CAALFM_C101620CA",1.19097844276782
"CAALFM_C101630WA",1.48689856579031
"RPS42",-1.29738934308153
"ISN1",2.35557131710854
"tS(UGA)1",0.0134621302912874
"ESP1",-0.0105709536309161
"CAALFM_C101680CA",-0.744425646575282
"LSC1",0.411439247290796
"ARP8",1.34684755818074
"CAALFM_C101710WA",0.788497670855463
