"","condition_YS30_vs_ctl"
"CAALFM_C101150CA",-0.746381350417535
"CAALFM_C101160CA",-0.566951105543646
"ZCF17",-0.201120849139851
"CAALFM_C101180CA",-0.0034981363805368
"CAALFM_C101190CA",0.391206150317916
"STB5",1.1218322518163
"CAALFM_C101210WA",0.283869949432846
"CAALFM_C101220CA",-0.262657643369277
"IFD3",1.77628846652865
"CAALFM_C101250WA",0.825806703701382
"TRS20",0.9953859017145
"CTA9",0.890453952445397
"MED22",0.563128468525709
"CAALFM_C101290CA",0.864445292008256
"CAALFM_C101300WA",0.879071933119294
"MRS7",0.119257586914173
"DUT1",0.214571328620675
"CAALFM_C101340CA",0.807064996282719
"TIF",-0.159110492834692
"CAALFM_C101360CA",2.05707895099021
"RPS21B",0.416445645522538
"TRM2",-0.308585507003073
"CAALFM_C101390CA",-0.623717131587421
"CAALFM_C101400CA",0.568572753808435
"CRL1",-0.337002449201194
"POX18",0.774104898185342
"ABC1",-0.0573219883483427
"CAALFM_C101460WA",-0.206209328625619
"CAALFM_C101470WA",-0.203378769286689
"RPS21",0.228934615451453
"CAALFM_C101490WA",1.76442459484969
"CAALFM_C101510WA",-0.230236993533007
"SOD2",0.573121334314027
"CAALFM_C101530CA",-0.076122894371548
"CAALFM_C101540WA",0.708595471309415
"VPS17",0.299166433236958
"SIZ1",-0.426232170707053
"RPB7",-0.119728884242281
"CAALFM_C101580WA",-0.0841086668509856
"CAALFM_C101590CA",-0.306563003939308
"MRP20",-0.0204579577995494
"CAALFM_C101610CA",-0.21321086563492
"CAALFM_C101620CA",1.01299884068221
"CAALFM_C101630WA",1.73543252147262
"RPS42",-0.150224497008701
"ISN1",1.39249712341674
"tS(UGA)1",-0.0299721016190842
"ESP1",0.491838375434666
"CAALFM_C101680CA",-0.0545578048848208
"LSC1",-0.0760318589124146
"ARP8",0.587388561964472
"CAALFM_C101710WA",0.0756910401334238
"CAALFM_C101720CA",0.848500623183093
"tA(AGC)3",-0.00293005088410191
"CTN1",1.88433308495569
"CAALFM_C101750WA",0.605805284915169
"FGR38",0.786173097593074
"MAK32",0.614421208336691
"HOL4",-0.209490636854897
"SWI4",-0.14177149479623
"CAALFM_C101800WA",0.164762205005424
"UGA2",-1.50747300176246
"CAALFM_C101820CA",-0.297324854670547
"UBC8",1.3381568065743
"CAALFM_C101840CA",-0.0988939126741524
"CAALFM_C101850CA",-0.107095493409867
"CAALFM_C101860WA",-0.412089921096355
"CYS4",-0.068313402802406
"PTR3",-0.191494413569202
"CAALFM_C101890CA",0.0144384603179869
"CAALFM_C101900CA",-0.364874409975322
"CAALFM_C101910WA",0.137729261373828
"ROA1",-0.529981156500891
"CAALFM_C101930WA",1.3229660423707
"CAALFM_C101940CA",0.22778359378178
"CAALFM_C101950CA",0.538861528692285
"CAALFM_C101970WA",-0.231869446260164
"HGT1",0.453405154376202
"HSP30",-0.132663611155917
"CAALFM_C102000WA",0.222970853996464
"ZCF24",-0.378019062494661
"CAALFM_C102020WA",-0.205655392095356
"CAALFM_C102030CA",-0.20472601590858
"CAALFM_C102040CA",1.97631277400909
"PHO91",0.460208541310617
"CAALFM_C102060WA",2.35068005842872
"HSP31",2.59241086206319
"SET6",-0.48640429880553
"CAALFM_C102090CA",-0.174035089364024
"CAALFM_C102100WA",0.274967661089625
"HGT2",5.33156560666669
"SHA3",4.62618449209851
"GAL1",5.42767480960068
"GAL10",6.7287317309399
"CAALFM_C102160WA",0.779431160901866
"GAL102",1.89029320887554
"GAL7",3.95411691696377
"ABP140",-0.224277663247738
"CAALFM_C102200CA",0.303051736993945
"CAALFM_C102210WA",0.105776587069648
"CAALFM_C102220CA",0.0618265712076031
"SEP7",0.283035159032595
"CAALFM_C102240WA",-0.217833212765595
"CWH8",-0.0885940901589638
"AGE3",0.539151613707607
"CAALFM_C102270CA",0.063489202167656
"PSY2",-0.0106824408727334
"CAALFM_C102290CA",0.31645444830822
"CAALFM_C102300WA",0.332630435049673
"CAALFM_C102310CA",0.182151860202981
"CAALFM_C102320CA",0.785039978746126
"CAALFM_C102330CA",0.691747000452933
"tR(CCG)1",-0.191335495498135
"TIM21",-0.133616104902533
"PGA5",-0.50969480851787
"CAALFM_C102370CA",0.380232255774444
"CAALFM_C102380CA",-0.112281799585044
"CAALFM_C102390WA",-0.305972885199564
"MNN11",-0.360824505378909
"CAALFM_C102410CA",0.63752716421842
"GSC1",-0.279597666621496
"CAALFM_C102430CA",-0.150739853618563
"CAALFM_C102440CA",-0.0286563764478106
"CAALFM_C102450CA",-0.210052405090717
"RPL10",0.165274705328032
"CAALFM_C102470WA",-0.24046799825494
"PMM1",0.49259902578429
"CAALFM_C102490CA",-0.0958787951383756
"CAALFM_C102500WA",1.07222640569345
"CAALFM_C102510WA",0.495903582789664
"SCW4",-0.319963589596517
"DIP5",0.210072290164569
"tR(UCU)4",0.222649129753486
"PUT4",-0.19655067123556
"HNM4",-0.111929912573922
"SNZ1",1.01600245417664
"SNO1",0.122914752909701
"IML1",-0.422077689742119
"HOM6",-0.554013953158528
"EXG2",-0.908783805874737
"TOM20",0.0152444642639275
"CAALFM_C102650WA",0.313440210227415
"MGM101",-0.233734399194744
"CAALFM_C102670CA",-0.108390818042624
"CAALFM_C102680CA",0.508099746507306
"CAALFM_C102690CA",0.0646989764870233
"CAALFM_C102700CA",2.46028777768185
"FRS2",-0.114157278174471
"CAALFM_C102720WA",0.206211083012535
"CAALFM_C102730WA",0.00972007208470328
"CAALFM_C102740CA",0.163440526360004
"CAALFM_C102750CA",-0.0432415511244566
"CAALFM_C102760WA",0.267367154152575
"CAALFM_C102770WA",0.0119404128945268
"CAALFM_C102780WA",0.971773764878769
"TIF34",-0.106738034556826
"CAALFM_C102800WA",-0.568891464742575
"RAD16",-1.09891988402501
"LYS2",0.909832555292224
"CAALFM_C102830WA",-0.14999087527377
"PDE2",-0.171503621458399
"CAALFM_C102850WA",-1.03880876321992
"YKT6",0.679315698451885
"YPT7",0.0820006747116296
"MIA40",-0.361257717694113
"CAALFM_C102890CA",0.402522040107809
"CAALFM_C102900CA",-0.403612967952365
"CAALFM_C102910CA",0.251373358176218
"CDC73",0.453314792086268
"MST1",-0.707477318495247
"CAALFM_C102940CA",0.0273995684502733
"CAALFM_C102950WA",-0.119577018598268
"CAALFM_C102960CA",-0.68779981198535
"CAALFM_C102970WA",-0.0499565292767929
"GOR1",1.60513230294305
"XOG1",-0.636938276925952
"HOL1",0.000995880216010013
"RPP1A",0.324838267734459
"RPL13",0.139903827695
"RPS16A",0.231344050901902
"CAALFM_C103040WA",-0.0299063951434723
"CAALFM_C103050WA",-0.168174088287033
"TSR2",-0.637176685236583
"ORC1",-0.0458386253786038
"TEM1",0.660511405669628
"RPS1",0.354416171868356
"CAALFM_C103100WA",1.05698033375197
"RPL6",0.245429506796509
"CAALFM_C103120WA",0.440474284943205
"GGA2",0.624233170605035
"CAALFM_C103140WA",0.717464644700229
"CAALFM_C103150CA",1.46268920279757
"COQ4",0.738841860357238
"CAALFM_C103170CA",-0.0831405159348126
"CAALFM_C103180WA",-0.226727490915611
"ECM33",-0.0698127865149497
"ARO80",-0.693677211093957
"CDC12",0.129430827587519
"BMH1",0.405794318751246
"ARX1",-0.161708622432568
"CAALFM_C103240WA",0.21660831348579
"SPP1",0.156507544766536
"CAALFM_C103260WA",-0.60429162060395
"CAALFM_C103270WA",0.345038131396372
"CAALFM_C103280WA",-0.374891908877871
"NGG1",0.0840196884471243
"MAS1",-0.368360348352824
"CAALFM_C103310WA",-0.0273860928243846
"EHD3",-0.454756702817646
"CAALFM_C103330CA",-0.369557344907863
"SEC62",-0.45155943647846
"RLI1",-0.273473458923671
"CAALFM_C103360WA",-0.247597063954333
"CAALFM_C103370WA",-0.155709362350573
"TPS2",1.67572801550121
"EHT1",-0.484671300470458
"CAALFM_C103400WA",1.13881075962111
"CAALFM_C103410WA",0.83058367537209
"tN(GUU)3",-0.202519430645501
"CAALFM_C103430WA",0.0923221009732136
"CAALFM_C103440CA",0.290539473224638
"CAALFM_C103450CA",0.98709564456247
"CAALFM_C103460CA",-0.0561530702452455
"CAALFM_C103470CA",-0.177359877885907
"AGE1",0.696295791992862
"CAALFM_C103490WA",0.66525722536993
"YPT1",0.17532486347931
"CAALFM_C103510CA",2.00962972377893
"RPN3",0.55084491414146
"MED17",0.000958917003508591
"CAALFM_C103540CA",-0.282418613665313
"COQ6",0.545754918464202
"SUA71",-0.259843460097973
"tL(UAA)3",0.0176136305544309
"CAALFM_C103580WA",-0.0777748709812089
"CAALFM_C103600WA",0.513661436349728
"IMP1",-0.3018469217867
"CAALFM_C103620CA",0.377141124092391
"CAALFM_C103630WA",-0.670163446765215
"HFL1",-0.174739302814544
"MRPL27",-0.166623892845473
"CAALFM_C103660WA",0.0602142070873282
"DAO1",1.89917307599635
"ENG1",-0.106583121990804
"CAALFM_C103690WA",0.510916411755432
"tT(CGU)1",-0.253398085097129
"MSB1",-0.515804888622051
"CAALFM_C103720CA",2.6113144692658
"MNS1",0.770448018814011
"WAR1",-0.442699886810892
"CAALFM_C103750WA",0.373777653209784
"STR2",-0.182069632285602
"SKO1",-1.03808456028372
"HMG1",-0.113353326622614
"CAALFM_C103790CA",-0.20219612046713
"RPP1",-0.664141808255734
"ELA1",-1.53950737777777
"PDR16",-1.77453068242143
"CAALFM_C103830CA",-0.337082621855612
"CAALFM_C103840WA",-0.306208613503821
"BNI4",-0.133570098867981
"CAALFM_C103870CA",0.220875968186117
"CAALFM_C103880CA",0.0127090903358308
"CAALFM_C103890WA",-0.23273522249373
"SEN15",-0.435448346084244
"CAALFM_C103910CA",-0.264135498494259
"CAALFM_C103920CA",-0.199188615242351
"CAALFM_C103930WA",-0.456111448816866
"CAALFM_C103940WA",0.737108801939031
"CAALFM_C103950CA",0.502280922070485
"CAALFM_C103960CA",0.810237418443555
"SPC19",0.243384221050554
"CAALFM_C103990WA",0.127943741588224
"KTR4",0.0327714833796476
"CAALFM_C104010CA",0.0742234536007013
"CSH1",0.135400475409725
"CAALFM_C104030WA",-0.0610561402862104
"CAALFM_C104040CA",-0.261839414530627
"MFALPHA",0.0673859680692059
"IFI3",1.6490254482768
"BET4",0.359522832098526
"MAD2",0.365426559670588
"CAALFM_C104090CA",0.190636280236904
"POR1",0.29647503797893
"CAALFM_C104110WA",0.155747895605107
"CAALFM_C104120CA",-0.115865853589485
"ERB1",-0.379981821308408
"IFD6",0.179254773393949
"CAALFM_C104150CA",0.140498414186565
"CAALFM_C104160CA",-0.141459371686996
"HTA2",0.970453066010113
"CAALFM_C104180WA",0.839244291482304
"CAALFM_C104190CA",0.034414904434196
"CAALFM_C104200CA",0.726222925944885
"CDC3",0.191491770851119
"CAALFM_C104220CA",1.02087948496024
"CAALFM_C104230WA",0.588660945091033
"HHF1",0.657512036294008
"HHT21",0.951470057561833
"CAALFM_C104270CA",-0.715037065524036
"CAALFM_C104280CA",0.583242523309733
"ACS2",-0.123671051993208
"SSA2",0.862878049948805
"GIG1",0.745193900444906
"GPM2",3.31302142172601
"RPN4",-0.377250661997899
"CAALFM_C104340CA",-0.0851878091209737
"CAALFM_C104350CA",-1.01069276504968
"CAALFM_C104360CA",1.36791895605836
"CAALFM_C104370CA",-0.269265830268137
"SIT4",0.33967941974538
"NOP4",-0.386009766984496
"APE2",0.813582165186356
"ESS1",-0.0313420337572647
"URA6",-0.495546520287725
"CAALFM_C104430CA",0.0739903744165498
"CAALFM_C104440WA",NA
"FMA1",0.0428847670595349
"CAALFM_C104460CA",-0.0572109386129316
"CAALFM_C104470CA",0.348879256772817
"TUS1",0.94168940890345
"CAALFM_C104490WA",-0.0131091104173021
"ICL1",-0.1667625191258
"CAALFM_C104510WA",-1.28199162846484
"PHO85",0.431523108146465
"CAALFM_C104530CA",-1.01534754237494
"VPS16",0.43342290813303
"ELC1",0.586650816400003
"CAALFM_C104560WA",1.50974620986285
"CHL4",0.169977656760272
"CAALFM_C104580CA",0.476487125936099
"CAALFM_C104590WA",3.34169130860425
"CAALFM_C104600CA",-0.425744322215777
"ATP1",0.197518826416426
"CAALFM_C104620WA",-0.450454687961513
"CAALFM_C104630CA",-0.19878482064021
"CAALFM_C104640WA",2.13170148831244
"DUR3",0.406987484554387
"DUR1%2C2",0.0589391447915885
"HAT1",0.374703463943266
"PIL1",2.29608764488182
"CAALFM_C104690CA",-0.254531636863974
"CAALFM_C104700CA",0.353602436240749
"CAALFM_C104710CA",-0.625111045074315
"CAALFM_C104720WA",0.0608278788375978
"LYS21",-0.133368200790636
"LPG20",1.76538576686028
"IFE1",1.17629770291948
"SYG1",1.3334086022388
"ERG3",1.15106105756145
"CAALFM_C104780CA",0.376715755649049
"CAALFM_C104790WA",-0.171975888010467
"CAALFM_C104800CA",-0.138904569000348
"TCO89",-0.17895005506078
"CAALFM_C104820CA",0.0612010976605357
"SEC21",0.338343817694822
"CAALFM_C104840CA",-0.349800827949015
"CAALFM_C104850CA",-0.24526530967777
"CAALFM_C104860WA",0.509839015170042
"SAP7",0.246057348317338
"MRPL37",-0.145654048109325
"YBN5",-0.13560725267411
"MNN15",0.0061315387653346
"CAALFM_C104910CA",0.705347005460504
"CAALFM_C104930CA",1.35711293279613
"CAALFM_C104940CA",-0.652313544257637
"RPM2",0.728779066083841
"CAALFM_C104960CA",0.524333185842954
"CAALFM_C104970WA",-0.368235081938583
"CAALFM_C104980CA",0.541280519263688
"CAALFM_C104990CA",0.00912676805695066
"RHD1",0.426925397552583
"CAALFM_C105010CA",-0.182539898360721
"ARG2",-0.0720713176088
"PSF2",0.125513596027569
"RRP6",-0.468897453198642
"REI1",-0.394066906653239
"GPI7",0.770153544972186
"GPT1",0.0581355395313408
"TRY2",-0.300844605707795
"CAALFM_C105100WA",-0.336177550899439
"ARO4",-0.314034963023393
"CAALFM_C105120WA",-0.284428931204007
"BRG1",1.47511148647873
"CAALFM_C105150CA",1.765879030632
"CAALFM_C105160CA",5.14278932606699
"CUE5",0.66995161714234
"CAALFM_C105180CA",0.482822993123104
"CAALFM_C105190CA",0.440853569791175
"CAALFM_C105200CA",0.369555188750008
"CAALFM_C105210CA",-0.817781896948732
"CAALFM_C105220CA",-1.0991278432413
"CAALFM_C105230WA",-0.138234985443125
"RPT1",0.00864119682337416
"CAALFM_C105250WA",NA
"SDH1",-0.18626131862296
"CAALFM_C105270CA",-0.521337341672651
"CAALFM_C105280WA",0.102070617654881
"GRS1",-0.129218477016773
"PRD1",1.66283282687289
"tP(UGG)1",0.0430118501588046
"CAALFM_C105320CA",0.367522960167995
"CAALFM_C105330CA",-1.62725387973545
"ZCF2",-0.0560998990011091
"YPT53",0.0842305964436508
"CAALFM_C105360CA",-0.46290228878813
"CAALFM_C105370CA",-0.238910765846978
"CAALFM_C105380CA",-0.546992101139644
"CAALFM_C105390CA",0.0893449450282265
"CAALFM_C105400CA",-0.331458747025199
"TRP99",1.55207463248649
"CAALFM_C105420WA",0.397386695979782
"SPT20",-0.493532915844116
"CAALFM_C105440CA",0.236192756723389
"CAALFM_C105450WA",NA
"KOG1",0.0775497473543733
"MTM1",-0.898502717073154
"CAALFM_C105480CA",-0.366340466897953
"CAALFM_C105490CA",0.526741610472485
"RSM22",-1.2509821045861
"RPS27A",0.14122837763807
"CAALFM_C105520WA",1.2682665003459
"SSH1",0.0296403153747753
"CAALFM_C105540CA",0.517955807981686
"CAALFM_C105550CA",-0.00391576100541753
"RIB4",1.46955039400633
"tN(GUU)2",0.00954621297642243
"tN(GUU)1",0.608999856583571
"tT(AGU)1",-0.00824865583020973
"GSL1",-0.41235618383394
"CAALFM_C105610WA",-0.266080389950345
"STE3",-0.386688602803323
"CAALFM_C105630CA",-0.126313767098753
"FAL1",-0.426011710329926
"CAALFM_C105650WA",-0.167959011827571
"CAALFM_C105660CA",-0.156884564333286
"CAALFM_C105670WA",1.19765951781676
"RIM1",0.990716861582267
"CAALFM_C105690CA",0.0714843034085782
"AUT7",0.603779726677403
"UGA4",-0.299351469165898
"CAALFM_C105720WA",0.204104322602138
"CAALFM_C105730WA",-0.292050044518951
"CAALFM_C105740CA",-0.406508234487403
"CAALFM_C105750CA",-0.245799971271882
"PGA26",0.207039382839032
"PRC3",1.39751178700815
"CAALFM_C105780WA",-0.143480928541095
"CAALFM_C105790WA",0.300344904186436
"CAALFM_C105800CA",0.278618434270851
"GIM5",0.210789039150237
"RAD10",-0.679889426600981
"CAALFM_C105830WA",-0.216100114714751
"PRN1",-0.750693730390839
"POL32",-0.175102298552747
"PRN2",-0.188080932513825
"PRN3",-0.414333692061472
"PRN4",0.16154740560004
"CAALFM_C105890WA",-0.0459205928353524
"CAALFM_C105900WA",-0.412621363131343
"SIP5",0.0482237203402732
"CAALFM_C105920WA",-1.18585767411713
"CAALFM_C105930CA",-0.258825995938978
"PHO87",-0.115676067759863
"CAALFM_C105950CA",0.0386762504763501
"PGA45",-0.0794822267175125
"CAALFM_C105970WA",3.24827578071103
"CAALFM_C105980WA",0.185944794763221
"CAALFM_C105990CA",0.78758755048496
"CAALFM_C106000WA",-0.464303035730003
"CHS7",-0.560833555417012
"RGD1",0.157813220903223
"CAALFM_C106030CA",0.573251013078811
"RTT101",0.236348531788649
"CAALFM_C106050CA",0.295188570408122
"ACP1",0.14689836045591
"CAALFM_C106070WA",-0.100775351978509
"ARC35",1.45373974260471
"CAALFM_C106090CA",-0.574495147096889
"MSI3",0.141640139964401
"NPL4",0.523724466974554
"CAALFM_C106120CA",-0.134353691870384
"HAC1",0.435256463551152
"CAALFM_C106150WA",0.0935595972781273
"CAALFM_C106160WA",-0.220790015070344
"TLO34",0.643408045932826
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.250535336871489
"BUD16",-0.317504398002626
"CAALFM_C106220CA",-1.38141506814073
"MDM34",0.19926116379427
"CAALFM_C106250WA",0.179015761509832
"PGA50",-0.271431779363106
"CAALFM_C106270WA",0.784204713403577
"UME6",-0.251212529538569
"CAALFM_C106300WA",-0.310500359019764
"CAALFM_C106310WA",-0.393582806437502
"CAALFM_C106320WA",-0.212057217979524
"CAALFM_C106340WA",-0.38887496626856
"CAALFM_C106350WA",-0.383880798219492
"CAALFM_C106360WA",0.00741453365355177
"PBR1",0.233566642044443
"CAALFM_C106380CA",-0.605034978151891
"CAALFM_C106390WA",1.17983583226975
"CAALFM_C106400CA",-0.151802332226786
"CAALFM_C106410WA",-0.0961525700297578
"CAALFM_C106420CA",-0.331780106881882
"CAALFM_C106430CA",-0.910454735400984
"CAALFM_C106440CA",-0.999628881266134
"RPS14B",0.158977948725691
"RPS22A",0.199614775578472
"CAALFM_C106470WA",0.625863866487241
"CAALFM_C106480CA",0.19585727802337
"CAALFM_C106490CA",0.337228782253258
"CAALFM_C106500WA",0.274472476114028
"CAALFM_C106510CA",-0.195868977235749
"BPH1",1.99391601897026
"CAALFM_C106530CA",-0.208574688810853
"CAALFM_C106540CA",-0.0941952403316176
"GLT1",0.911780644829439
"CAALFM_C106560WA",0.124384514787155
"ANT1",0.0229374254115246
"RPS23A",0.317718620098688
"CAALFM_C106590CA",-0.119981353741347
"CAALFM_C106600WA",0.047559717939604
"HAK1",0.263612783163621
"CAALFM_C106620CA",-0.0114532437545988
"CAALFM_C106630WA",-0.0446699571309059
"CAALFM_C106640CA",0.429827279869881
"CAALFM_C106650WA",0.784217822015731
"CAALFM_C106660WA",0.445446065039452
"CAALFM_C106670WA",-0.469424451360401
"VPS34",0.282317853315786
"CYK3",-0.207315062714288
"CAALFM_C106700WA",-0.242294829749843
"CAALFM_C106710WA",0.172378606142868
"CAALFM_C106720CA",0.273713855959637
"RAC1",-0.125403128602716
"NOP6",-0.373796226960739
"CAALFM_C106750WA",-1.15522619582132
"CAALFM_C106760CA",-0.383670795959951
"CAALFM_C106770WA",-0.613139023005886
"NPR1",1.189754228328
"MRPL19",-0.37916001122218
"CAALFM_C106800WA",-0.362061777046416
"CAT1",-0.382573591330114
"CAALFM_C106820WA",-0.592645853857048
"CAALFM_C106830WA",0.335208878919256
"CAALFM_C106840CA",0.161243669232507
"PCL7",0.473374409566002
"CAALFM_C106860WA",0.0124081833820143
"CAALFM_C106870CA",1.38262404498165
"SPO22",0.0232411205009824
"CAALFM_C106890CA",0.117097529303235
"MMD1",2.05178727842741
"CAALFM_C106910CA",-0.419840665137566
"CAALFM_C106920CA",0.060575820474582
"PGA63",0.0309676277066907
"ATC1",0.572214957386713
"tP(AGG)1",0.0290756132973625
"SUI2",-0.224065646199426
"CAALFM_C106970CA",0.250336753501011
"CAALFM_C106980CA",-0.58279990092262
"tL(UAA)4",-0.146339320198204
"MEF2",-1.13848170398957
"CAALFM_C107010WA",-0.494632938179969
"PUT3",-0.692440509861915
"RBT4",0.493493045251485
"CAALFM_C107040CA",0.26374444648156
"CAALFM_C107050CA",-0.466064180851426
"CAALFM_C107060CA",0.501495866939792
"DHH1",-0.373510774892329
"CAALFM_C107080WA",0.483010855193927
"CAALFM_C107090CA",-0.668856036198463
"CAALFM_C107100CA",0.257083910415129
"TAF145",-0.0536763573261659
"GAP4",-1.18217373501843
"CAALFM_C107130CA",-0.878652810104092
"RIA1",-0.555741408136115
"CAALFM_C107150WA",0.0836083037827149
"CAALFM_C107160CA",4.15814517557269
"ZCF23",0.887879388266455
"CCS1",0.155346305238112
"SOG2",-0.394334073794292
"YMC1",0.0522879299873324
"CAALFM_C107210CA",-0.235865059409169
"CAALFM_C107220WA",0.196675919969995
"PHO15",2.49976200106272
"YPD1",0.0267456974005621
"ALG9",0.13498939911765
"CAALFM_C107260CA",0.0953457834401244
"SEC34",0.646463409298689
"CAALFM_C107280CA",0.162245361176344
"tL(AAG)2",0.349632003486314
"CAALFM_C107320WA",-0.206880126861519
"RME1",-0.241017927695558
"CAALFM_C107340WA",-0.370027374406022
"GPX3",1.93731626033638
"CAALFM_C107360WA",-0.191800701576028
"CPH1",-0.13177095203337
"KSP1",-0.0277214328147486
"CAALFM_C107390WA",0.485819366990257
"CAALFM_C107400CA",-0.222764786608256
"SKP1",0.846146806595129
"PEX3",0.389966410684962
"PHO100",0.302490579734331
"CAALFM_C107440WA",0.108515622728927
"CAALFM_C107450WA",1.00832006043998
"GPI8",0.154059730922957
"CAALFM_C107470CA",-0.770833811534594
"CAALFM_C107480CA",-0.816347173949283
"CAALFM_C107490CA",0.026923282822675
"LHP1",0.0807127338403452
"CAALFM_C107510WA",0.271651557334746
"IST2",0.65754064520454
"CAALFM_C107530WA",0.427979756347228
"BBC1",0.948257991100426
"SWD2",-0.441849200942345
"CAALFM_C107560WA",-0.355111669949271
"CAALFM_C107570CA",-0.418414177425144
"PRY1",-0.405145739493402
"CAALFM_C107590CA",0.51419225979534
"ATP7",0.903901526430302
"CAALFM_C107610CA",0.682322499852199
"PIR32",-0.151872596988064
"CAALFM_C107630WA",0.022691258718207
"CAALFM_C107640CA",0.135634088120426
"CAALFM_C107650WA",-0.179927833785259
"CAALFM_C107660WA",1.18761339820183
"ZCF4",-0.152859053246687
"HAP2",0.087741187663428
"CAALFM_C107690CA",-0.0287395599731442
"VRG4",-0.34364565323903
"ADE4",-0.128520402105307
"FGR6-3",0.205411079101783
"CAALFM_C107780WA",0.761162009694072
"CAALFM_C107790CA",-0.334931276633702
"MTO1",-1.28912132995479
"CAALFM_C107810CA",-0.335719519543458
"CAALFM_C107820WA",-0.0741018146889937
"CAALFM_C107830CA",0.394547528645139
"CAALFM_C107840WA",2.76051253326045
"CAALFM_C107850CA",-0.151319458149757
"CAALFM_C107860WA",-0.165807932685908
"SMI1",0.2157131179742
"GCS1",-0.353484354565115
"ADE5%2C7",0.139846631910156
"COI1",-0.318302721879854
"MRPL3",-0.511068273485915
"CAALFM_C107920WA",0.868626569738159
"ERD1",0.604552820737894
"CAALFM_C107940WA",0.377885682173075
"CAALFM_C107950CA",-0.265072723210202
"CAALFM_C107960WA",-0.631292420890452
"IRE1",0.0251413443015654
