"","condition_RS30_vs_ctl"
"SEP7",-0.216921215749367
"CAALFM_C102240WA",-0.846149174587585
"CWH8",-0.297516936104325
"AGE3",0.585601651525271
"CAALFM_C102270CA",0.655312089007124
"PSY2",-0.0994928870675467
"CAALFM_C102290CA",0.352470559916939
"CAALFM_C102300WA",0.2446260826044
"CAALFM_C102310CA",0.187392114721524
"CAALFM_C102320CA",0.671439352680673
"CAALFM_C102330CA",0.208589445093239
"tR(CCG)1",-0.51116463147572
"TIM21",-0.51010736484132
"PGA5",-0.910536988139438
"CAALFM_C102370CA",-0.360738266704564
"CAALFM_C102380CA",0.0329149034181918
"CAALFM_C102390WA",-0.27763568512388
"MNN11",-1.03541821362001
"CAALFM_C102410CA",0.687423261550441
"GSC1",-0.66032748887861
"CAALFM_C102430CA",-0.906269443195495
"CAALFM_C102440CA",0.82364886169855
"CAALFM_C102450CA",-1.25103183914301
"RPL10",-0.134134211815334
"CAALFM_C102470WA",1.11280566916798
"PMM1",0.487804369533717
"CAALFM_C102490CA",-0.280015494163516
"CAALFM_C102500WA",0.589237836256631
"CAALFM_C102510WA",0.321682527397826
"SCW4",-0.368312905734935
"DIP5",0.994907486967732
"tR(UCU)4",2.36450281581095
"PUT4",2.025256359987
"HNM4",0.949918659155151
"SNZ1",8.02728712647068
"SNO1",7.96637667362744
"IML1",0.66019630995109
"HOM6",1.26176476127109
"EXG2",-0.689263114698693
"TOM20",-0.299808665161277
"CAALFM_C102650WA",0.145564256769015
"MGM101",-0.617651900204911
"CAALFM_C102670CA",0.418665877985486
"CAALFM_C102680CA",0.986991339168323
"CAALFM_C102690CA",0.185075942233188
"CAALFM_C102700CA",4.70648290066814
"FRS2",-0.71982295115573
"CAALFM_C102720WA",0.790833285844413
"CAALFM_C102730WA",0.66325462479807
"CAALFM_C102740CA",1.1739350235998
"CAALFM_C102750CA",-0.524381961524183
"CAALFM_C102760WA",0.410149726670341
"CAALFM_C102770WA",0.0350892886605787
"CAALFM_C102780WA",3.74531303767161
"TIF34",-0.651299802139142
"CAALFM_C102800WA",0.483474698738483
"RAD16",-0.949681369802166
"LYS2",3.9340309895238
"CAALFM_C102830WA",0.167087196855206
"PDE2",-0.997585331102788
"CAALFM_C102850WA",-0.97461251084541
"YKT6",0.904885493575613
"YPT7",0.467792562234053
"MIA40",-0.918640825772609
"CAALFM_C102890CA",-0.000893680764160145
"CAALFM_C102900CA",-0.846251798987092
"CAALFM_C102910CA",1.42818992018138
"CDC73",0.209105273611674
"MST1",-0.88276877485833
"CAALFM_C102940CA",0.166896456249878
"CAALFM_C102950WA",0.604910494339443
"CAALFM_C102960CA",-0.520960381395355
"CAALFM_C102970WA",2.33563759827853
"GOR1",5.72076068834554
"XOG1",0.246003819181745
"HOL1",0.963243867889668
"RPP1A",-0.185041860969083
"RPL13",-0.418537416202439
"RPS16A",-0.214783043358409
"CAALFM_C103040WA",-0.31860998212343
"CAALFM_C103050WA",-0.198502247400637
"TSR2",-1.21568344192947
"ORC1",-0.3536338697585
"TEM1",0.318491271609682
"RPS1",-0.0677516546030999
"CAALFM_C103100WA",1.90589859561826
"RPL6",-0.286929630707972
"CAALFM_C103120WA",0.170026611315909
"GGA2",1.23763611650626
"CAALFM_C103140WA",1.89614068060275
"CAALFM_C103150CA",4.19320921387395
"COQ4",0.892713789006546
"CAALFM_C103170CA",0.939033965513879
"CAALFM_C103180WA",0.155406408239656
"ECM33",-0.490525052829072
"ARO80",-0.351175050359803
"CDC12",-0.0466270762273748
"BMH1",0.557136159525873
"ARX1",-1.60862822171974
"CAALFM_C103240WA",0.513702657225097
"SPP1",-0.0118511882698757
"CAALFM_C103260WA",-0.717175553293962
"CAALFM_C103270WA",1.61422020341508
"CAALFM_C103280WA",-0.707990740413246
"NGG1",-0.191124753702494
"MAS1",-0.676796550670343
"CAALFM_C103310WA",-0.561101024161722
"EHD3",0.523195450986244
"CAALFM_C103330CA",0.338993277816525
"SEC62",-0.632931727440505
"RLI1",-0.8071394610379
"CAALFM_C103360WA",-0.434365405025464
"CAALFM_C103370WA",-0.822935340998931
"TPS2",2.64465429571808
"EHT1",-2.11078063345841
"CAALFM_C103400WA",1.00051249596663
"CAALFM_C103410WA",-0.159041733197081
"tN(GUU)3",0.0407905718034121
"CAALFM_C103430WA",0.745966451748656
"CAALFM_C103440CA",0.119888114065464
"CAALFM_C103450CA",1.65262835630018
"CAALFM_C103460CA",-0.633636585224708
"CAALFM_C103470CA",-0.0780773564978958
"AGE1",1.06252990413509
"CAALFM_C103490WA",2.48556858189645
"YPT1",0.108008563166233
"CAALFM_C103510CA",2.02215327948158
"RPN3",0.348933253733862
"MED17",-0.356056488729606
"CAALFM_C103540CA",-0.235187210773696
"COQ6",0.660527037595538
"SUA71",-1.02334097251939
"tL(UAA)3",-0.0206738325229549
"CAALFM_C103580WA",-0.643878000863265
"CAALFM_C103600WA",0.859715977987381
"IMP1",-0.680928532259676
"CAALFM_C103620CA",0.210471850876148
"CAALFM_C103630WA",-0.667600134599405
"HFL1",-0.624308564523546
"MRPL27",-0.60114898444951
"CAALFM_C103660WA",1.35140309240047
"DAO1",4.23935215520677
"ENG1",0.0598696661290544
"CAALFM_C103690WA",0.417641789512686
"tT(CGU)1",-0.464061099612443
"MSB1",-0.995134439445901
"CAALFM_C103720CA",3.4120429519127
"MNS1",1.45603538665694
"WAR1",-0.886805649051219
"CAALFM_C103750WA",0.601505195839979
"STR2",0.316776265298426
"SKO1",-0.467274069183162
"HMG1",-0.502221937295239
"CAALFM_C103790CA",-1.2877988219558
"RPP1",-1.55916358449295
"ELA1",-1.10419132389003
"PDR16",-2.93649613069561
"CAALFM_C103830CA",-1.24166084322007
"CAALFM_C103840WA",-0.685518319915812
"BNI4",-0.288967239996694
"CAALFM_C103870CA",-0.337306953935218
"CAALFM_C103880CA",-0.0659579167236456
"CAALFM_C103890WA",-1.16879068492088
"SEN15",-0.456169724823205
"CAALFM_C103910CA",-0.130653474276411
"CAALFM_C103920CA",0.18823249321588
"CAALFM_C103930WA",-0.209417137867654
"CAALFM_C103940WA",0.95220652803867
"CAALFM_C103950CA",0.434363155788853
"CAALFM_C103960CA",0.891598094503576
"SPC19",-0.0201739024353488
"CAALFM_C103990WA",-0.0858534466914958
"KTR4",0.13072262103491
"CAALFM_C104010CA",0.852689625791602
"CSH1",2.56646598018435
"CAALFM_C104030WA",0.317553686218173
"CAALFM_C104040CA",-1.45701279183468
"MFALPHA",0.181043274793157
"IFI3",2.39365247618846
"BET4",0.683077077686805
"MAD2",0.446468232467202
"CAALFM_C104090CA",-0.153991582907707
"POR1",1.46968483039388
"CAALFM_C104110WA",0.349626201501306
"CAALFM_C104120CA",-0.304659017781697
"ERB1",-1.49114483277407
"IFD6",1.99569772072841
"CAALFM_C104150CA",0.569295830170244
"CAALFM_C104160CA",-0.194586734501528
"HTA2",0.33154146425031
"CAALFM_C104180WA",0.143656976528513
"CAALFM_C104190CA",0.190247811827777
"CAALFM_C104200CA",0.87057723009536
"CDC3",0.0199673259573593
"CAALFM_C104220CA",0.268627857503069
"CAALFM_C104230WA",0.584951096444129
"HHF1",0.285451738049275
"HHT21",0.299955626603954
"CAALFM_C104270CA",-0.927545466979685
"CAALFM_C104280CA",0.293673763554703
"ACS2",0.91415640726012
"SSA2",0.676916234450778
"GIG1",0.687551510437259
"GPM2",3.77155615205057
"RPN4",-0.792725042299577
"CAALFM_C104340CA",0.0351333238788812
"CAALFM_C104350CA",-0.698949248651716
"CAALFM_C104360CA",1.59438931570227
"CAALFM_C104370CA",-0.860988069125994
"SIT4",-0.0147367126999001
"NOP4",-1.63968277304221
"APE2",0.594506145551008
"ESS1",-0.0976020725044696
"URA6",-0.689635809304214
"CAALFM_C104430CA",0.960628805328151
"CAALFM_C104440WA",NA
"FMA1",-4.41521498419996
"CAALFM_C104460CA",-0.0795692193739044
"CAALFM_C104470CA",0.206266495544963
"TUS1",1.5171789856408
"CAALFM_C104490WA",-0.53577680729668
"ICL1",-0.198633163733172
"CAALFM_C104510WA",-1.53243051887441
"PHO85",0.752985421426399
"CAALFM_C104530CA",-1.01485472192455
"VPS16",0.588061582731656
"ELC1",0.626585631769219
"CAALFM_C104560WA",2.96108887174501
"CHL4",-0.408086867800703
"CAALFM_C104580CA",0.631837002403508
"CAALFM_C104590WA",2.56101261082476
"CAALFM_C104600CA",-0.9078114389864
"ATP1",-0.177020975927228
"CAALFM_C104620WA",-0.333085047507077
"CAALFM_C104630CA",-0.205296914740915
"CAALFM_C104640WA",3.56015729155863
"DUR3",5.21494803604441
"DUR1%2C2",2.39936771386565
"HAT1",0.0674032967619203
"PIL1",4.17970713562921
"CAALFM_C104690CA",-0.258035041775457
"CAALFM_C104700CA",1.82062915990088
"CAALFM_C104710CA",-1.19822790695731
"CAALFM_C104720WA",-0.594653625392805
"LYS21",-0.300033778175352
"LPG20",4.1562351973578
"IFE1",1.90716165192984
"SYG1",0.31957629086992
"ERG3",0.414832231182497
"CAALFM_C104780CA",0.192256269659234
"CAALFM_C104790WA",-0.592977724788207
"CAALFM_C104800CA",1.02996594080659
"TCO89",0.151663257335582
"CAALFM_C104820CA",-0.387483727343512
"SEC21",0.317570907525515
"CAALFM_C104840CA",-0.671798680532516
"CAALFM_C104850CA",-0.55339003927876
"CAALFM_C104860WA",0.720391919086129
"SAP7",-0.393709888624331
"MRPL37",-0.552781236545293
"YBN5",-0.740361699222085
"MNN15",0.723401813104657
"CAALFM_C104910CA",1.36755460499503
"CAALFM_C104930CA",3.43336099468343
"CAALFM_C104940CA",-0.210250887752153
"RPM2",0.194558363343569
"CAALFM_C104960CA",0.701568784198052
"CAALFM_C104970WA",-0.750393962042178
"CAALFM_C104980CA",0.178418422114526
"CAALFM_C104990CA",0.101629481777273
"RHD1",-0.0712452067246299
"CAALFM_C105010CA",1.15170947459514
"ARG2",0.806456089545323
"PSF2",0.352730916495759
"RRP6",-1.48092462100693
"REI1",-1.41690987767046
"GPI7",0.74333656236071
"GPT1",1.91155799629556
"TRY2",-0.504049119509329
"CAALFM_C105100WA",-0.851427123373758
"ARO4",-0.856839061804747
"CAALFM_C105120WA",0.349920443451103
"BRG1",1.47423478956076
"CAALFM_C105150CA",3.35636116523031
"CAALFM_C105160CA",3.93200997208203
"CUE5",2.05643885032515
"CAALFM_C105180CA",0.273091012510804
"CAALFM_C105190CA",0.286972563192493
"CAALFM_C105200CA",0.315708101304688
"CAALFM_C105210CA",-1.35698194692951
"CAALFM_C105220CA",-1.31584406114182
"CAALFM_C105230WA",-1.07747679827501
"RPT1",-0.00485032337911572
"CAALFM_C105250WA",NA
"SDH1",-0.0596624801015745
"CAALFM_C105270CA",-0.766648818454531
"CAALFM_C105280WA",0.308876471905078
"GRS1",-0.556029486306821
"PRD1",4.8790702050541
"tP(UGG)1",0.55230700700151
"CAALFM_C105320CA",0.247896523762752
"CAALFM_C105330CA",-1.15400211069825
"ZCF2",-1.02678860299283
"YPT53",0.134807081172373
"CAALFM_C105360CA",-1.03697364178552
"CAALFM_C105370CA",-0.0350467936412083
"CAALFM_C105380CA",-1.16795445500095
"CAALFM_C105390CA",-0.0326763813898447
"CAALFM_C105400CA",-0.730362295992622
"TRP99",3.14396140846798
"CAALFM_C105420WA",0.00155762320237624
"SPT20",-0.618126843855898
"CAALFM_C105440CA",2.33382928933947
"CAALFM_C105450WA",NA
"KOG1",0.0757820476002021
"MTM1",-1.63236059146305
"CAALFM_C105480CA",-0.147129033567762
"CAALFM_C105490CA",0.47261548817564
"RSM22",-2.14825354638369
"RPS27A",0.943132828907263
"CAALFM_C105520WA",0.970049402582734
"SSH1",0.275162331377907
"CAALFM_C105540CA",1.45051484017193
"CAALFM_C105550CA",-0.187795750357201
"RIB4",3.42650227123155
"tN(GUU)2",-0.0338933536704644
"tN(GUU)1",0.597689108366465
"tT(AGU)1",-0.031464617351756
"GSL1",0.406506410944342
"CAALFM_C105610WA",-0.345063501483305
"STE3",-0.498200828044009
"CAALFM_C105630CA",-1.30773056689406
"FAL1",-1.26194954354487
"CAALFM_C105650WA",-1.12574883660226
"CAALFM_C105660CA",-0.510634556096324
"CAALFM_C105670WA",2.05426234107888
"RIM1",1.40319981722395
"CAALFM_C105690CA",1.02459124589009
"AUT7",2.82577175929508
"UGA4",1.29861614459969
"CAALFM_C105720WA",-0.407776675866702
"CAALFM_C105730WA",-0.625324575183965
"CAALFM_C105740CA",-1.07762903675666
"CAALFM_C105750CA",-0.272494120592773
"PGA26",1.95876956018046
"PRC3",3.24155841862746
"CAALFM_C105780WA",-0.61672607562261
"CAALFM_C105790WA",0.00663577005575345
"CAALFM_C105800CA",0.291984931936304
"GIM5",-0.164482214090895
"RAD10",0.41495453001027
"CAALFM_C105830WA",6.38354644282003
"PRN1",-1.12650542206164
"POL32",-0.416510704265753
"PRN2",0.274801114555637
"PRN3",-0.287050240578378
"PRN4",-0.554171743419242
"CAALFM_C105890WA",1.90289689900858
"CAALFM_C105900WA",-0.767560770712715
"SIP5",1.09954461244314
"CAALFM_C105920WA",-1.67563581992339
"CAALFM_C105930CA",-0.0509348620808633
"PHO87",-2.57594981401457
"CAALFM_C105950CA",1.70166185434984
"PGA45",1.78206541641143
"CAALFM_C105970WA",0.532701558050055
"CAALFM_C105980WA",0.377443587133532
"CAALFM_C105990CA",4.26779964312531
"CAALFM_C106000WA",-0.125249380269988
"CHS7",-0.276256909942598
"RGD1",0.109217763957674
"CAALFM_C106030CA",0.419511782474212
"RTT101",0.423168270179395
"CAALFM_C106050CA",-0.0351171501119914
"ACP1",-0.504661291139507
"CAALFM_C106070WA",-0.452924264194899
"ARC35",1.82336407770655
"CAALFM_C106090CA",-1.04868347952257
"MSI3",-0.453149752759312
"NPL4",0.60676342619496
"CAALFM_C106120CA",0.0340440473383249
"HAC1",0.195625567327903
"CAALFM_C106150WA",1.19015847455718
"CAALFM_C106160WA",0.735483795459201
"TLO34",2.02263922583287
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.202202670344867
"BUD16",-0.206691909649489
"CAALFM_C106220CA",-0.905581144095253
"MDM34",-0.727453328444166
"CAALFM_C106250WA",-0.459128356255497
"PGA50",-0.296516486695608
"CAALFM_C106270WA",0.855275963681278
"UME6",1.13640378372703
"CAALFM_C106300WA",-0.649589063125683
"CAALFM_C106310WA",-1.03817516970069
"CAALFM_C106320WA",-0.271087347086516
"CAALFM_C106340WA",2.656507846404
"CAALFM_C106350WA",-1.01807690926224
"CAALFM_C106360WA",-0.108403981769648
"PBR1",-2.30160298781542
"CAALFM_C106380CA",-0.753251921731612
"CAALFM_C106390WA",1.22738748033276
"CAALFM_C106400CA",-0.262245486581973
"CAALFM_C106410WA",0.331899918246016
"CAALFM_C106420CA",-0.202425720897347
"CAALFM_C106430CA",-0.406906519374152
"CAALFM_C106440CA",-1.08955712734165
"RPS14B",-0.153738586168568
"RPS22A",-0.0588720598289396
"CAALFM_C106470WA",0.282820123819229
"CAALFM_C106480CA",0.214049006370498
"CAALFM_C106490CA",-0.0816337099915164
"CAALFM_C106500WA",0.814776202285387
"CAALFM_C106510CA",-0.704035855593816
"BPH1",4.41409220976993
"CAALFM_C106530CA",-0.161698004059113
"CAALFM_C106540CA",-0.674804981039989
"GLT1",4.90344058946004
"CAALFM_C106560WA",0.182156956011036
"ANT1",0.347723109751974
"RPS23A",0.0432380571469622
"CAALFM_C106590CA",-0.517784391698981
"CAALFM_C106600WA",-0.0305873757037216
"HAK1",-0.159624046416078
"CAALFM_C106620CA",-1.15045229158328
"CAALFM_C106630WA",-0.786060907151875
"CAALFM_C106640CA",0.1812305966902
"CAALFM_C106650WA",1.1725641814215
"CAALFM_C106660WA",1.83582579946649
"CAALFM_C106670WA",-0.333708797802332
"VPS34",1.01201267130272
"CYK3",0.0417946931815416
"CAALFM_C106700WA",-0.0257564916985082
"CAALFM_C106710WA",0.0759428042292994
"CAALFM_C106720CA",1.30096923955168
"RAC1",-0.303555558036672
"NOP6",-1.25656743149368
"CAALFM_C106750WA",-0.375141757454171
"CAALFM_C106760CA",-1.39512695950001
"CAALFM_C106770WA",-0.814717943784922
"NPR1",2.57334454802359
"MRPL19",-0.814892245700133
"CAALFM_C106800WA",-0.780240201243369
"CAT1",-0.220292004520367
"CAALFM_C106820WA",-1.17229287340658
"CAALFM_C106830WA",-0.0529670258649801
"CAALFM_C106840CA",0.402704279581772
"PCL7",1.1483153841993
"CAALFM_C106860WA",0.189829272355969
"CAALFM_C106870CA",-0.0134123819488761
"SPO22",0.0470840631678396
"CAALFM_C106890CA",-0.366350895654672
"MMD1",3.66954750375853
"CAALFM_C106910CA",-0.490069150242503
"CAALFM_C106920CA",0.433856952017958
"PGA63",-0.172978713294561
"ATC1",2.93522395063765
"tP(AGG)1",0.328781120155715
"SUI2",-1.0517209910885
"CAALFM_C106970CA",-0.113364019391215
"CAALFM_C106980CA",-2.45515590011084
"tL(UAA)4",-0.610334616923106
"MEF2",-1.73548665151885
"CAALFM_C107010WA",-1.34238159886917
"PUT3",-0.587930583167204
"RBT4",0.595634876284798
"CAALFM_C107040CA",0.621158649413741
"CAALFM_C107050CA",-0.438499823017425
"CAALFM_C107060CA",0.480967741530676
"DHH1",-0.66105297543208
"CAALFM_C107080WA",3.1157568774989
"CAALFM_C107090CA",-1.02407071179
"CAALFM_C107100CA",1.4033558381431
"TAF145",-0.108060181787721
"GAP4",-0.361999962185039
"CAALFM_C107130CA",-1.23638613670369
"RIA1",-0.989568360313717
"CAALFM_C107150WA",-0.823942760811645
"CAALFM_C107160CA",4.30847131117299
"ZCF23",0.13826651203641
"CCS1",0.884149902437683
"SOG2",-0.861333028477274
"YMC1",-0.274087033094003
"CAALFM_C107210CA",-0.406399160585095
"CAALFM_C107220WA",-0.150565970866447
"PHO15",4.17816329356776
"YPD1",0.108526627926175
"ALG9",0.310182204151451
"CAALFM_C107260CA",0.255117257998277
"SEC34",0.392872961973755
"CAALFM_C107280CA",-0.0663537933083265
"tL(AAG)2",0.965103380339584
"CAALFM_C107320WA",-0.351176769359188
"RME1",0.259687240858829
"CAALFM_C107340WA",-0.644504021917468
"GPX3",1.74254391922119
"CAALFM_C107360WA",-0.987819272617489
"CPH1",-0.506855833986166
"KSP1",-0.845485786799804
"CAALFM_C107390WA",0.332257810230418
"CAALFM_C107400CA",-0.306220536869945
"SKP1",0.877449261241127
"PEX3",0.813184694893383
"PHO100",1.27253603398053
"CAALFM_C107440WA",0.420583370046199
"CAALFM_C107450WA",1.26700285800033
"GPI8",-0.464291062324063
"CAALFM_C107470CA",-0.779871071822653
"CAALFM_C107480CA",-0.757965853829784
"CAALFM_C107490CA",-0.805185274375155
"LHP1",-0.924530503592199
"CAALFM_C107510WA",-0.0338271043078459
"IST2",1.58574210287146
"CAALFM_C107530WA",0.596897271814713
"BBC1",1.97857196975716
"SWD2",-0.417946121577176
"CAALFM_C107560WA",-0.41575826660451
"CAALFM_C107570CA",-0.373025661929688
"PRY1",-0.112291582119633
"CAALFM_C107590CA",0.622908768847629
"ATP7",0.643114859683867
"CAALFM_C107610CA",1.22463213325193
"PIR32",-0.0594087901141021
"CAALFM_C107630WA",-0.439254353456503
"CAALFM_C107640CA",1.22645671819412
"CAALFM_C107650WA",0.987085885859877
"CAALFM_C107660WA",0.216525422522297
"ZCF4",0.597775500993704
"HAP2",0.359052503556341
"CAALFM_C107690CA",-0.158929177709166
"VRG4",-0.526334583519379
"ADE4",0.271703107100425
"FGR6-3",-0.248076569307657
"CAALFM_C107780WA",0.828711563177391
"CAALFM_C107790CA",-1.58615975098366
"MTO1",-2.4185741353749
"CAALFM_C107810CA",-0.485008395755139
"CAALFM_C107820WA",0.452318763683877
"CAALFM_C107830CA",0.667030691080525
"CAALFM_C107840WA",3.77833661090927
"CAALFM_C107850CA",-0.376886447784382
"CAALFM_C107860WA",-0.456986347518603
"SMI1",0.371094136691375
"GCS1",-0.97310379931674
"ADE5%2C7",1.14179883182042
"COI1",-1.02832389885928
"MRPL3",-1.09098298352089
"CAALFM_C107920WA",0.835214206571736
"ERD1",1.16738408518676
"CAALFM_C107940WA",0.0257647034877331
"CAALFM_C107950CA",-1.33634946544947
"CAALFM_C107960WA",-1.57783448448687
"IRE1",0.207416110390492
"CAALFM_C107980CA",0.265785533431117
