"","condition_SS30_vs_ctl"
"CAALFM_C101840CA",3.83672856803248
"CAALFM_C101850CA",0.179049769654552
"CAALFM_C101860WA",-1.42335176162022
"CYS4",-0.675921060763816
"PTR3",-0.185741084510896
"CAALFM_C101890CA",0.584639477111919
"CAALFM_C101900CA",-0.304538863709749
"CAALFM_C101910WA",-0.458901619947243
"ROA1",0.719630228199038
"CAALFM_C101930WA",-0.0116639598610733
"CAALFM_C101940CA",0.00287077676708127
"CAALFM_C101950CA",1.01323979856605
"CAALFM_C101970WA",-0.397521417532152
"HGT1",7.74401722349292
"HSP30",1.36929018067081
"CAALFM_C102000WA",0.249077087333729
"ZCF24",2.43369632930621
"CAALFM_C102020WA",1.49858813362834
"CAALFM_C102030CA",0.155616638643974
"CAALFM_C102040CA",3.82877724172968
"PHO91",0.216359736301256
"CAALFM_C102060WA",3.82139110123977
"HSP31",1.97136150383331
"SET6",-1.10885683999496
"CAALFM_C102090CA",-0.791744374173826
"CAALFM_C102100WA",-0.0506243266569096
"HGT2",10.6059895091611
"SHA3",4.75578349331143
"GAL1",6.58036773062125
"GAL10",8.00888126274967
"CAALFM_C102160WA",0.613893103256663
"GAL102",2.89026581624058
"GAL7",4.30574061572624
"ABP140",-1.24411396232848
"CAALFM_C102200CA",1.58890933779192
"CAALFM_C102210WA",1.08770440165182
"CAALFM_C102220CA",0.288949336462985
"SEP7",-0.393262657984046
"CAALFM_C102240WA",-0.433241872700732
"CWH8",-0.225484038494519
"AGE3",0.252321740081892
"CAALFM_C102270CA",10.611968080725
"PSY2",-0.286200619706434
"CAALFM_C102290CA",0.580851122783223
"CAALFM_C102300WA",0.0738258999539408
"CAALFM_C102310CA",-0.0211409109462915
"CAALFM_C102320CA",2.66589505896076
"CAALFM_C102330CA",0.0605522835034695
"tR(CCG)1",-0.348811843247857
"TIM21",0.400077828926084
"PGA5",-0.638593190823724
"CAALFM_C102370CA",-0.548097634697916
"CAALFM_C102380CA",-0.445600578190582
"CAALFM_C102390WA",-0.845480901392535
"MNN11",-1.23979675947469
"CAALFM_C102410CA",-0.0854015490468183
"GSC1",-0.66381140456648
"CAALFM_C102430CA",-0.925280069654654
"CAALFM_C102440CA",0.725012894533952
"CAALFM_C102450CA",-1.31732477099415
"RPL10",-0.218764295789461
"CAALFM_C102470WA",1.00433462792464
"PMM1",-0.583500795866632
"CAALFM_C102490CA",0.356023948399516
"CAALFM_C102500WA",0.980845822763521
"CAALFM_C102510WA",0.590092093073792
"SCW4",6.54933642869025
"DIP5",3.39497861004787
"tR(UCU)4",0.724306500345538
"PUT4",0.802290873211671
"HNM4",-0.0230770302713346
"SNZ1",5.89352253824879
"SNO1",6.53519395900371
"IML1",0.353910716999725
"HOM6",0.274712970632353
"EXG2",-2.01658856227708
"TOM20",-0.559939147958396
"CAALFM_C102650WA",0.491731625464443
"MGM101",-0.628263146958228
"CAALFM_C102670CA",0.239098790959389
"CAALFM_C102680CA",0.486746443737499
"CAALFM_C102690CA",0.0992842205505586
"CAALFM_C102700CA",4.67841869492656
"FRS2",-0.537711674541093
"CAALFM_C102720WA",0.479320049261412
"CAALFM_C102730WA",0.54743848513638
"CAALFM_C102740CA",0.696613137737008
"CAALFM_C102750CA",-0.641684467995145
"CAALFM_C102760WA",0.0996296068863208
"CAALFM_C102770WA",-0.435772436597518
"CAALFM_C102780WA",2.01732299260676
"TIF34",-0.715815328831542
"CAALFM_C102800WA",0.716058005471681
"RAD16",-0.812495275616611
"LYS2",3.85749998842015
"CAALFM_C102830WA",0.150257258995893
"PDE2",-0.33996076899291
"CAALFM_C102850WA",-0.468254485182628
"YKT6",0.58005762447327
"YPT7",-0.70909299096112
"MIA40",-0.0662532623875445
"CAALFM_C102890CA",1.77071226936301
"CAALFM_C102900CA",-0.704806504524698
"CAALFM_C102910CA",1.12110433362254
"CDC73",0.141965046873628
"MST1",-0.418859460263879
"CAALFM_C102940CA",-0.0990651119297408
"CAALFM_C102950WA",0.122373611271745
"CAALFM_C102960CA",-0.624636491267648
"CAALFM_C102970WA",0.611654617725423
"GOR1",4.93818239683396
"XOG1",-0.211587653244683
"HOL1",0.569957830134123
"RPP1A",-0.344886362116695
"RPL13",-0.405248290571691
"RPS16A",-0.365349231173146
"CAALFM_C103040WA",-0.551879106933767
"CAALFM_C103050WA",-0.235691930722062
"TSR2",-1.04727368355641
"ORC1",-0.19275602275083
"TEM1",0.175247402143371
"RPS1",-0.0755213697217518
"CAALFM_C103100WA",0.784585165330419
"RPL6",-0.337846205022792
"CAALFM_C103120WA",0.732233085319291
"GGA2",1.51016678873886
"CAALFM_C103140WA",2.67011660076061
"CAALFM_C103150CA",3.21756370411678
"COQ4",1.06187536202957
"CAALFM_C103170CA",1.08644788889431
"CAALFM_C103180WA",-0.341483017061829
"ECM33",-0.588011755542347
"ARO80",-0.489303612020463
"CDC12",-0.258693682204148
"BMH1",0.269256633836834
"ARX1",-1.25875202669432
"CAALFM_C103240WA",-1.03300499466619
"SPP1",-0.200000632089262
"CAALFM_C103260WA",-1.24550510320814
"CAALFM_C103270WA",1.74984520960775
"CAALFM_C103280WA",-0.43748742524915
"NGG1",-0.216240522027128
"MAS1",-0.591592142658863
"CAALFM_C103310WA",-0.519946420775085
"EHD3",7.21468610627154
"CAALFM_C103330CA",0.55651447168307
"SEC62",-0.556599465061443
"RLI1",-1.0004980437702
"CAALFM_C103360WA",-0.243810497146361
"CAALFM_C103370WA",-0.755303540930129
"TPS2",2.2131169670919
"EHT1",-2.6436101512334
"CAALFM_C103400WA",0.0555808237670207
"CAALFM_C103410WA",-0.755958632209177
"tN(GUU)3",-0.274262209532771
"CAALFM_C103430WA",-0.0633691201743175
"CAALFM_C103440CA",0.178439213076164
"CAALFM_C103450CA",1.89407395349835
"CAALFM_C103460CA",-0.771260734322247
"CAALFM_C103470CA",-0.489380503376948
"AGE1",1.23200711302975
"CAALFM_C103490WA",3.01600049870585
"YPT1",-0.169639904213431
"CAALFM_C103510CA",0.868471640483672
"RPN3",0.807059894448602
"MED17",-0.559556905054793
"CAALFM_C103540CA",-0.538164100404727
"COQ6",-0.293260791968823
"SUA71",-1.18985159797016
"tL(UAA)3",0.0703198940045699
"CAALFM_C103580WA",-0.31072612475394
"CAALFM_C103600WA",0.664599090329476
"IMP1",-0.702246386774048
"CAALFM_C103620CA",-0.171112744810974
"CAALFM_C103630WA",-0.541449508515173
"HFL1",-1.14584187510204
"MRPL27",-0.438210861483601
"CAALFM_C103660WA",0.654618094634938
"DAO1",5.51712330074226
"ENG1",0.327478558170112
"CAALFM_C103690WA",0.319103623137958
"tT(CGU)1",-1.3303196696398
"MSB1",-0.789355609378818
"CAALFM_C103720CA",4.21387345577993
"MNS1",1.41387593960513
"WAR1",0.546878560398133
"CAALFM_C103750WA",-1.61596940098891
"STR2",-0.0442752468440741
"SKO1",-1.51834501330623
"HMG1",-0.394169774102544
"CAALFM_C103790CA",-1.00975268731108
"RPP1",-1.04646150761103
"ELA1",-1.30032484249193
"PDR16",-2.78452789440851
"CAALFM_C103830CA",-1.16412632617895
"CAALFM_C103840WA",-1.46399758452913
"BNI4",0.0558061705463678
"CAALFM_C103870CA",0.480652483782639
"CAALFM_C103880CA",-0.199907166773267
"CAALFM_C103890WA",-1.98196966192872
"SEN15",-0.560660980559737
"CAALFM_C103910CA",-0.35951709416096
"CAALFM_C103920CA",0.23793735221758
"CAALFM_C103930WA",0.0809716152361264
"CAALFM_C103940WA",0.923016964396458
"CAALFM_C103950CA",0.617515315896153
"CAALFM_C103960CA",0.673131371242164
"SPC19",-0.0222846980290471
"CAALFM_C103990WA",-0.00450393434860445
"KTR4",-0.294415316181503
"CAALFM_C104010CA",1.52756715306275
"CSH1",3.17123970551077
"CAALFM_C104030WA",0.602944584787132
"CAALFM_C104040CA",-1.09082317479779
"MFALPHA",-0.0750626068057575
"IFI3",3.54079453141204
"BET4",0.0103087263024388
"MAD2",-0.194418138674972
"CAALFM_C104090CA",-0.111643567418868
"POR1",2.57903960378361
"CAALFM_C104110WA",0.157909713672277
"CAALFM_C104120CA",-0.362562039521203
"ERB1",-1.13215305957482
"IFD6",1.6760853520633
"CAALFM_C104150CA",-0.851182830424098
"CAALFM_C104160CA",-0.208293667222963
"HTA2",-0.52602867288259
"CAALFM_C104180WA",-0.643372409442411
"CAALFM_C104190CA",0.1013414444617
"CAALFM_C104200CA",0.913512579594122
"CDC3",-0.347878728637539
"CAALFM_C104220CA",-0.093051020838843
"CAALFM_C104230WA",0.492792671215664
"HHF1",-0.523816783683027
"HHT21",-0.574041705685028
"CAALFM_C104270CA",-1.29096933197618
"CAALFM_C104280CA",-0.392758136647559
"ACS2",0.876207702917487
"SSA2",-0.218099826150703
"GIG1",0.293870263000659
"GPM2",1.45144148137769
"RPN4",0.151460455528209
"CAALFM_C104340CA",-0.722598367364478
"CAALFM_C104350CA",1.40865364199135
"CAALFM_C104360CA",2.49764435713128
"CAALFM_C104370CA",-0.338934424283474
"SIT4",0.356609444504707
"NOP4",-1.26362152329361
"APE2",2.00375399910434
"ESS1",-0.150381349313731
"URA6",-0.581230856139102
"CAALFM_C104430CA",1.66291721001076
"CAALFM_C104440WA",NA
"FMA1",-0.389791000277676
"CAALFM_C104460CA",6.14294852858118
"CAALFM_C104470CA",0.0665783344796542
"TUS1",1.45040942558588
"CAALFM_C104490WA",-1.06471707043425
"ICL1",6.27917983162617
"CAALFM_C104510WA",-1.76707313035998
"PHO85",0.41850389028852
"CAALFM_C104530CA",-0.971135106325875
"VPS16",0.591203257496638
"ELC1",-0.0830147677744972
"CAALFM_C104560WA",2.63538197208747
"CHL4",-0.676394241029083
"CAALFM_C104580CA",0.139663369534599
"CAALFM_C104590WA",2.43101321795451
"CAALFM_C104600CA",-0.629802843957648
"ATP1",0.489679341931219
"CAALFM_C104620WA",-0.342936306694766
"CAALFM_C104630CA",-0.409963500776815
"CAALFM_C104640WA",4.44100602383594
"DUR3",1.20571969849479
"DUR1%2C2",0.636313819554646
"HAT1",-0.312358226816216
"PIL1",3.33413465827348
"CAALFM_C104690CA",-0.39806583900295
"CAALFM_C104700CA",1.9995412726936
"CAALFM_C104710CA",-1.16322035307749
"CAALFM_C104720WA",-0.390100256347098
"LYS21",-1.04790873549718
"LPG20",2.98907076506588
"IFE1",1.47272837876748
"SYG1",-0.455663714999784
"ERG3",-0.328684087084938
"CAALFM_C104780CA",0.55953865161387
"CAALFM_C104790WA",-0.496077447323816
"CAALFM_C104800CA",1.74031259258908
"TCO89",0.856773647703507
"CAALFM_C104820CA",-0.273309896561972
"SEC21",0.332352674187215
"CAALFM_C104840CA",-1.14216992783218
"CAALFM_C104850CA",-1.09663218296814
"CAALFM_C104860WA",0.879006130148224
"SAP7",-1.97581484727735
"MRPL37",-0.339758262958551
"YBN5",-0.841633759264982
"MNN15",-0.0776096463962582
"CAALFM_C104910CA",1.5657378650309
"CAALFM_C104930CA",3.47614492155729
"CAALFM_C104940CA",-1.29113547638061
"RPM2",0.741425846873386
"CAALFM_C104960CA",0.471889741850897
"CAALFM_C104970WA",-0.0282933614046077
"CAALFM_C104980CA",0.334765292082513
"CAALFM_C104990CA",-0.38879747680982
"RHD1",-1.60169421835186
"CAALFM_C105010CA",0.805495717883827
"ARG2",0.39745905375784
"PSF2",-0.543231038387058
"RRP6",-1.14973373750169
"REI1",-1.05149732776905
"GPI7",1.29816653033506
"GPT1",1.21601408077572
"TRY2",-0.257474281440399
"CAALFM_C105100WA",-1.35556238291204
"ARO4",-0.809609060922952
"CAALFM_C105120WA",-0.532823123044871
"BRG1",2.59556540820816
"CAALFM_C105150CA",1.80713847696821
"CAALFM_C105160CA",10.270818571954
"CUE5",2.45677530569901
"CAALFM_C105180CA",0.649749298138941
"CAALFM_C105190CA",0.0833018452323073
"CAALFM_C105200CA",0.563876980152453
"CAALFM_C105210CA",-1.03025575378504
"CAALFM_C105220CA",-1.98427204473332
"CAALFM_C105230WA",-1.12066054048296
"RPT1",0.050435669656316
"CAALFM_C105250WA",NA
"SDH1",0.0494196152026076
"CAALFM_C105270CA",-0.507716084087512
"CAALFM_C105280WA",0.337693425004686
"GRS1",-0.58100888469481
"PRD1",4.26364498912293
"tP(UGG)1",0.150963147971744
"CAALFM_C105320CA",0.234911728632771
"CAALFM_C105330CA",-1.80030424861971
"ZCF2",-0.46407670008998
"YPT53",0.0668068680487518
"CAALFM_C105360CA",-0.968888406307569
"CAALFM_C105370CA",1.05059763604616
"CAALFM_C105380CA",-1.08388907627217
"CAALFM_C105390CA",-0.124790025409731
"CAALFM_C105400CA",0.146512640516095
"TRP99",3.62384989975013
"CAALFM_C105420WA",0.0197986743734666
"SPT20",-0.763644408575241
"CAALFM_C105440CA",1.6726490437202
"CAALFM_C105450WA",NA
"KOG1",0.63522408607701
"MTM1",-0.0998876019680792
"CAALFM_C105480CA",-0.423555605585495
"CAALFM_C105490CA",1.01321936287929
"RSM22",-1.10232961590779
"RPS27A",0.716176214331728
"CAALFM_C105520WA",1.08777403104843
"SSH1",-0.043271036922893
"CAALFM_C105540CA",0.507008384493252
"CAALFM_C105550CA",-0.210245060529339
"RIB4",2.47239376984053
"tN(GUU)2",-0.0364887000369725
"tN(GUU)1",0.136543392641757
"tT(AGU)1",-0.0337928264454336
"GSL1",-0.16297094672613
"CAALFM_C105610WA",0.0311559063180696
"STE3",-1.04846352502395
"CAALFM_C105630CA",-1.19362923093541
"FAL1",-1.10232336678347
"CAALFM_C105650WA",-0.592920939720827
"CAALFM_C105660CA",-0.433063725871148
"CAALFM_C105670WA",1.67252137961806
"RIM1",0.0668158736535411
"CAALFM_C105690CA",0.170280360011337
"AUT7",2.78550026782109
"UGA4",-0.233857043741057
"CAALFM_C105720WA",-0.492294859306592
"CAALFM_C105730WA",-1.51135159849922
"CAALFM_C105740CA",-1.38154570443175
"CAALFM_C105750CA",-0.0227440900630168
"PGA26",0.400046335740375
"PRC3",3.23322237539046
"CAALFM_C105780WA",-0.407745059487965
"CAALFM_C105790WA",-0.0611257704514116
"CAALFM_C105800CA",-0.425960291980882
"GIM5",-0.273468990219481
"RAD10",-0.626639413656253
"CAALFM_C105830WA",2.02281320278894
"PRN1",-2.36941636895937
"POL32",-1.05588881482577
"PRN2",-0.532614260831308
"PRN3",-0.391515962286668
"PRN4",-1.20596651914414
"CAALFM_C105890WA",9.74562047985299
"CAALFM_C105900WA",-1.10028421138833
"SIP5",2.93535628576576
"CAALFM_C105920WA",-1.49033134381712
"CAALFM_C105930CA",0.237436296840358
"PHO87",-1.33313192900191
"CAALFM_C105950CA",3.50023592149265
"PGA45",4.37389536977629
"CAALFM_C105970WA",0.653225867989551
"CAALFM_C105980WA",0.240675555586213
"CAALFM_C105990CA",5.46153138229787
"CAALFM_C106000WA",-1.10538713632663
"CHS7",-0.531150464901491
"RGD1",0.20237308908306
"CAALFM_C106030CA",0.359368340941377
"RTT101",0.553535536250033
"CAALFM_C106050CA",0.356459272222407
"ACP1",0.0641255336562511
"CAALFM_C106070WA",-0.279315525536664
"ARC35",1.98347397468787
"CAALFM_C106090CA",-0.986642013937509
"MSI3",-0.366991756734364
"NPL4",0.697901750902321
"CAALFM_C106120CA",-0.157040583763574
"HAC1",0.407737581117189
"CAALFM_C106150WA",0.463812190030018
"CAALFM_C106160WA",1.09987280249721
"TLO34",2.10975202278246
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",-0.24517149883124
"BUD16",-0.38692105977703
"CAALFM_C106220CA",-2.54501012712864
"MDM34",2.37098600120377
"CAALFM_C106250WA",-0.797632465648331
"PGA50",-0.041333258715554
"CAALFM_C106270WA",0.297657515751169
"UME6",2.28715427889499
"CAALFM_C106300WA",-1.13652744135358
"CAALFM_C106310WA",-1.14653639727398
"CAALFM_C106320WA",-0.245098771045004
"CAALFM_C106340WA",0.727907667685397
"CAALFM_C106350WA",0.0342610266367361
"CAALFM_C106360WA",0.803549453221513
"PBR1",-5.30083010300704
"CAALFM_C106380CA",-0.694917133562851
"CAALFM_C106390WA",1.37078527321996
"CAALFM_C106400CA",-0.193452197642578
"CAALFM_C106410WA",0.862437356131425
"CAALFM_C106420CA",0.0779284592525651
"CAALFM_C106430CA",-0.935780741962637
"CAALFM_C106440CA",-1.03658092979692
"RPS14B",-0.256425131777984
"RPS22A",-0.376962439395735
"CAALFM_C106470WA",-0.00297695611752893
"CAALFM_C106480CA",-0.174362310515651
"CAALFM_C106490CA",-0.586866728875934
"CAALFM_C106500WA",0.161821860037507
"CAALFM_C106510CA",-0.915352566877849
"BPH1",5.66104362437865
"CAALFM_C106530CA",-0.0287461336802636
"CAALFM_C106540CA",-0.559621423693063
"GLT1",3.25101270247
"CAALFM_C106560WA",1.1819914268239
"ANT1",6.96225853417809
"RPS23A",-0.137661650307089
"CAALFM_C106590CA",-0.427198645157832
"CAALFM_C106600WA",-0.159199936454307
"HAK1",-0.487009721502897
"CAALFM_C106620CA",-2.34167210178364
"CAALFM_C106630WA",-0.858332221151405
"CAALFM_C106640CA",0.61657207842597
"CAALFM_C106650WA",1.20199597545984
"CAALFM_C106660WA",2.03899958512881
"CAALFM_C106670WA",-0.540313275783045
"VPS34",0.120155315675031
"CYK3",-0.116779787810215
"CAALFM_C106700WA",-0.13310885991162
"CAALFM_C106710WA",0.273497896967346
"CAALFM_C106720CA",1.19657974138528
"RAC1",-0.0283035766081594
"NOP6",-1.16465599532502
"CAALFM_C106750WA",-1.01520828951678
"CAALFM_C106760CA",-1.21986350521789
"CAALFM_C106770WA",-0.750580705281529
"NPR1",1.74008079807379
"MRPL19",-0.622015659221349
"CAALFM_C106800WA",-0.535725102239498
"CAT1",1.48495463488109
"CAALFM_C106820WA",-1.3695363864355
"CAALFM_C106830WA",-0.337130293542553
"CAALFM_C106840CA",0.357161355661801
"PCL7",1.10802237256918
"CAALFM_C106860WA",7.05177431298465
"CAALFM_C106870CA",3.19768867858031
"SPO22",-0.524050510969472
"CAALFM_C106890CA",-0.479024101616028
"MMD1",2.56640182540183
"CAALFM_C106910CA",-0.679506549722083
"CAALFM_C106920CA",0.963229347228263
"PGA63",-0.291187885735732
"ATC1",3.74445505767909
"tP(AGG)1",-0.0822159438077699
"SUI2",-0.851696285886009
"CAALFM_C106970CA",0.29614219060492
"CAALFM_C106980CA",-1.20120500087169
"tL(UAA)4",-0.643264040388128
"MEF2",-0.98386564792926
"CAALFM_C107010WA",-1.69677242763767
"PUT3",-0.456693548679818
"RBT4",0.144922585853733
"CAALFM_C107040CA",-0.765897595120843
"CAALFM_C107050CA",-0.369011312577493
"CAALFM_C107060CA",0.034078797171278
"DHH1",-0.447729257586835
"CAALFM_C107080WA",4.91227489180235
"CAALFM_C107090CA",-0.990080357384193
"CAALFM_C107100CA",0.978719361973732
"TAF145",0.282720552283586
"GAP4",-0.656589442145993
"CAALFM_C107130CA",-0.871930447871874
"RIA1",-1.13787882018899
"CAALFM_C107150WA",-1.02884850363532
"CAALFM_C107160CA",4.68747799725009
"ZCF23",2.3588306758412
"CCS1",0.816837329960277
"SOG2",-0.801880692225182
"YMC1",-0.583086085344526
"CAALFM_C107210CA",0.345540076589503
"CAALFM_C107220WA",5.20837660237862
"PHO15",1.27468277502437
"YPD1",-0.668307781773854
"ALG9",-0.335212984879086
"CAALFM_C107260CA",-0.107268110262619
"SEC34",0.300999225415306
"CAALFM_C107280CA",-0.461025786777209
"tL(AAG)2",-0.205403285620581
"CAALFM_C107320WA",0.267758511253256
"RME1",-1.38430920531348
"CAALFM_C107340WA",-0.931307458844852
"GPX3",1.02898679134117
"CAALFM_C107360WA",-0.933358247929116
"CPH1",-0.1897085146314
"KSP1",0.316037783981901
"CAALFM_C107390WA",0.733274582538601
"CAALFM_C107400CA",-0.227673073214364
"SKP1",0.478697602657491
"PEX3",2.85744344436281
"PHO100",-0.30644778475431
"CAALFM_C107440WA",0.729997927333075
"CAALFM_C107450WA",0.218310295019849
"GPI8",-0.344120996687126
"CAALFM_C107470CA",-1.12885052480605
"CAALFM_C107480CA",-1.65960586167858
"CAALFM_C107490CA",-1.13375176199349
"LHP1",-0.778677763082796
"CAALFM_C107510WA",-0.0493175758713578
"IST2",1.14134865935362
"CAALFM_C107530WA",0.727820543235505
"BBC1",2.41924211383019
"SWD2",-0.548890852498367
"CAALFM_C107560WA",0.937981684362089
"CAALFM_C107570CA",-0.303093572157201
"PRY1",7.33219301932017
"CAALFM_C107590CA",0.874317174480903
"ATP7",0.913494790898445
"CAALFM_C107610CA",0.802160699004909
"PIR32",-1.74737733901397
"CAALFM_C107630WA",-0.062677657304386
"CAALFM_C107640CA",1.26072289684016
"CAALFM_C107650WA",0.555665211143506
"CAALFM_C107660WA",-0.333892964130816
"ZCF4",-0.488508070439033
"HAP2",-0.426431491638163
"CAALFM_C107690CA",-0.344469635183811
"VRG4",-1.25247334110064
"ADE4",-0.426555960476123
"FGR6-3",-0.747363331534161
"CAALFM_C107780WA",0.759385218683534
"CAALFM_C107790CA",-1.52637509983044
"MTO1",-1.13751739068587
"CAALFM_C107810CA",-0.83725250701091
"CAALFM_C107820WA",0.119327700552434
"CAALFM_C107830CA",0.388408407376932
"CAALFM_C107840WA",5.05265233171202
"CAALFM_C107850CA",-0.625384996500448
"CAALFM_C107860WA",-0.775977747100508
"SMI1",1.2029811621807
"GCS1",-1.12839066717694
"ADE5%2C7",-0.239352561846106
"COI1",-0.961819190207984
"MRPL3",-0.671767496703723
"CAALFM_C107920WA",0.949704365331538
"ERD1",-0.563539958788845
"CAALFM_C107940WA",0.0598933043785941
"CAALFM_C107950CA",-1.30611058035852
"CAALFM_C107960WA",-1.17930331463673
"IRE1",0.756443878447712
