ZCF32,0.738596819
AVT7,1.50101746
CAALFM_CR09340WA,1.52781196
CAALFM_C400500WA,0.989517039
RDI1,2.072907437
ZCF38,1.179070518
MVB12,0.742551942
IFF5,0.943721024
CAALFM_CR01720WA,1.449390071
CAALFM_C302080WA,0.910031949
CAALFM_CR03220CA,1.118592123
CAALFM_C404280CA,1.017008681
CAALFM_C304100WA,1.800619565
CAALFM_C206040CA,0.744547711
BCY1,0.965566488
CAALFM_C501880CA,1.250142314
CAALFM_C200640WA,1.725517012
PTC6,0.90312859
PEP7,1.12377933
CAALFM_CR08000CA,0.660393587
CAALFM_C304790WA,1.303155955
SYS1,1.654315077
KEX2,1.821339498
CAALFM_CR04490CA,0.731745063
CAALFM_C108490WA,0.807121483
PFY1,1.688924282
GSL2,1.761945509
PLD1,1.79460539
SFT2,0.937326192
ZCF26,0.772812538
TPM2,1.873096782
ERV29,1.817906233
CAALFM_C303150WA,0.689636352
CAALFM_C102020WA,1.195147729
CAALFM_C401950WA,1.308229844
CAALFM_CR01180WA,0.911453504
CAALFM_C602720CA,0.737084689
CAALFM_C305550CA,1.13683667
AGE1,0.738061494
CAALFM_C209930WA,1.023014866
PEP3,0.849668205
CAALFM_CR06270WA,0.618888726
CAALFM_C603520CA,0.730255013
CAALFM_C203530WA,1.350424338
CAALFM_C604550CA,1.019493679
CAALFM_C302770CA,0.830999657
CAALFM_C203910CA,0.875804938
SBP1,1.119211187
CAALFM_CR05710CA,0.593532809
CAALFM_C107610CA,1.535726954
CAALFM_CR00690CA,0.586793457
CAALFM_C701180WA,0.876527361
FPG1,0.625606424
CAALFM_C302580CA,0.61894626
CAALFM_C304970CA,1.063888622
LPT1,0.78577699
CAALFM_C108180CA,0.589522273
SYS3,0.961256909
CAALFM_C112710CA,0.776497356
CAALFM_C701930CA,1.185570519
CAALFM_C207650CA,0.641293842
CRN1,0.515138811
CAALFM_C112240CA,0.922940902
DOG1,1.271217717
SEC1,1.099107764
RPS27A,0.53312207
OPT7,0.822468226
CAALFM_C406160WA,0.762904654
CHC1,1.105278049
SEC15,0.518696057
TIP120,1.193733227
GPI19,0.834837709
PSD2,0.778902995
CAALFM_C603620CA,0.565477683
CAALFM_C207980WA,0.799293331
ARC15,0.893653893
VPS33,1.333854544
CAALFM_C702470CA,0.845384115
SAR1,1.551678423
CAALFM_C106720CA,0.920470023
ABG1,0.710541138
HEM2,1.013800157
DOA1,1.022727069
CAALFM_C109470CA,0.589052008
CAALFM_C101190CA,0.526097314
CAALFM_C100920WA,0.858911283
CAALFM_C502350CA,0.572292567
CAALFM_C600430CA,0.831168853
CAALFM_C701320WA,0.544483366
CAALFM_C103170CA,0.587230758
NHX1,0.837311634
NPT1,0.700261747
CAALFM_C700150WA,0.923192649
TLG2,0.52523914
TFP1,0.430515772
