"","condition_FL3_vs_ctl","condition_FL30_vs_ctl","condition_FS3_vs_ctl","condition_FS30_vs_ctl","condition_LL3_vs_ctl","condition_LL30_vs_ctl","condition_LS3_vs_ctl","condition_LS30_vs_ctl","condition_RL3_vs_ctl","condition_RL30_vs_ctl","condition_RS3_vs_ctl","condition_RS30_vs_ctl","condition_SL3_vs_ctl","condition_SL30_vs_ctl","condition_SS3_vs_ctl","condition_SS30_vs_ctl","condition_YL3_vs_ctl","condition_YS3_vs_ctl","condition_YS30_vs_ctl"
"CAALFM_C100190CA",-0.669687213439742,1.65270703902843,-1.78804345534685,-2.14806586677338,-0.0894826096429567,-0.338204961607068,-3.24844872250324,2.01329778712589,-3.3519305988933,-0.929599826554303,-3.91900485511319,-2.04209351764062,-0.5015020174808,0.698662965504183,-1.10834376056645,1.73563792511173,-2.38505234944059,-3.724240448281,-0.920936171138668
"CAALFM_C100200CA",0.649952852474705,1.11375558740169,1.05713332963913,0.588745037998347,0.524009928300074,1.08169185568539,0.576626406135522,0.583835838379445,0.449275570962184,-0.107525169703848,0.100851153393508,0.447061754294368,0.974417040221036,0.89627582148405,0.878799817007025,1.66921258310469,0.034384236759626,-0.0159260106481571,1.04460084994171
"CAALFM_C100210CA",0.562579995243115,0.766695412129656,0.682158063520051,1.17970032004122,0.42594306814971,1.07449012725658,0.691516420226685,0.960745917986668,0.752277398460826,0.925263252962872,0.619544114377408,1.31250686045387,0.662190055363994,1.45009923968851,0.531271522962139,1.3630841439421,0.430056844993868,0.559508707847331,0.526034323967227
"PHR2",-2.71261763790517,-1.8615953221707,-2.70557234562434,-1.91721974037633,-4.37119597816419,-4.02982953394405,-2.77225169662832,-2.86865644436545,-4.46315181737934,-3.30052333831459,-3.79818037568903,-2.80375968127197,-3.87306648587248,-4.39327960105244,-5.20016852624876,-3.31308912476374,-0.83409703910152,-1.14526299169552,-0.299501646439235
"BFA1",0.051069631179414,0.793782785523674,-0.149042670556416,0.0906517566291756,0.257770028920378,0.85608452942313,-0.155170724237387,-0.171095563252739,0.168548591255373,0.661797703282114,-0.203922670962618,0.193050278146885,0.116715612093751,0.907716361807531,0.00938289820829356,0.0687667404931443,-0.068978601628716,-0.168054942608444,0.0343656061682272
"tT(AGU)6",0.306739785470536,-0.576459845974354,0.284804272667231,-0.643276291977929,-0.221367440865299,0.084196256881209,0.317307440040743,0.056729456939044,-0.161893776121579,-0.2531878148678,0.00365419588128443,-0.22314294611354,0.0602333972990759,-0.0501726595568664,-0.210819560318482,-0.843411655748625,0.349172330853964,-0.368878672706221,-0.323517439525398
"CAALFM_C100270WA",1.07103596568697,-0.229686731344531,1.57915348947569,-0.316316262003478,-1.09693909355821,-0.803983738525614,-1.64933005761022,0.423427106913475,-0.0781389483542139,0.11482082157863,-1.42339594954217,-0.165023063713229,0.13554039119948,0.0328290147078721,-0.534081294725838,-1.20533116529308,-4.22581584154458,-2.701531771111,0.0128655053410607
"RFC52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL93",1.43597852679954,-0.0789043803852702,0.90076499171744,-1.24084060866764,-0.689424987514966,-0.156908083636788,-1.66769494579318,-0.111798179407265,0.0171046604388408,0.112900762125848,-1.80159819431882,-0.522250343018828,0.61648092883044,0.0868775214089877,-0.945087194660129,-1.52710421611995,-2.95261753068643,-3.12943998875483,-0.286555621385888
"CAALFM_C100310WA",2.92562543876702,1.3810958825598,2.39743398095052,0.644619769477604,3.621906936363,2.28040210742402,1.99804377801875,3.39001950317035,3.09085476711044,1.40168988758348,1.97622745938269,2.24760335045388,3.0471300362425,2.36610656393663,2.54965514377124,1.94346574096231,1.39769700345723,1.32628349893212,0.891404412397616
"CAALFM_C100320WA",0.787034150467875,0.420683937979703,0.437551389420695,-0.0207554395137441,1.1096173196296,0.923148897246875,0.541027385751564,0.318318346727901,1.07581567282172,0.569461985139808,0.6722301103234,0.129896818954435,0.8573326147871,0.623089616020741,0.616833401474478,-0.0355296348432529,0.625608077336826,0.576263083140849,-0.0699430889383936
"CAALFM_C100330CA",-0.105575876642965,-0.210486233663539,-0.478102631238154,-0.564074489437257,-0.23688930924579,-0.183149020883624,-0.213080626888844,-0.481198155101178,0.0007317092454983,-0.108606592232963,-0.363753058613084,-0.47816650444262,-0.0116335040223805,-0.239088064388679,-0.256345168516582,-0.433873632380161,-0.0457707645147432,-0.0751828519617119,-0.224193154446411
"HBR1",-0.77457494945818,-1.01139504502203,-0.655681882467316,-0.804042701986881,-1.27782251478528,-1.68243891255533,-0.467088987398349,-1.16083151628672,-0.802820837435083,-0.772514359826253,-0.401786365581295,-1.09040183421396,-0.783821161517013,-1.80067722056536,-0.614445184756307,-1.05171095838294,-0.321910624361802,-0.330242576929859,-0.162666644319031
"HMX1",-1.15783418172449,-2.24987856170655,0.256199286212739,1.44986688229204,0.000261134200263514,-1.82459469535549,-1.24962707332857,-0.986158893418619,-0.896916796881827,-2.74902133616185,-1.83909099278479,0.251792446773883,-0.989388215447209,-2.26014578127751,-1.51008906623108,0.39256582763614,-1.91558215389815,-1.9193584533201,0.398987362918695
