"","condition_FL3_vs_ctl","condition_FL30_vs_ctl","condition_FS3_vs_ctl","condition_FS30_vs_ctl","condition_LL3_vs_ctl","condition_LL30_vs_ctl","condition_LS3_vs_ctl","condition_LS30_vs_ctl","condition_RL3_vs_ctl","condition_RL30_vs_ctl","condition_RS3_vs_ctl","condition_RS30_vs_ctl","condition_SL3_vs_ctl","condition_SL30_vs_ctl","condition_SS3_vs_ctl","condition_SS30_vs_ctl","condition_YL30_vs_ctl","condition_YS3_vs_ctl","condition_YS30_vs_ctl"
"LEU4",-0.218771687019219,-0.2733058600132,1.34338195672111,2.42481038236662,-1.01856916575695,0.420685477145444,-0.139810850415454,0.99050791994336,-0.568703521539838,0.239446202235375,-0.374807031158787,1.93087462727936,-0.157121026642493,-3.248535192739,-0.390230141024368,-0.131810269647578,0.420360160244089,-0.0256540081484755,-1.33753643260449
"RPL16A",-0.692060212620037,-0.3230558406333,-0.458435627687522,0.00580213713145542,-1.34200961127577,-0.704448431284193,-0.102876065759714,-0.842621068860845,-0.492478224689536,-0.317362032330322,-0.0850424089392536,-0.0202201711963843,-0.553343378433432,-1.08693895084236,-0.262028081123561,-0.11531448959802,0.067954267928266,0.0159486233597427,0.365819345655053
"CAALFM_C100190CA",0.453581220118713,5.02557254882225,0.150468218663189,0.0935662931559556,2.15653949395576,1.60595500136909,-0.0804484074014378,5.30872984093228,-0.146144217612553,0.354920978481556,-0.118759530650977,0.0835998791531997,0.486360369013353,3.76752226676577,0.160535033505172,5.0292130543028,2.3900765414946,-0.00978181246932411,0.213731013881902
"CAALFM_C100200CA",0.539412550486366,1.07253396416759,0.974715726771205,0.526983767257639,0.472060099492929,1.02633257457563,0.422804832457799,0.544057634690185,0.335092663051914,-0.128372759188143,0.0361457138090898,0.365457687490225,0.866015177631854,0.850771204018603,0.746729097511154,1.61930294561981,-0.0351522106907638,-0.00608910070057593,1.01574456583622
"CAALFM_C100210CA",0.12402201603535,0.332913217023884,0.242263560652243,0.73841035119319,-0.00657813358416312,0.635923817186166,0.239702350156576,0.525378589913195,0.305626829858208,0.486245211096764,0.168643643544959,0.866815162535849,0.217450638368844,1.01142965590616,0.090409734888634,0.923035152139573,-0.430018962988024,0.0553366770369362,0.103185912556767
"PHR2",-1.51313987095279,-0.801340839671699,-1.52652561903914,-0.787471643104969,-3.27503622929301,-2.92879128785319,-1.55824389713829,-1.77367664625168,-3.35613273284981,-2.172663441752,-2.66786894906285,-1.63130717391371,-2.74753625201292,-3.30120672162505,-4.10526325219118,-2.19771191643177,0.866447677073466,-0.0103729645353061,0.311897934352543
"BFA1",0.112534338927151,0.864786278209045,-0.0752505784875897,0.156554585823787,0.324537070864423,0.923092795427721,-0.0728623468821863,-0.102830440918603,0.220155129785836,0.725930758673931,-0.110954240485201,0.251069861357316,0.169982424302658,0.977391595300506,0.0682101625791491,0.136250598349587,0.0693014243588332,-0.027726777432439,0.102334821900353
"tT(AGU)6",-0.0412624044736612,-1.0865975027936,-0.0651525195036868,-0.939646055614502,-0.541935849610531,-0.278688171824462,-0.0143005985098742,-0.355069451783444,-0.225546251144627,-0.488443347581245,-0.0770898840081405,-0.376091345453129,-0.124077706869776,-0.445810831567235,-0.162708621406959,-1.29494140705638,-0.338022555953598,-0.0142665063193418,-0.898573804187454
"CAALFM_C100270WA",5.60202850291847,3.78112789409179,6.16415256105184,3.65968947482628,2.58002751012821,2.96223920245819,1.64156630511144,4.80690464412026,4.00072171316265,4.36491981848557,1.96464602280648,3.87070076169246,4.35086989160301,4.21329855354311,3.29591323463208,2.4506004213428,4.15050853210504,0.0171336720896416,4.1847726420087
"RFC52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL93",4.62062142330931,2.81951313687005,4.04863847801209,1.39537052544545,2.03475521400168,2.728264049564,0.633740745118936,2.7961521353291,2.93880252175831,3.09706551257115,0.415068304583486,2.21618824414943,3.71375754794544,3.05871731966386,1.65558208421242,1.13571134024611,2.94700802799558,-0.00525496450863643,2.32264469520878
"CAALFM_C100310WA",1.33166966007701,-0.0224261483986348,0.804212152611154,-0.686441418342434,2.0751826411603,0.750529169461063,0.32804792246141,1.85357620791608,1.50291184397341,0.00604940413338171,0.283193209330671,0.655469116193163,1.45464719498608,0.843218695140284,0.896238792741891,0.445126491651409,-1.40355620787386,-0.00441438823293192,-0.332919049193433
"CAALFM_C100320WA",0.140241718173331,-0.204690956337857,-0.177448589272579,-0.653540009949587,0.459046484098444,0.283368960209697,-0.0713707994690519,-0.311511156933976,0.412889351804046,-0.056365537785812,0.0339973237205294,-0.490859412821307,0.207241756425368,-0.00878938694532846,-0.00437203446786607,-0.673501180264184,-0.627551240196463,-0.0126871553254641,-0.694200855383976
"CAALFM_C100330CA",-0.0538132939719479,-0.173202760116012,-0.42506171494619,-0.510598305432773,-0.193139889247143,-0.144733466148669,-0.140728387829334,-0.439259957258512,0.041423351018472,-0.0712008604153748,-0.275876259695761,-0.412996515361661,0.0320944888385581,-0.199231493184457,-0.185789669669662,-0.388803582628869,0.0466198732144536,-0.00917239871830522,-0.185262432222544
"HBR1",-0.362164950690877,-0.65949594270135,-0.276424425189367,-0.435456747625796,-0.906226004406163,-1.32613620977402,-0.0885827184995099,-0.806740174074034,-0.380377330446154,-0.410709205169403,-0.0423430280130787,-0.683942485094703,-0.356329817360405,-1.43273581043302,-0.191134686164061,-0.683807121715917,0.326030068429498,-0.000773184005297866,0.121527881364212
"HMX1",0.59020431117971,-0.281989020201172,2.21240896829506,3.47954109362789,1.9322701813441,0.0860188665546217,0.413402887607096,0.866941883752804,0.852421016100097,-0.676800184460009,0.034908674572904,2.19255784461292,0.744315510535295,-0.289536484890242,0.23310269602872,2.360626754838,1.91837167216098,-0.000379794120693766,2.46463799587916
"CDC13",0.272300941930234,1.20258032779773,-0.167541372595789,0.412999054971617,0.647439238885617,1.50500154884444,-0.131433718850601,-0.321186979093739,0.399167900687467,0.885510133814322,-0.232896896199681,0.692648896637352,0.116897876351377,1.40465892392485,-0.264912711796663,0.148913640183025,1.26389977490027,-0.0312054528272941,1.12958488765307
"CAALFM_C100370WA",-0.26732015294727,-0.149968793459034,-0.0166955090587859,-0.350226759289737,-0.310740534092303,-0.259250776181106,-0.0286442575731478,0.779298879871509,-0.294635616609497,-0.155101913708036,-0.0355716006519215,-0.330512569510683,-0.20135174628304,-0.498180759561613,-0.0779195703703766,-0.46106922924793,-0.00457172752951678,0.0156397323382754,0.0859085493968791
"CAALFM_C100380CA",-0.300338681026079,-0.652428687429315,-0.0544212750535112,-0.00128810841493591,-0.159264418346307,-0.569173642031338,-0.0316927579466364,0.35110867300477,-0.201057540112623,-0.266173398467102,0.0990108932657535,-0.0090657699828346,-0.27008574380618,-0.386745454310649,-0.147794447690928,0.423646193240425,-0.31360955427465,0.0294850757267008,-0.0756998510164508
"ENA2",1.75420178734413,0.5037234688586,2.95464604972862,2.04059996766238,1.9399280918696,2.39030395163052,0.89801899411863,2.49769668746497,2.22778395526977,3.570368373788,2.92656953639334,3.6534156849627,2.1449523294521,2.65567916155511,2.55941466139367,3.48468028388596,-0.16464979761126,0.0949955879219576,0.44338244759866
"SVF1",-0.211558316724589,0.328679612696291,0.103397129191742,-0.352152508101747,-0.250184284716345,-0.127275265516071,0.0857629668273594,-0.835672160307857,-0.432281179583812,0.0414411070663669,0.00928484077468208,-0.51106096114366,-0.360806337718126,0.172753220184887,-0.319614727316979,-0.367830470917444,0.685903158148093,-0.00857402533784511,0.185661910095265
"CAALFM_C100410CA",-0.069355187868325,-2.53091455635534,-0.54504387889421,-2.71774695552323,1.00638847034122,-1.27529076695608,-0.301826560952122,-0.652801424268063,-0.0418580928408173,-1.89736460346932,-0.185846482452447,-1.66128987155382,0.268291451565576,0.243863908194359,0.188941764307194,0.849651251387236,-4.53089595027198,-0.00920267839360518,-3.39614139477603
"CAALFM_C100420WA",0.20467870829498,-0.292944821740052,-0.0789160163861959,-0.123052770493393,0.359915997495153,0.0420316209514082,0.0559533694214025,1.63627946027478,-0.0350927846587052,-0.635646426432722,-0.0524154204219989,0.640710011269605,0.167628693023396,0.457764203345565,0.0617988637898996,1.19941683997348,-4.02920108839949,-0.00287552728613849,-0.560962806670835
"CAALFM_C100430WA",0.298939141234403,0.175463984604911,0.207988254199289,-0.444541202134651,0.853858599418771,0.245287572340179,0.167266155838502,0.428570857466595,0.0421224018070468,-0.0791299907015843,-0.0732326775908932,-0.0848439116857492,0.160284690177049,0.680130175302565,0.19940457815168,1.04789019679152,-0.239857556687102,0.0035920362473179,-0.0564670869462285
"UBP6",-0.18158632123628,0.172090345785447,-0.14275011464038,0.615603164670946,-0.0920567042788949,0.311840662117141,0.105530885328928,0.890303828265425,-0.00467847208788596,-0.0930575056393914,0.0472432780446519,0.0856874782704134,-0.0296633270272731,0.216118425243299,-0.0336784528328073,0.3321767665437,0.0806138556312596,0.0311725873743087,0.417318128640642
"CAALFM_C100450CA",-0.519235649673866,-0.831974859842748,-0.411281568218298,-0.678666232177149,-0.616937718760959,-0.772925723889149,-0.168353375918891,-0.724111293942974,-0.312357416722258,-0.765698517608364,-0.126583991671382,-0.518226505622992,-0.307553432859397,-0.860070931564253,-0.125066545575498,-0.469874197902887,-0.927121075975272,-0.0120401872261436,-0.368854086525274
"CAALFM_C100460WA",-0.29863813956408,-0.625803911993337,-0.636939769338455,-0.962386784238682,-0.323174285987846,-0.463687850845875,-0.194742480863574,-0.5230013087468,-0.16814738610395,-0.498234229286787,-0.196362852601427,-0.574869482659767,-0.169348026568362,-0.32131723774697,-0.169879941922061,-0.340028538473138,-0.699101706494324,-0.00256645512439998,-0.486870630324408
"CAALFM_C100470CA",-0.069653619576901,0.601841184412324,0.346567816235108,-0.470852830508065,-0.124261736930207,-0.332250212153014,0.148536566548819,-0.529948993953407,0.0547896584200647,-0.0242611678356362,0.121705723362769,-0.132672257375839,-0.155992923560682,-0.670986461530764,0.127008054702606,-0.619054863597842,0.443831551943567,0.00302857490958574,0.261913690369882
"GCN20",-0.299427566395526,0.159541202548446,-0.166116163594134,0.0693646197586154,-0.732725694409012,-0.194549646999332,0.0335063979243623,-1.04361288769798,-0.203006403807465,0.249913498343729,0.0755594157591131,-0.100534560555697,-0.289726379400813,0.00417574543680531,-0.0922941851881362,0.0297726496573249,0.724109167301116,0.0295273873647266,0.321737819060622
"TTR1",0.0898909525226341,1.84831226060437,-0.366025272487768,1.08348135866753,0.233193096557373,1.35354905721835,-0.207877830632044,2.73899218420092,0.18105550025471,0.298037558287449,-0.216714192574351,0.65553968437587,-0.146104468496666,0.219910680628644,-0.662477894437818,-0.661354393373721,0.677280722767012,-0.0529427506414806,1.48224496371965
"GLO1",-0.0805167690164212,-1.11704696579099,-0.390498743456382,-0.910136248489686,-0.150739799574048,-0.535909510451983,0.0578867174041847,-0.0885208494541451,-0.184533635414069,-1.75259838141685,-0.199782803122756,-0.58839839818322,-0.22068903117086,-1.23716813693676,-0.207967512258454,-1.71380771793655,-2.48812117743581,-0.000135902416095697,-1.32448219533092
"CAALFM_C100510WA",-0.618786910137604,-0.308900030833508,-0.655678192326894,-0.02725144548219,-1.01197363569634,-0.565946452547021,-0.191181963957425,-0.434353135974296,-0.402824298812971,-0.481700686338501,-0.202464621990558,-0.50313837428021,-0.637853897379905,-0.537515902960102,-0.33533999888706,-0.210682916328516,0.0921556485821606,-0.00380034437780379,0.162801413134394
"CAALFM_C100520WA",-0.0957740679675197,0.018922841360255,0.138667304700955,0.88217628499591,-0.0925068551700505,0.259373362093118,-0.0630390280722456,-0.431041884459288,0.130052545891227,0.310862879642838,0.0391832468065864,-0.279131728393197,-0.200010924124273,-0.306377971924832,-0.242122294624821,-0.876457466385991,0.359767526885655,-0.00384050105077245,-0.0948175384102983
"CAALFM_C100530CA",0.326632673473517,0.765187276737097,0.0926930928217835,0.349434711058477,0.215409977967507,0.630191616510869,-0.147402791414181,0.340047054099717,0.426168570600969,0.333950095149363,-0.0925717402011961,0.41140879244298,0.242611183742047,0.878513338753536,-0.0892637920997096,-0.617967802268819,-1.26830282033969,-0.0614369736270369,0.0214103295440212
"CAALFM_C100540CA",-0.0769343882855122,0.537208602345084,0.0134047336114176,-0.835399342325925,-0.39064904961753,-0.200630071006139,-0.0115776092935011,-1.68335452407447,-0.280304941908544,0.121228381481489,-0.108285727448554,-0.241889730006847,-0.0516230169602158,0.209993180210503,-0.00861975618053006,0.0786370792739541,0.939323788805039,0.00706029682039235,0.0740177884215043
"CIS2",0.399655043405628,1.33789858545185,0.281004947509753,-0.232233514741501,1.51576895023446,0.86704521725386,0.0155685857187085,-0.525306538710684,-0.021894875640501,0.491102871388173,-0.23812890266161,0.912095632452247,0.380957377982202,1.41005996484769,0.0122919499030656,1.26102047006483,0.354314459648147,-0.0183557973117608,0.316021759278744
"CNS1",-0.333965424906852,-0.563770218341412,0.194055116125111,-0.700032376769159,-0.666331332683078,-0.97307867475113,0.16122956818769,-1.70294605013171,-0.316009045348272,-0.207520159546305,0.0454672716941216,-0.489205536699467,-0.314673818881331,-1.33957917866384,0.0389811175722702,-0.256632359666752,0.743243436018266,0.011074156918432,-0.0070884044224564
"CAALFM_C100570CA",0.246058644527247,-0.182198621497794,0.17116988033265,0.0777130389181391,0.43021382788053,-0.134260029116156,-0.00827249367354272,0.0283878526212533,0.138928329798821,0.218361514966944,0.0997528718195466,0.334253170699605,0.218993519628726,0.559540034192771,0.293037146979863,0.225497552891586,0.287752388004409,0.0506762603838319,0.22793199937019
"CAALFM_C100580WA",0.574397015049455,-0.388714451923633,0.0664525442289599,0.868672423344723,1.59795134390886,0.620812931175046,-0.228242507547951,2.09837684373751,0.518290172060931,-0.145887520055411,-0.365917842438916,0.970772140343736,0.563088809693613,0.769316513279908,0.0568248242134527,1.48951239645017,-1.44201192577535,-0.0374937113771598,0.0286293683374065
"TUF1",-1.02854816852104,-1.20768919896559,-1.65722736163666,-1.56394641453078,-1.81074240314219,-1.41055753460351,-1.15228941114263,-2.3690845290018,-0.989378677689107,-1.12675360870875,-1.10525959525039,-1.36231525357335,-0.81515829080492,-0.933233018441173,-1.08207854454015,-0.926580030580997,-0.401416323949852,-0.255364167300727,-0.707450231948555
"APC1",0.465450317706596,0.129665908645136,0.0255461197982568,-0.313008094428917,0.457420666808479,0.13825332158734,0.0118041493021918,-0.435596475228749,0.411713429541345,0.308369278523276,0.0879656023089363,-0.269934081058749,0.450133425744213,0.612057659491793,0.172356729377976,-0.444467711670988,0.202017034351619,0.00345143033232498,-0.227997210128088
"PSD1",0.220026841869034,0.0886162052995244,0.156363843692621,0.430828337570536,0.289010233570397,0.223492160966028,0.0445999602612262,0.768651821243398,0.0883779810398585,-0.0388752187573686,-0.0934722134702104,0.465642445328061,0.246427693357305,0.88746459860916,-0.0346377474097232,0.779794718156437,-0.064781327875095,0.00181742497937303,0.73518286867886
"MOB2",0.284749409228284,1.13381232424257,0.284309689771578,0.370352028235415,0.522630301319716,1.13077469588249,0.0112946173451902,-0.0312561091702058,0.494133461991928,0.761332154372479,-0.151398086581296,0.590769720157806,0.229019264127432,1.16899253188637,0.00744154219413651,0.550755813597225,0.532859135517916,-0.0259007702500695,0.605898948539337
"CAALFM_C100630WA",0.820727421125993,1.60702639176721,0.961935382490269,0.987881868181483,1.15648317735409,2.08118709157497,0.934433779017198,1.45756117565756,0.777484510969621,0.967988884090236,0.593387130762297,1.33780227784871,0.85216148552852,2.12776480745129,0.932105470415577,1.26971072874243,-0.651134190398979,0.0225354468276377,-0.126856794309872
"RPO41",-0.472466093368336,-0.243909122499192,-0.158469421414432,-0.778952454473167,-1.26854951769285,-1.3511751632219,-0.0761959158170866,-2.16368313523054,-0.464347512387858,-0.245974314976187,-0.06969973087466,-0.921926502897074,-0.35647437450206,-0.929182703136271,-0.0997231398924714,-0.352920343822216,0.761696968681138,0.00343025598695179,-0.203752461320523
"SNF7",-0.0287086004274715,0.38620755453697,0.0305753276763779,0.255425898517851,0.155973283157751,0.73441961447879,-0.178801573803517,0.304178116927485,0.0861560315075211,0.295998377008733,-0.177958185737398,0.0104760322164368,0.0333212195438796,0.376623557847496,-0.15810440551735,0.164314602018304,0.289139239902125,-0.0248822575693027,-0.0035614425557989
"CAALFM_C100660CA",-0.00486438053113762,0.551383549163936,-0.245686502440991,0.324563646482586,0.317021907349099,0.831384890912419,-0.147510112145076,0.419453128483011,0.142059341713536,0.371503799085434,-0.342559602197749,0.02818313333294,0.0409508275703199,0.892653654879601,-0.124199506570945,0.487323511814219,0.185867276752032,-0.0324441782422274,0.431610665713508
"UGA32",0.606313588101276,-0.581143798610795,0.132969092734529,0.186353763740484,0.993958529073173,0.351692706945818,-0.213857778045696,0.487505416336001,0.543026889330273,-0.0253760560117191,0.120512058070884,0.483893575754514,0.904293829183357,1.58132557440606,0.819979802416114,2.75710069648314,-2.44349314261922,-0.0172184868409532,-1.12154459875434
"ASM3",1.22722403063868,0.358735801302894,1.2076870615494,0.584932075790481,0.412911105394709,0.994590377722742,0.33667110335546,0.258783810290231,0.659554639672835,1.02554514438641,1.13753944028986,0.780977648739186,1.19038506369735,2.30765513682714,1.35570138420283,2.73113024195429,0.57794124732796,0.0594909566205572,0.0585880466164658
"RIC1",0.0919657122552637,-0.131076943023906,-0.204392838099617,-0.0614263754400199,0.0830862818463804,0.152388407773487,0.0256324216622465,0.356147122626258,0.191738393952199,-0.169709024341929,0.0441020758418494,0.118675072461588,0.186804172939326,0.492550006444397,0.198554616382938,-0.0790192499847058,-2.3282220975019,0.0141901477536102,-0.892165049014104
"CAALFM_C100700WA",-0.516186774575357,-0.398805553273225,-1.26892061983411,-0.324429146065521,-1.20082578694823,-0.588948728059843,-0.833534612085795,0.60630151779036,-0.888138233031999,-0.3367199797744,-0.493387131322264,0.0503864549247318,-0.386155574333252,-0.400736707928158,-0.437014061039776,0.133743786493202,-0.261470227656432,-0.0555361215411339,0.243071758498349
"TUB2",0.441986304069747,0.275727276872364,0.211323928903888,0.486201478424231,0.534098481147147,0.368124042107012,0.243292993092736,0.186791883414027,0.382853179565769,0.281576276277938,0.0984030462654565,0.559861297032893,0.271606798502429,0.145079042542174,-0.107569065090816,0.0890581540541407,0.565640939177278,-0.00126577058936965,0.87492185716505
"tP(UGG)3",0.0434749880129763,-0.345130812808028,-0.569080080501175,-0.35877561466292,0.428507929744195,-0.522010158097826,-0.430137729442282,-0.929450748036709,-0.197187165085116,-1.19554990466818,-0.157230169104734,-0.434562263993671,-0.0444797055331917,-1.77254840185817,-1.79869121763423,-2.17989960998281,-0.921545556989322,-0.0297087571017542,-0.6022467698098
"CMP1",-0.0629995992266514,0.986849987590891,-0.285860909795365,-0.25015655954248,-0.099038884328571,0.718376376853035,-0.19759157812489,-0.538504267025694,-0.0278826331923306,0.311133016581184,-0.187440649130092,-0.150203454391694,-0.0180721531031567,0.668300655170998,-0.22439270709179,-0.148921099877217,-0.0623710242041619,-0.0421985595728605,0.0138250383057029
"SPE1",-0.359680527893204,-0.146428800718765,-0.40354678774949,0.351697059999521,-0.930082237265099,-0.369827155410954,-0.232972581232955,-0.646513534539411,-0.170658565251108,0.148882208169454,-0.0534163773596527,-0.0830890788415865,-0.295312791857451,-0.531879866503217,-0.180470107957255,-0.124128818476108,0.452701366532944,-0.0130429586109804,0.40882817045255
"VPS27",0.309085801391122,-0.224862827467863,0.272955418196623,0.372041701374745,0.738286846764809,0.312775955295591,0.0235863828191863,0.892026969512764,0.340953654725165,-0.132696771507106,0.0690254696361825,0.132377488265651,0.311041383052595,0.653486338119563,0.0233317071327698,0.488023320831974,-0.843367856648031,0.0236302401738501,-0.101511803603914
"CAALFM_C100760WA",0.166469674397504,-0.254559474497037,0.287814522427239,0.155152833490958,0.488698757370721,0.433408606733164,0.0265078579922027,0.271988879979225,0.30797620054436,0.0717347560796452,0.0687186200151302,0.0163110373805488,0.208150923250754,0.0974085670017087,0.0642934985552353,-0.306062546781092,-0.362142149384645,0.000798985437828096,0.0969098730153904
"ROT1",-0.319703165167432,0.115841965117482,0.0374411612592078,0.0592228427788753,-0.936656731523798,0.104179884032243,0.143621534003998,-0.261629058591273,-0.508079139767375,0.658003907238222,0.0958247679706558,0.146914155183339,-0.368809939408128,0.211384438796103,-0.0912497562635795,0.268193933000403,0.708091466064166,0.0487960611632849,0.409662181043895
"HGC1",4.73755227801641,6.245850225071,4.35216430549269,2.74124208188424,5.03321742198062,6.05797854844015,3.51563911005055,2.28635146290082,4.27894693974812,6.08095372792307,3.19266482206326,2.00443837987377,4.16010968803246,6.71449285969521,1.05013770036868,2.12230205089414,1.64479656099633,0.0144662335244204,1.93186503041303
"CAALFM_C100790WA",0.302579202577433,0.497806681309885,-0.258380649871511,0.695095176955089,0.519180694378119,1.20911534880047,0.115324142562299,1.21924610718109,0.185385294087774,0.207870858549431,-0.129473578279174,0.970835948060164,0.26545667001341,0.927532984795516,0.397476959596287,0.152692162573852,0.817052294939873,0.0515413249589373,1.20966068956173
"ERG2",-0.198289031610493,-0.534290555313129,-0.849094688208437,-1.24040176572909,-0.936277446773434,-0.679492730384877,-0.605090631680134,-2.02688077060256,-0.0619868963983724,-0.483316021391251,-0.447721765100548,-0.701695144777821,-0.461367450359371,-0.71577712504157,-0.731735094689159,-1.95735746186417,-0.519746588026241,-0.0524790455206124,-0.764008388219093
"CAALFM_C100810WA",-0.447607826971964,-0.332400072258226,-0.959656389553682,-0.538807838183774,-0.481285567390869,-0.568098114810405,-0.385748198831765,-0.833024730813142,-0.0605910508410183,0.00960487450511333,-0.324299462235684,-0.399824514097731,-0.358354611687903,-0.803807703360461,-0.675036412875003,-1.02674057637582,-0.396377488509891,-0.018952220817963,-0.625078929093268
"CAALFM_C100820WA",0.359898502489595,0.207336909908003,0.109834439168151,0.608921797495036,0.394999675768334,0.737115017742043,-0.0115339053991402,0.959183187017223,0.36364199116197,0.497115534189827,0.13693420236849,0.585697276330258,0.270368047247365,0.382872216933043,0.189847535356811,-0.049089986517993,-0.306203448287974,-0.0147423319297168,0.341696255218473
