"","FL.log2FoldChange","FS.log2FoldChange","LL.log2FoldChange","LS.log2FoldChange","RL.log2FoldChange","RS.log2FoldChange","SL.log2FoldChange","SS.log2FoldChange","YS.log2FoldChange"
"CAALFM_C203420CA",-0.0574464751792705,0.307904984099212,0.0879245351987822,0.156210574986227,0.0387322022177594,0.215047534531175,0.0684027107539481,0.267124318372705,0.122759787635707
"NBN1",-0.0192120244331791,-0.105880626948641,0.0525349891690129,-0.189641873912805,-0.0884486461994772,-0.270480456318344,0.0233616008993288,0.022063843974234,0.00857072731338585
"PGA33",0.100794559285035,-0.125443910723232,0.275467215339867,-0.257554168009561,0.141543278703632,-0.557672857539518,-0.137502316829499,-0.387823336831488,-0.154295955213882
"CAALFM_C203450WA",-0.609301018306186,-0.320186909666406,-1.07193400783378,-0.0526498946717632,-0.702140891958973,-0.141417178566582,-0.48378032652383,-0.164915681287309,-0.0259724466080545
"CAALFM_C203460CA",0.133662277374151,-0.446746561949339,0.12565372110209,-0.283642681231573,0.172750854404147,-0.414814144906531,0.121003570987735,-0.167321137744923,-0.193667046091345
"COX6",-0.405004316401711,-0.883239885178356,-0.891255122908562,-0.300335685241029,-0.836542980576662,-0.363038883170207,-0.225363924677571,-0.138924865988685,0.0184726241225934
"CAALFM_C203490CA",0.36087748105865,0.139581369867683,0.756581806804413,-0.0123084214409082,0.217228369054446,-0.0454645870796769,0.321436734322746,0.254839512926441,0.004705456626152
"CAALFM_C203500WA",0.267522793083078,0.306220308006048,0.53721160377305,0.162062775442319,-0.134021836932541,0.192834401765962,0.332912107801757,0.70516584952522,0.142314802678907
"ADAEC",0.609089112531777,0.530339160907334,0.553846781337602,0.782693532761436,-0.0113034531321714,0.916958309039098,0.586665230849453,1.1824963577031,0.957486014817098
"CAALFM_C203530WA",0.360148762244224,-0.198588407228917,0.453338824252496,0.0400765579736466,0.291431840096227,-0.0176694671530372,0.335819901340954,0.00565102810575858,-0.0704872087410483
"RAD32",-0.638854366675243,-0.139372884598547,-1.52810336484471,-0.176337421483204,-1.47720350310844,-0.0304771731694449,-0.520358533627272,0.00784978429892205,0.00103333718824348
"CAALFM_C203550CA",-0.0464458176748662,0.492039056021521,-0.107643961450861,0.511505655274049,0.0140877051145607,0.482310649920807,0.0640736912246744,0.491727008844718,0.530589240844506
"CAALFM_C203560CA",-0.733811251106596,-0.70235310333916,-1.52377309284391,-0.291414070443761,-0.652484352742444,-0.259383826110278,-0.558737382357998,-0.356888025196104,0.0353384235090134
"CAALFM_C203570CA",-0.289636889222553,0.0545018099969134,0.162533048055483,-0.111716507666162,-0.0365761418173662,-0.320772972962271,-0.277630966446172,-0.0506498274143536,0.0163769371612777
"CAALFM_C203580WA",0.0867188156941539,0.277818080453217,0.686354888063496,-0.12764393683643,0.331534082141133,-0.18056462609519,0.235458241146044,-0.132203024726661,0.0092246115426165
"CAP4",0.330635025827696,-0.486054278252113,0.647734340720434,-0.878277162875236,0.410082209722291,-0.670468729394554,0.37598002043849,-0.100841247394403,-0.0105635605509919
"BMT8",0.950123845612842,0.993349530647689,1.24742403837024,0.47107863369909,1.05950717909399,0.615384841928685,0.729782536150134,0.324643685649203,0.0143111620101533
"FMO2",0.642941501642304,0.475059291785281,1.54064113518703,0.380528131160859,0.99923135098212,0.318301482087294,0.679127534285568,0.00179777588746533,-0.00144402761356865
"IFK2",0.519105910698478,-0.0990241243661824,1.1341249502808,0.0701776804873618,0.713774839333619,0.210482811033882,0.6675202117945,-0.0179986603243527,-0.00554537627764947
"CAALFM_C203630WA",0.86425574679074,1.04102379760538,0.692130587189611,0.104942769082731,-0.0180431444937167,0.0672381891517464,1.64739374162389,0.296742420302483,0.00562089315946395
"UGA11",1.06575179485664,0.316612822346171,2.5177905010038,0.021554990137785,0.075622497727112,0.0134597062394782,2.21170548783084,1.91675968662864,-0.00139091368296909
"tE(CUC)1",-0.0185696996757409,0.00368401958395337,0.00850344872078789,-0.00947121662304688,-0.0033207387349021,-0.00796443856003643,0.00377820235372196,-0.00194315709174633,-0.00125968396131846
"SAP99",1.6148794011972,2.08150584615203,2.72438734785316,1.71014758019924,1.46542051728586,1.58428061198145,1.76323843534052,1.6023726937126,0.00258068485547721
"SAP98",0.291521348817207,0.337048267764394,0.528884375474734,0.00681710050205155,0.243078609951244,0.159478733100184,0.421135490540232,0.249872504294662,-0.102574791792935
"CAALFM_C203690CA",-0.556481207306503,0.100791251970677,-0.63064088874661,0.540421235710788,-0.506556899501218,0.176146058343898,-0.190054272115968,0.178800664591257,0.575213420609919
"CAALFM_C203700WA",-0.0413210568946188,0.559316556959405,-0.393991519159589,0.632057859732156,-0.290577208699806,0.571720324169796,-0.0667937767447375,0.400660235277913,0.407463012346767
"CAALFM_C203710WA",2.62081738237645,2.996129142078,3.54563914806,3.21947552940146,1.25955147820371,0.514383009595442,2.24547180674649,2.53640517883479,0.0624503347474213
"PGA16",-0.0161043008483015,-0.0527293286526652,-0.110212217186818,-0.00738267083246398,-0.0149098530360949,0.0084409926608762,-0.0329047133553537,0.00424502537028814,-0.000594240941229031
"tR(UCU)2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"tF(GAA)2",-0.184336528550416,-0.382547949229616,-0.809540199066172,-0.143314440581607,-0.112367358568871,-0.160556900115994,-0.0862462526074592,-0.184048420690627,-0.0176685104043432
"YIM1",0.234400186318317,1.06405516069489,0.568849212550793,0.44258086134562,0.245137952264196,0.303271499715751,-0.129101062630585,-0.468624853481648,0.00681790149112641
"CAALFM_C203760CA",0.135263194433823,0.03323835858855,0.29175811473882,0.0438075819134231,-0.0852366591945739,-0.0131580274968231,0.221611734209189,0.221053531863174,0.0419327750934957
"STE11",0.608748642710251,0.295867585242247,0.904528615900892,0.266104897421569,0.497791640224895,0.205855806367174,0.529560309771819,0.349641848537574,0.0818261734810826
"CAALFM_C203780CA",0.179534766287501,-0.180462541961265,0.320374391219004,-0.0829888454839574,0.223671034080295,-0.0931337003051273,0.0449949898736467,-0.0437344911228509,-0.0660255825232559
"ASR3",3.40261809163317,1.17893411255464,3.58094398144014,0.559581274847341,1.87807448766477,0.756335915183721,3.21187248637706,2.10409988683754,-0.00432413410537503
"CAALFM_C203800CA",0.233641544612823,0.0835740541802353,0.415933927759661,0.230500579993032,0.431926872236216,0.195103625559615,0.29923936143966,0.29996702754426,-0.0057733087918822
"RPL21A",-0.5981705065267,-0.425990443218875,-1.22244551935003,-0.107589345191156,-0.385731737466946,-0.0726350386817912,-0.493324753919115,-0.253129584633274,0.0140793554910712
"RPS9B",-0.679984475712733,-0.722895908656521,-1.37754020065963,-0.432038228903058,-0.508532057805058,-0.300969632055019,-0.646056713529407,-0.581301751535652,-0.010013574395858
"CAALFM_C203830WA",-0.614049283025289,-0.077817972232813,-1.31953148275654,0.242198479926758,-0.673750156354272,0.193383036369834,-0.576616355586723,0.0504014223619726,0.108806595038123
"INO4",0.225537969593185,-0.385728421719485,1.11144618324509,-0.0830731531197483,0.209802269699431,-0.230263573565465,0.38630961767654,-0.00736165702351463,-0.0650402868641688
"tR(UCU)3",-0.00349755102588752,0.0301432627243181,0.0751105369494486,-0.00172673072718992,0.0204294035248493,-0.00147934483285648,-0.00299616145650036,-0.00193672091853749,-0.000216580411631557
"tF(GAA)3",-0.0349443183522148,0.0964122854072344,-0.281506652046655,0.0288487530598674,-0.0926906622215957,-0.104866046291976,-0.129871985918404,-0.139565228097626,-0.0150101003660582
"GNA1",-0.170352206779693,-0.380409137230664,-0.626645739911656,-0.225511931658335,-0.0727344080333064,-0.203950229041335,-0.119061441303599,-0.270820864230309,-0.124163732212528
"CAALFM_C203880CA",-0.808618330623076,-0.497685401751805,-0.98390778501525,-0.496670353678935,-0.559401619605634,-0.435436320525287,-0.887476957268995,-0.64352876942822,-0.172175851182117
"CAALFM_C203890WA",-0.152944411183254,-0.547909828317425,-0.256413474183679,-0.254353543974814,-0.160575844776966,-0.228597326284475,-0.160691113797241,-0.0875199591260593,-0.0250329401286374
"CAALFM_C203900CA",-0.264403465225999,-0.317661453093073,-0.389852800021414,-0.2352192361929,-0.202014224129231,-0.0986389417619949,-0.221316014454098,0.0797542557635402,0.0143781755329419
"CAALFM_C203910CA",0.16748580289914,-0.0588467930314343,0.202575174932403,0.0353038943573167,0.298336469912395,0.115692941819221,0.334060355315527,0.158952009192151,0.024588991237364
"GPI13",0.238157990078856,0.12576117201797,0.0117279551547759,0.136189835734383,0.0888351378704671,0.134020892111625,0.130634059176356,0.123465335134439,0.0358699235571103
"CAALFM_C203930CA",0.0459580091757655,-0.119268620746196,0.0949264679510779,-0.231547089168129,0.0226081704226603,-0.106023124426441,0.0289773206979644,0.0861282134515699,-0.0417375352242928
"SCH9",-0.333133684822498,0.151100194548276,-0.895087101024796,-0.343837333508738,-0.403873502215132,-0.128264243954527,-0.542719781769736,-0.376525597925297,-0.0509280923630879
"CAALFM_C203950WA",-0.995890993798976,-0.998476456579877,-1.68348111883482,-0.34939891102189,-0.945941967682272,-0.412370829000558,-0.79989341486297,-0.462111959025101,-0.0403007592880913
"RPL39",-0.83238387334994,-0.699990078037166,-1.6396110215687,-0.603826353950931,-0.616457190252449,-0.477455488230385,-0.845942328933463,-0.837945805721559,-0.045745823582395
"CAALFM_C203970WA",0.201302884821141,-0.6008717815775,0.386416965769477,-0.235122716044958,-0.16283022867484,-0.425552461738518,0.27303976017499,-0.000424716674479249,-0.0492045595517383
"MED1",-0.342067088821331,-0.427012119139475,-0.641281416755851,-0.142071964695761,-0.415675182254506,-0.118005407971418,-0.26183989812354,-0.0514167846846452,0.0242964650504835
"GCD7",-0.359902170293137,-0.148718198343258,-0.549413120499348,-0.0133504954530553,-0.142253452896266,-0.0405740711705623,-0.366360604943621,-0.21479770570915,-0.00683068048739979
"CAALFM_C204000CA",0.438816560186925,-0.272280660847652,-0.526498802785066,-0.0292298245674176,-0.049341111537149,-0.0683267468654582,0.0693055226548757,-0.182262051023973,-0.00987913308600914
"HSP21",7.97614935123019,0.00364225960399269,4.41346335568179,0.0247823090361593,0.238683349027432,-0.00522146274482192,6.15442569160991,0.0935242735322671,0.00254567468959404
"SDS22",0.431972002917134,-0.0770630024197753,0.346453524822605,-0.0420609345455079,0.128599753899526,-0.053726314519349,0.343502528112665,0.0131093949006014,-0.0486167795491553
"ACP12",-0.622187824425689,-0.715807636178193,-0.977324105299648,-0.331227332504571,-0.577101149785164,-0.32929026148617,-0.358143800903823,-0.27680948779401,-0.0224182246423327
"DCK2",0.66641010722626,0.425072045240477,0.971015412912749,0.48740593170473,0.620364741426245,0.530905717247096,0.594704023136797,0.476501243200568,0.232428728446865
"DCK1",2.23305654481095,2.48139504996889,2.11745838895845,2.32539626295238,1.54083515148201,1.52025102033636,2.18429039408121,1.42920619466272,0.0480730729170144
"SSY1",0.660506338174945,1.36547321906682,0.905693760179018,0.722578543270534,0.511064751116378,0.704328577210458,0.451682282860006,0.652261043890463,0.248529214421941
"CAALFM_C204070CA",-0.0181063097423848,0.378514912367145,0.171711064872315,0.0911361201544452,-0.0608235012150274,0.0300281936576797,-0.0565539894595479,0.0338550065432789,0.000530742874694809
"CAALFM_C204080WA",-0.291951118439988,0.503715046218595,-1.17293023818184,0.196549344644806,-0.924563070520522,0.173560806272903,-0.165060963630644,-0.0247394798625513,0.069556639433961
"CAALFM_C204090WA",2.2452178435739,2.15088862780616,3.17528276495535,0.805064921622759,1.36414277636025,0.108999175110996,2.36504121925153,0.84475141839895,0.0306076910868657
"CAALFM_C204100WA",0.556411439846993,0.430036290643454,1.00548064722489,0.362777942821549,0.482774562488789,0.162956763708717,0.480514470954491,0.646779617831969,0.0729613821251567
"CAALFM_C204110WA",1.2966827643523,0.572350207512177,1.98398761397647,0.289301896862013,-0.00788855279302857,0.125128753866766,1.4972404202042,1.35237951818265,0.0440144449591808
"CAALFM_C204120CA",-0.614540611527004,0.396116768757282,-1.55507670552574,0.258142175348597,-1.07631422071423,0.239604901353465,-0.563050914318785,0.152848884047219,0.0815042280734338
"CAALFM_C204130WA",-0.0574674735755245,-0.0163986735763063,-0.0750778087421591,-0.0693424722902965,-0.10293976848364,-0.0666372287467833,-0.136215411855008,0.179667016431192,-0.00665843611622585
"CHS5",0.267045911197447,-0.0225626860340892,0.316044979729698,0.144888360630191,0.41220259346443,0.20120771864121,0.260341401469995,0.0922733266735887,0.0929396540686972
"VMA7",0.128661364286172,-0.0088719636465758,0.42105760276869,-0.0155847515211064,0.379011952818131,0.0259449959163417,0.264382426222703,0.131674731101575,0.00812222009466423
"CAALFM_C204160WA",-0.563248826491977,-0.767876638853342,-0.791748972395251,-0.412816339402888,-0.333815711649281,-0.415772275276762,-0.316948913742473,-0.26937795093201,-0.041397623249648
"CAALFM_C204170CA",-0.230300845838839,-0.726143193830972,-0.40858514021676,-0.432032943122548,-0.468159123632453,-0.420466271331858,-0.128553839519718,-0.169352490329841,-0.0143538239694061
"CAALFM_C204180CA",-0.280532288238341,-0.66213795508539,0.0642946924164699,-0.546518667452683,0.285779759368853,-0.357176796205247,-0.0279867997887783,-0.514550074666672,-0.320372776305601
"UGA1",-0.462700961320852,-1.1441731878352,0.359198330174718,-0.806761224605192,-1.66473182782691,-2.11777743675259,-0.923447517801311,-1.68858982757506,-0.0300940167663187
"TBF1",-0.222215623509776,0.23866727218672,-0.495869737659466,0.066562437528578,-0.278259074912082,0.0301069464769878,-0.179401327584561,-0.0393357350399107,0.0197879863554791
"STE4",0.683310573993941,0.593546706107084,1.1808766847459,0.596928143415367,0.599594760902434,0.635935364819217,0.67367134159319,0.47544801587415,0.276540436988007
"TAF14",-0.491586993839344,-0.484708563765039,-0.641151471891401,-0.308681099238617,-0.430761838776037,-0.262341474831854,-0.357046582680163,-0.195783809742855,-0.000175952077631081
"BAT21",-0.900308298144354,0.0635361949684956,-0.613377296518722,-0.294313356992247,-0.610056808376166,-0.587205420533987,-0.999772707719559,-1.12827770261134,-0.0850644537545736
"HYM1",-0.136815021499571,0.19638313536818,-0.326240411571891,0.149256095590784,-0.10219435092039,0.0624950604507275,-0.169070795951691,0.209083068412275,0.366726832073107
"VPS36",-0.316394585197798,-0.0767890701272078,-0.438924014796668,-0.269346988898424,-0.307443509600676,-0.119683714206563,-0.222110022406571,-0.0931042329473861,0.00286227656210651
"SSN3",0.239400637150112,0.054053576090069,0.362951186783039,0.177578251367175,0.158723969615807,0.217775424722142,0.230774503227583,0.726951552826203,0.287449141370015
"CAK1",-0.0720489323700329,-0.0494564640506588,-0.272398762423158,0.0103168220108505,-0.132267504479927,0.0627738646355576,-0.0492696998733683,0.0441686332197484,0.00628149807724532
"CAALFM_C204280WA",2.00188238920552,1.93441962838618,3.8763311192922,0.490622812740681,1.07633059631401,1.25515460021405,2.22364941876561,2.69978972437858,0.0324211969649364
"RIM11",0.250209430960378,-0.00271178462361086,0.749794531835887,0.0382220435980384,-0.0428226401797268,0.213568915495211,0.535669563490743,1.02395057245163,0.0938483368274245
"CAALFM_C204300CA",0.445717388664846,-0.105138835283916,-5.44555476481043e-05,-0.378517950469903,0.209100911755783,-0.300789679391759,0.170189945507221,-0.0972713785562078,-0.181631038704225
"ERG10",0.617845733465276,-0.250070157446754,-0.0173235629809095,-0.171830156293295,0.231514465585632,-0.0454273149973974,0.223591984203693,-0.0194253350031721,-0.107831387473164
"CAALFM_C204320WA",-0.237548994020227,-0.305699770980614,-0.454289281860016,-0.3924104728709,-0.319816534306341,-0.10356096841562,-0.227923021849993,-0.133864885686927,-0.0385338815594612
"CAALFM_C204330CA",0.0657839178270174,0.0868342156566713,0.230735125170698,0.207526257419331,0.378133425908847,0.205745068538553,0.0418269960027797,-0.171856942992848,-0.0359455743757708
"CAALFM_C204340CA",-0.859199972710002,-0.315429648482278,-0.292512428981014,-0.568814630871159,-0.810824947530374,-1.14678678834622,-0.780982927049908,-1.3496744406694,-0.691759573785138
"SUV3",-0.657761554068197,0.130102592356828,-1.62964712215398,0.148196082061757,-0.887315356437601,0.175786022246967,-0.544090750750005,0.0186341827520058,0.0772201831980661
"CAALFM_C204360WA",-0.0382749995381381,0.097309498907803,-0.135896611413405,0.0904672039353153,-0.0138997249657757,0.152142032763749,-0.104897521345264,0.0371347816154671,0.0320691891908112
"CAALFM_C204370WA",-0.506859605110329,-0.56305169953478,-1.11838830815339,-0.286023114908224,-0.449023063859196,-0.11258354564806,-0.461487033502199,-0.349146495499959,-0.0155505392128239
"CAALFM_C204380CA",-0.285302186458188,-0.132332008083391,-0.447999816191888,0.101170927305782,-0.209058258590613,0.203834411463202,-0.236530690169507,-0.0607108069501756,0.106952192011621
"CAALFM_C204390WA",0.0692844558163029,-0.115082216277612,-0.0597821829922433,-0.00732565225795837,0.0429634863120145,-0.0216281925361227,0.0570007541021427,-0.037424153774793,-0.0838324161221294
"CAALFM_C204400WA",-0.296569195239368,0.189485461043249,0.0566725125420704,-0.111412292915801,0.0729762349076035,-0.0915614317221487,-0.273624107607101,-0.295238423013088,-0.0153467519342831
"CAALFM_C204410WA",0.595131571532867,0.153929705756551,0.896907770468662,0.141149725000902,0.707973789025286,0.270504500682568,0.596634867966074,0.118142722017941,-0.147976785421369
"IFA4",0.542450235673241,0.373380663219136,0.440133693636804,0.764342838013741,0.133627541327955,0.532078951502215,0.532895914935246,0.65725781616867,0.129031365127846
"CAALFM_C204430WA",0.390981249556335,1.30568263772878,0.601846643114702,0.107548219749218,-0.167659499460809,0.0584579933086906,0.199133065609503,0.0119667699102457,0.00532072123483508
"CAALFM_C204440WA",0.724014987441263,1.66695760104016,1.01040483665994,1.48709984741854,0.823711610064178,1.52334707891689,0.585407438838556,0.582968913784784,0.935063337557675
"CAALFM_C204450WA",0.215283470616593,0.838130258139836,0.577439599420362,0.690680815814105,0.411307527351389,0.623205543402784,0.237697818749938,-0.0952793889593443,0.000790256497149896
"LYS22",-2.30649153166983,0.498929890315508,0.138826833839181,0.0582138949267942,-1.6261623918003,-0.0922174351126503,-1.55033060607972,-0.630404924199934,0.00972182027004032
"ADH3",1.65140685850779,1.16638964460364,3.07767344029071,0.695138945568904,3.55711543221328,0.309315692325616,1.85356877430639,0.557294318752383,0.00803132708156535
"CAALFM_C204480WA",1.09127736189668,0.635297361201931,3.17880704734608,0.921743541231246,1.51863342977587,0.197541176822255,1.39029371044997,0.658682693530221,-0.0234111257634458
"CAALFM_C204490WA",-0.131540139995285,-0.313320639303987,-0.0289204443971934,-0.210487406480829,0.36679166734633,-0.0856730766703432,-0.155009896375739,-0.206819546066805,-0.0139971637054074
"CAALFM_C204500WA",-0.0577473737795901,-0.716431839819944,-0.128189139275627,-0.208566823269083,0.000833919165996139,-0.407667718255785,-0.0516358270984912,-0.338361577464017,-0.0475627848827127
"RIM2",-0.906248773848756,-0.370935033583449,-1.79550092853223,-0.371728706425978,-1.18429394565955,-0.360643560376763,-0.943737377766692,-0.40620736459403,-0.0212768787623222
"CAALFM_C204520CA",0.120913818869447,0.691744726451813,0.0368560498936607,0.820458755643231,0.127204446989887,0.777752184141418,0.272727096589535,0.688426727509487,0.541944536843432
"MED8",0.0208079481135756,-0.0232255246752716,-0.160809310012959,-0.0608906307727873,0.0887198230023501,0.0770392056291136,0.00487302819842483,0.0827976999211396,-0.0374912035606242
"GDT1",-0.162045055947628,-0.368861587652189,-0.205172102399259,-0.343202424317678,-0.115584925244485,-0.341698334561561,-0.25528924655541,-0.558298552108116,-0.0573918913895286
"NDH51",-0.555445371596072,-1.36372566466415,-1.16359052139222,-0.279971285682962,-1.1091862446451,-0.317651837572209,-0.301820946265784,-0.158953239832471,-0.0016204478620052
"KTR2",-0.283653542985542,-0.280365202487922,-0.617581869090375,-0.519481846364074,-0.298790170139323,-0.362091632434415,-0.257097537733879,-0.459950410393782,-0.3627898061428
"CAALFM_C204570WA",-0.600336082973206,0.125594124358799,-1.49236898316026,0.121468569281026,-0.927181062179066,0.0561065181740338,-0.618022551281528,-0.00513236259885118,0.0264137055080707
"ERG20",-0.137412294827644,0.124854869336041,-0.087405209204626,0.665469912982173,-0.181318493397862,0.0678815780586532,0.0869809690272819,0.252958735361522,-0.0410841571994811
"QCR8",-0.548925381118697,-1.03464708052031,-1.05900636085319,-0.351315792212935,-0.842762336705709,-0.398928526439716,-0.386414523520343,-0.247069498041794,-0.0102496402253225
"RPL17B",-0.798530630564567,-0.61991619212545,-1.67545950629786,-0.286291110428748,-0.653927427398014,-0.245531028969529,-0.718016774419827,-0.550994968831992,-0.00488644431238046
"CAALFM_C204610CA",-0.276878391317809,-0.94326157904233,-1.74249992792352,-0.48545656518971,-1.26944081220021,-1.41089522934167,-0.193703134124042,-0.394175473565057,-0.0526384388521707
"CAALFM_C204620WA",0.146662495335911,-0.0492213941368814,0.105233347126721,-0.0520964802459121,-0.0234064764270543,0.0575335863133729,0.195782846767873,0.104211127981958,-0.00120669872936471
"SNU114",-0.349446613609399,-0.0445244825975602,-0.69031184197594,0.0206761240943153,-0.542993687881449,0.113085862467229,-0.341875819405291,0.0155216568270529,0.0652613545240483
"RPB4",-0.80073522823614,-0.913144538045017,-1.36853091972323,-0.739341717072739,-0.841164136268897,-0.546134329298692,-0.736458678795722,-0.650673498601332,-0.38217773488112
"YAK1",0.262140874589029,-0.121912164627151,0.934018670685781,-0.0774102834638528,0.0613811345758072,0.00497673967297275,0.223071874750332,0.264265987143421,0.0368964485645643
"CAALFM_C204670WA",0.429948353545033,-0.0210686802206032,0.0236446379634438,-0.175199645079168,-0.228625894862595,-0.0439652110635939,0.139063863678796,0.00846923864002086,-0.0304081736629011
"TIM17",-0.697916062583152,-0.429555810246929,-1.01103644844892,-0.124142508765039,-0.768118873114553,-0.278770864124031,-0.413799023836694,-0.216396754774831,0.0419274183062564
"TPO5",-0.0117301104601344,0.160733791645348,-0.416701624462248,0.0416435114475544,-0.0551234752915445,0.00237678485235707,-0.163548905463693,-0.187953293978318,-0.0100366017940392
"CAALFM_C204700CA",-0.258453392814443,0.350504763059439,-0.984280270797441,0.144254956094196,-0.723038247803236,0.126026797575054,-0.339549683715025,-0.0934175374639275,0.00914904122606696
"URE2",-0.354972863773807,-0.685303952104789,-0.520570774594393,-0.472973346787784,-0.254307500454484,-0.420590918244695,-0.286800387558624,-0.463552834181609,-0.0911285466110764
"FGR51",0.797873169675661,0.692732692531165,0.98731036426005,0.549006306452407,0.697817239011366,0.58475875210687,0.771711379787322,0.506129051483661,0.0111539902906349
"CAALFM_C204730WA",-0.24561686370765,-0.057205883991706,-0.575771071384099,-0.219028223009973,-0.421415887233808,-0.199568560976871,-0.280758919902984,-0.136628979289637,-0.153010334044155
"CAALFM_C204740CA",0.31002384553466,-0.0374527441524745,0.316662796661676,-0.208014903456553,0.357590541728835,0.0619236203130988,0.117660744649564,0.062942262882407,0.00279176978155886
"CAALFM_C204750WA",0.373633164448372,0.467321168969994,0.447925354631097,0.244316275369174,0.213441166622232,0.209834585389214,0.423329972665572,0.461048219031596,0.277125554726039
"KIC1",0.319476115493547,0.511220840959342,0.223481004539912,0.272906062651554,0.0511124183745145,0.304319562181224,0.31236930413123,0.317097379800275,0.241042466020454
"CAALFM_C204770WA",0.187302909150765,0.362096482239873,-0.127067349557742,0.233328230558917,-0.0947074086612779,0.530088745299171,0.237512512884971,0.363930086669162,0.282637453507935
"CAALFM_C204780WA",0.00472346736263061,-0.205232714924228,-0.215806965579163,0.0523123988093037,-0.0514357409299618,0.141317775363788,0.000832302929495258,0.116194621396029,0.0921278019582988
"CAALFM_C204790CA",-0.821275879834894,-0.902637758896313,-1.52767545832894,-0.540443010308514,-0.893850701163227,-0.496752211741735,-0.637065004370649,-0.502880491041061,-0.05030904412655
"MDM10",0.0622261838662608,0.268126498082538,0.0252987866065725,0.297290853917704,-0.247989647174152,0.16000836249221,0.134240991523012,0.232750871237232,0.181960969245761
"HIS3",-0.953636307837393,-0.325707541065698,-0.808663461174115,-0.184130833889863,-1.11117510393365,-0.493910065735088,-0.7310562693425,-0.686322041328285,0.0269302337012119
"CAALFM_C204820WA",-0.829552896725276,-0.284841945778828,-1.77143728135106,-0.0685918265108442,-0.924094221028074,-0.0796623509107192,-0.681840099325833,-0.192857228962715,0.00172847470156166
"CAALFM_C204830WA",0.149028235247049,0.247294572398628,-0.0932133687881572,0.246325685005109,-0.478873166079319,0.0131013739834445,-0.226673410544556,-0.210623337222761,-0.0578208846499546
"CAALFM_C204850CA",0.00538913755779722,-0.333896571910873,0.298736340349992,-0.164153278528001,0.0949147348360666,-0.133087211463688,0.0738547758907969,-0.110459856664638,0.0898168370893661
"PZF1",-0.48271627523865,-0.0646008087052131,-1.24277691608031,-0.13686087611386,-0.959144116197104,-0.166231141189615,-0.621326444117265,-0.306281338527109,-0.0464035601579493
"CAALFM_C204870CA",-0.137879235495028,-0.0636970294213187,-0.344254204572814,0.075964080848683,-0.151430979098749,0.0972373620169487,-0.0929749092354952,0.0712081785031578,0.081314315545802
"ARH2",0.104416165469896,0.223047892257406,0.124030753516134,0.237985476531525,0.113681255671821,0.209044811451949,0.0538594223998399,0.185521702935178,0.0176519312170523
"tD(GUC)5",0.112790076330002,-0.0207961786552538,0.244541931022874,-0.05486267419851,0.0526262774166143,-0.046464378995912,-0.0117677061300842,-0.0602047117595654,-0.00712523433675006
"tG(GCC)3",-0.0768882608706282,0.193057694220116,-0.540521124772347,-0.0442251979396788,-0.0983131384320992,0.00794610536549563,0.0380458577986424,-0.111513755564153,-0.0118753771526627
"CRK1",-0.271914792118453,0.131983372765867,-0.537857919484667,0.0133166105620917,-0.0646038139209179,-0.0199783663327942,-0.25586861844738,0.109752014678313,0.00121586913552416
"ITR1",0.295270594487821,-1.16599034698054,3.21201927225722,1.15874582739887,0.306728485636027,-1.39762684660942,0.0204332432026822,-1.38555327770428,0.0114280157239433
"CYT1",-0.674474649286829,-1.33964976171574,-1.50388377011148,-0.441518136559075,-1.24197659963955,-0.407487808533269,-0.39815432749659,-0.211299957923656,-0.00788571803448525
"CAALFM_C204960CA",-0.199006672724219,0.0403157579942507,-0.396482616529281,0.0497666806248638,-0.246825400988719,-0.0275053310625927,-0.155516205468729,0.0222590306537889,-0.00915760014899118
"ABP2",1.97296076628741,0.961142099079438,2.66473098056854,0.805821204166893,1.77261217465877,1.17814235417325,1.75242316614387,1.45903917863795,-0.0112390408010692
"CKA2",-0.372895542254517,-0.0474076629501145,-0.640383944499653,0.0258713603691224,-0.487234380047871,-0.049615109108382,-0.335757384719055,-0.0846307054294951,0.0356764589990672
"CAALFM_C204990WA",-0.107753003855184,-0.135392430933065,-0.05991967906251,-0.148035226849956,0.00844966495863612,-0.261808409516575,-0.151044754885785,-0.0870507834767354,-0.107948117444808
"MRPL10",-1.05420225698866,-1.23979105770884,-1.91021749000765,-0.720182088450578,-0.900627846232411,-0.706406938831569,-0.904580882732409,-0.754806730624631,-0.10384529191475
"tT(AGU)4",0.0189984125347666,0.00222266022817085,-0.107686412575382,0.0118235373926662,-0.0360401392252429,-0.0162572077083763,-0.000939471664835849,0.0112114143180823,0.000421667730893261
"CAALFM_C205020WA",-0.316286416015786,-0.0681764488150213,-0.421952306890305,-0.0294431093955205,-0.128000594610335,-0.0434531059741088,-0.147166694370497,-0.0169036507508612,-0.00183377004227705
"RHO3",0.292245323334716,-0.0759564343350876,0.485565835104581,-0.00580271844277036,0.538707574788123,-0.103161427846579,0.271469977188842,-0.231964781081382,-0.117450937288162
"CAALFM_C205040CA",0.233344449946404,0.279272334166103,0.128967370086024,0.217396729254942,0.242376021442271,0.14119844744667,0.136080818024,0.0398594810820199,0.00468835641256237
"CAALFM_C205050CA",0.12997329683489,0.339264180074679,-0.300146115184571,0.210588734884615,0.0181425480516344,0.177174360912946,-0.118004228405255,0.106427277503404,0.0626879014252865
