"","condition_LS3_vs_ctl"
"ERG2",-0.605090631680134
"CAALFM_C100810WA",-0.385748198831765
"CAALFM_C100820WA",-0.0115339053991402
"CAALFM_C100830WA",0.476562084843157
"NRM1",-0.177690777694783
"IHD2",2.01837685987069
"CAALFM_C100860WA",0.0183153830249306
"LRO1",0.470270973085206
"CAALFM_C100880WA",0.195928652406545
"CAALFM_C100890WA",0.0416073020755212
"RRS1",0.119103112698458
"CAALFM_C100910WA",-0.674993527413829
"CAALFM_C100920WA",0.0779335913767398
"SIN3",0.0116564902097515
"RPB11",-0.252673718790293
"CDC5",-0.523312861976789
"SET1",0.0276398290298444
"CAALFM_C100970WA",0.0369983244272819
"CAALFM_C100980WA",-0.537447699635639
"NMA111",0.113006488312116
"CAALFM_C101000CA",-0.419657840733215
"CAALFM_C101010WA",-0.260633673836744
"tA(AGC)4",0.0586986112233038
"HMT1",-0.0278743817607088
"CAALFM_C101040WA",0.213990716746584
"CAALFM_C101050CA",-0.192766208704004
"MBF1",-0.337069032461375
"CAALFM_C101070CA",-0.118888290373883
"CAALFM_C101080WA",0.184457090373992
"CAALFM_C101090CA",-0.242379750247997
"CCH1",0.544796826422521
"ZPR1",0.0357908339425449
"CAALFM_C101130WA",0.14064762644857
"CAALFM_C101140CA",0.212837524360421
"CAALFM_C101150CA",0.103967139576371
"CAALFM_C101160CA",0.187760822807882
"ZCF17",0.0260894016903527
"CAALFM_C101180CA",0.0128348597186543
"CAALFM_C101190CA",-0.0865341271984408
"STB5",-0.488289753267168
"CAALFM_C101210WA",0.281043493193677
"CAALFM_C101220CA",1.55040544487096
"IFD3",0.311176601860023
"CAALFM_C101250WA",-0.779114429732163
"TRS20",-0.120536138561555
"CTA9",-0.234158280233426
"MED22",-0.0375950857648
"CAALFM_C101290CA",0.110540081915041
"CAALFM_C101300WA",-0.391803329927956
"MRS7",-0.262574688783888
"DUT1",-0.762349268782788
"CAALFM_C101340CA",0.148470700326873
"TIF",-0.181201312251387
"CAALFM_C101360CA",0.314855787189719
"RPS21B",-0.10835687454138
"TRM2",0.178498167367072
"CAALFM_C101390CA",-0.0931795080256106
"CAALFM_C101400CA",-0.0348327769997518
"CRL1",0.507625896404766
"POX18",0.0257048291210935
"ABC1",0.356859775334727
"CAALFM_C101460WA",0.190943689691479
"CAALFM_C101470WA",-0.167187693825462
"RPS21",-0.195197655855053
"CAALFM_C101490WA",0.228387036768617
"CAALFM_C101510WA",2.5320409337069
"SOD2",-0.395014630938891
"CAALFM_C101530CA",0.00725589550762764
"CAALFM_C101540WA",0.145785613526392
"VPS17",0.278931649078386
"SIZ1",0.0569016830226063
"RPB7",-0.476103617647282
"CAALFM_C101580WA",-0.352690726434515
"CAALFM_C101590CA",-0.184255971157479
"MRP20",-0.536941850166805
"CAALFM_C101610CA",-0.0401291139382349
"CAALFM_C101620CA",-0.313587650433559
"CAALFM_C101630WA",-0.286839496846948
"RPS42",-0.765295763504303
"ISN1",0.225722637062599
"tS(UGA)1",0.0219809814540227
"ESP1",-0.0551442988443955
"CAALFM_C101680CA",-0.693823818545747
"LSC1",-0.105389784708462
"ARP8",0.0226775604964756
"CAALFM_C101710WA",1.61051549254775
"CAALFM_C101720CA",-1.50258664517157
"tA(AGC)3",-0.00118010179586582
"CTN1",0.474562655275358
"CAALFM_C101750WA",0.257577719486829
"FGR38",0.422219423690635
"MAK32",0.184084754121108
"HOL4",0.149853311247997
"SWI4",-0.105153649432507
"CAALFM_C101800WA",-0.0442463818133274
"UGA2",1.04594995093657
"CAALFM_C101820CA",0.107283069514024
"UBC8",0.0488818389995499
"CAALFM_C101840CA",0.590789058516594
"CAALFM_C101850CA",0.068449579768991
"CAALFM_C101860WA",-0.228526922279102
"CYS4",-0.0248029679420288
"PTR3",0.254654338875732
"CAALFM_C101890CA",-0.0199080033014816
"CAALFM_C101900CA",0.0775013450386307
"CAALFM_C101910WA",-0.0651613887976507
"ROA1",-1.14530537043145
"CAALFM_C101930WA",2.0119309830649
"CAALFM_C101940CA",-0.0521118786001428
"CAALFM_C101950CA",-0.0971953132520523
"CAALFM_C101970WA",-0.0995812068455865
"HGT1",2.77885730714107
"HSP30",0.0635453101467957
"CAALFM_C102000WA",-0.300946182723956
"ZCF24",-0.0412106457813718
"CAALFM_C102020WA",0.476990022781338
"CAALFM_C102030CA",-0.0217716024047595
"CAALFM_C102040CA",-0.621183817077267
"PHO91",0.817543025784256
"CAALFM_C102060WA",-0.218728889148795
"HSP31",-0.0791133377993856
"SET6",0.163445532088575
"CAALFM_C102090CA",0.25699929661874
"CAALFM_C102100WA",0.229148529560555
"HGT2",-0.0140192755131101
"SHA3",1.54208700232444
"GAL1",0.03542736206996
"GAL10",0.133170781481614
"CAALFM_C102160WA",0.259124290591712
"GAL102",0.0727202013214968
"GAL7",-0.0863894017843652
"ABP140",0.149441055549305
"CAALFM_C102200CA",0.381673624627968
"CAALFM_C102210WA",0.215063736191132
"CAALFM_C102220CA",-0.0237699261452979
"SEP7",-0.0204303906002854
"CAALFM_C102240WA",0.018176306849282
"CWH8",1.31869951426701
"AGE3",-0.638082998634824
"CAALFM_C102270CA",-0.0136493879120921
"PSY2",0.0459032516539492
"CAALFM_C102290CA",-0.456365800450295
"CAALFM_C102300WA",-0.453212665511065
"CAALFM_C102310CA",-0.00391177985415446
"CAALFM_C102320CA",-0.128175599392489
"CAALFM_C102330CA",-0.564553542727766
"tR(CCG)1",1.0417161736603
"TIM21",-0.557668144996738
"PGA5",-0.639412678082094
"CAALFM_C102370CA",-0.0879873579066695
"CAALFM_C102380CA",-0.2295970075154
"CAALFM_C102390WA",-0.0217692537867719
"MNN11",-0.50115971823622
"CAALFM_C102410CA",-0.566235950843531
"GSC1",0.245879820537996
"CAALFM_C102430CA",-0.282727061964056
"CAALFM_C102440CA",-0.224652678957958
"CAALFM_C102450CA",-0.183692772894499
"RPL10",-0.170808725324477
"CAALFM_C102470WA",0.053039117666632
"PMM1",-0.236760404756875
"CAALFM_C102490CA",-0.567286483515129
"CAALFM_C102500WA",-0.324334896464636
"CAALFM_C102510WA",-0.0856768449448392
"SCW4",0.111891092932909
"DIP5",-0.138489605507179
"tR(UCU)4",0.025776041998557
"PUT4",0.139971734977119
"HNM4",1.54065817930778
"SNZ1",1.84574242599381
"SNO1",0.816135572364608
"IML1",0.21698516944767
"HOM6",-0.177951766483055
"EXG2",0.209933462669749
"TOM20",-0.429418291793062
"CAALFM_C102650WA",-0.439711116543756
"MGM101",-0.21173546063003
"CAALFM_C102670CA",1.21926338505834
"CAALFM_C102680CA",0.491991799459291
"CAALFM_C102690CA",0.17991886846869
"CAALFM_C102700CA",0.942859934857448
"FRS2",0.0080441114347267
"CAALFM_C102720WA",-0.144666397668083
"CAALFM_C102730WA",0.121364999056711
"CAALFM_C102740CA",-0.0450352625165794
"CAALFM_C102750CA",-0.339657551008887
"CAALFM_C102760WA",-0.0866056975027328
"CAALFM_C102770WA",0.229416044076551
"CAALFM_C102780WA",0.271224176955116
"TIF34",-0.0921964687582407
"CAALFM_C102800WA",0.438294370740314
"RAD16",0.343383429910657
"LYS2",-0.0656348115414048
"CAALFM_C102830WA",-0.186009959663785
"PDE2",0.92352566167076
"CAALFM_C102850WA",0.101903863218959
"YKT6",-0.045336039792907
"YPT7",0.0387092559841509
"MIA40",-0.845546232456367
"CAALFM_C102890CA",-0.225512165057152
"CAALFM_C102900CA",0.370992541548664
"CAALFM_C102910CA",0.245498713112357
"CDC73",-0.512560235223385
"MST1",-0.365742390286786
"CAALFM_C102940CA",-0.0340649209106616
"CAALFM_C102950WA",0.307247823771286
"CAALFM_C102960CA",-0.102827194623645
"CAALFM_C102970WA",0.0569489333064819
"GOR1",-0.0413591447993281
"XOG1",1.55339833308793
"HOL1",0.706641395990049
"RPP1A",-0.314309267350509
"RPL13",-0.298943387627376
"RPS16A",-0.16611565580425
"CAALFM_C103040WA",0.511092074824862
"CAALFM_C103050WA",0.217877890911502
"TSR2",0.117407425275124
"ORC1",-0.194389562111728
"TEM1",-0.0740391685834177
"RPS1",-0.145486751862809
"CAALFM_C103100WA",0.264575898939847
"RPL6",-0.102597429959336
"CAALFM_C103120WA",0.22433959053686
"GGA2",0.0354032288309175
"CAALFM_C103140WA",0.349175122033687
"CAALFM_C103150CA",0.0692261215963688
"COQ4",-0.694122050566768
"CAALFM_C103170CA",0.147195690159881
"CAALFM_C103180WA",-0.011264393381124
"ECM33",-0.19988451736686
"ARO80",-0.2369449671579
"CDC12",0.0967453371471094
"BMH1",-0.187498503008295
"ARX1",0.142282889432049
"CAALFM_C103240WA",-0.0381006098878595
"SPP1",0.274522191053117
"CAALFM_C103260WA",0.272827157435088
"CAALFM_C103270WA",0.240949437076338
"CAALFM_C103280WA",-0.541542926120776
"NGG1",-0.0397520243006698
"MAS1",-0.565925491693543
"CAALFM_C103310WA",-0.313148026579598
"EHD3",0.0292906966018493
"CAALFM_C103330CA",0.383580377978198
"SEC62",-0.121304559912045
"RLI1",0.0250458853441104
"CAALFM_C103360WA",-0.208839222445769
"CAALFM_C103370WA",-0.307269576453985
"TPS2",0.301648530857181
"EHT1",0.186106585840839
"CAALFM_C103400WA",0.35918717298029
"CAALFM_C103410WA",-0.186771085104273
"tN(GUU)3",-0.10041861413387
"CAALFM_C103430WA",-0.144856168146952
"CAALFM_C103440CA",0.01804809064392
"CAALFM_C103450CA",0.15161080174221
"CAALFM_C103460CA",-0.952370813114239
"CAALFM_C103470CA",0.259029847255868
"AGE1",0.197920059136253
"CAALFM_C103490WA",0.128668746477144
"YPT1",0.124651472037709
"CAALFM_C103510CA",0.0361922280879268
"RPN3",-0.0659916215802945
"MED17",-0.180840720262805
"CAALFM_C103540CA",-0.0896427000827508
"COQ6",-0.562512639198339
"SUA71",0.0593333582736486
"tL(UAA)3",0.0153009631266531
"CAALFM_C103580WA",0.000128631877832187
"CAALFM_C103600WA",0.0425813205848196
"IMP1",0.124957283604116
"CAALFM_C103620CA",-1.00967159651026
"CAALFM_C103630WA",0.304846725832666
"HFL1",-0.258023160880501
"MRPL27",-0.286508890583455
"CAALFM_C103660WA",0.276337713613886
"DAO1",-0.0352011261863824
"ENG1",-0.400914550041213
"CAALFM_C103690WA",-0.257042249386769
"tT(CGU)1",-0.00224893717363122
"MSB1",-0.111912635632363
"CAALFM_C103720CA",0.15256805100919
"MNS1",0.171625777147553
"WAR1",-0.0638552446803907
"CAALFM_C103750WA",-0.0645313230379225
"STR2",-0.0492416971883477
"SKO1",-0.516740583443511
"HMG1",-0.359483410826193
"CAALFM_C103790CA",0.0283215980834679
"RPP1",0.278139716140451
"ELA1",-0.148462409322161
"PDR16",-1.11536186623478
"CAALFM_C103830CA",0.0792920228641869
"CAALFM_C103840WA",-0.160088050936197
"BNI4",0.0545465046373172
"CAALFM_C103870CA",0.184647098397978
"CAALFM_C103880CA",-0.0236111813902799
"CAALFM_C103890WA",0.0434839135805722
"SEN15",0.0209863942831183
"CAALFM_C103910CA",0.106340513928351
"CAALFM_C103920CA",0.152066653163415
"CAALFM_C103930WA",-0.321960135040129
"CAALFM_C103940WA",-0.713357589662161
"CAALFM_C103950CA",-0.243324331743001
"CAALFM_C103960CA",-0.343259271528698
"SPC19",-0.0317287654651155
"CAALFM_C103990WA",-0.326489766745677
"KTR4",0.0369242205797469
"CAALFM_C104010CA",-0.358797037786379
"CSH1",1.89821024459645
"CAALFM_C104030WA",-0.147484687598379
"CAALFM_C104040CA",0.136696780028014
"MFALPHA",0.127389945158972
"IFI3",0.686688751754056
"BET4",-0.409103506469668
"MAD2",-0.438565718025312
"CAALFM_C104090CA",-0.0445067909743931
"POR1",0.242123867553588
"CAALFM_C104110WA",-0.456094900301772
"CAALFM_C104120CA",-0.178263798479558
"ERB1",0.136153039134195
"IFD6",-0.664461696177566
"CAALFM_C104150CA",-0.319738939673121
"CAALFM_C104160CA",0.318538656147709
"HTA2",-0.0937275295895713
"CAALFM_C104180WA",-0.129104919435676
"CAALFM_C104190CA",0.0483922532518903
"CAALFM_C104200CA",-0.0205965489324548
"CDC3",0.316138380813145
"CAALFM_C104220CA",-0.408448534688263
"CAALFM_C104230WA",-0.0850517744660861
"HHF1",-0.209336945341382
"HHT21",-0.111028073591229
"CAALFM_C104270CA",-0.129371866330739
"CAALFM_C104280CA",-0.0271259302548833
"ACS2",0.375139581644956
"SSA2",-1.26055969817567
"GIG1",-0.691193804440487
"GPM2",-0.0487063275991502
"RPN4",0.147022033545301
"CAALFM_C104340CA",-0.348125580967057
"CAALFM_C104350CA",0.680861360653542
"CAALFM_C104360CA",-0.606066155499161
"CAALFM_C104370CA",-0.337030536926417
"SIT4",-0.101959374728829
"NOP4",0.252704669426101
"APE2",-0.8914711052925
"ESS1",-0.0775016080416708
"URA6",-0.670126622696209
"CAALFM_C104430CA",0.632124254448157
"CAALFM_C104440WA",NA
"FMA1",-2.543400107308
"CAALFM_C104460CA",-0.0484464194045122
"CAALFM_C104470CA",1.42640340106202
"TUS1",0.194860678311017
"CAALFM_C104490WA",-0.0283443424526665
"ICL1",0.0241016109347677
"CAALFM_C104510WA",0.0953999668426743
"PHO85",0.112444403226064
"CAALFM_C104530CA",0.214173938550995
"VPS16",0.0847004255650469
"ELC1",-0.302359464984372
"CAALFM_C104560WA",0.0144249819780453
"CHL4",-0.112424106986356
"CAALFM_C104580CA",0.339729723386979
"CAALFM_C104590WA",-0.000132574242657673
"CAALFM_C104600CA",-0.748126776319122
"ATP1",-0.758111505649743
"CAALFM_C104620WA",0.150482389590438
"CAALFM_C104630CA",0.170841205449266
"CAALFM_C104640WA",-0.0281683984267735
"DUR3",0.0355322115454497
"DUR1%2C2",0.107030955533321
"HAT1",-0.212955181095998
"PIL1",0.192522283248961
"CAALFM_C104690CA",0.057283698837454
"CAALFM_C104700CA",0.441614825253282
"CAALFM_C104710CA",0.178224332011201
"CAALFM_C104720WA",0.253477171723557
"LYS21",0.264535242114664
"LPG20",0.294379517408618
"IFE1",0.854759260879205
"SYG1",0.325828550845174
"ERG3",-0.0901687463000219
"CAALFM_C104780CA",0.160527539873538
"CAALFM_C104790WA",-0.0635095505051327
"CAALFM_C104800CA",1.26327374234737
"TCO89",-0.134056961844196
"CAALFM_C104820CA",-0.419712493000439
"SEC21",-0.00355374982812852
"CAALFM_C104840CA",-0.139487212174348
"CAALFM_C104850CA",0.152109710242405
"CAALFM_C104860WA",-0.14699161968958
"SAP7",0.262537965879114
"MRPL37",-0.199016872206111
"YBN5",-0.364084245147971
"MNN15",0.843123208020463
"CAALFM_C104910CA",0.285093650740467
"CAALFM_C104930CA",2.31672873570203
"CAALFM_C104940CA",2.24445939300711
"RPM2",0.093337470977474
"CAALFM_C104960CA",-0.0437073912884562
"CAALFM_C104970WA",-0.269628087857203
"CAALFM_C104980CA",-0.122432917350111
"CAALFM_C104990CA",0.00489060800915931
"RHD1",-0.156389389810997
"CAALFM_C105010CA",0.18924574914739
"ARG2",-0.00976305215843415
"PSF2",-0.0485407383630991
"RRP6",0.241474496825063
"REI1",0.135577519307127
"GPI7",-0.0804237045225714
"GPT1",0.477570736648357
"TRY2",0.188305033855747
"CAALFM_C105100WA",-0.223471199014283
"ARO4",-0.112014691767649
"CAALFM_C105120WA",0.389765571225127
"BRG1",4.45886182876966
"CAALFM_C105150CA",0.075489666935232
"CAALFM_C105160CA",0.15646844702468
"CUE5",-0.101412437771044
"CAALFM_C105180CA",-0.292458848096696
"CAALFM_C105190CA",-0.673442053926606
"CAALFM_C105200CA",-0.163118678037276
"CAALFM_C105210CA",-0.279514919484875
"CAALFM_C105220CA",0.255482354222572
"CAALFM_C105230WA",-0.788574923916508
"RPT1",-0.128489462204324
"CAALFM_C105250WA",NA
"SDH1",-0.0588626449045444
"CAALFM_C105270CA",-0.234217136422728
"CAALFM_C105280WA",0.0460067715994258
"GRS1",0.0544188045218479
"PRD1",0.723680734449108
"tP(UGG)1",0.0227449605377518
"CAALFM_C105320CA",0.142149252505754
"CAALFM_C105330CA",-0.238848193767879
"ZCF2",0.0632552568534729
"YPT53",-0.0744488794928021
"CAALFM_C105360CA",0.256612265359114
"CAALFM_C105370CA",0.17484293729311
"CAALFM_C105380CA",0.12386652324758
"CAALFM_C105390CA",-0.164653248049712
"CAALFM_C105400CA",-0.150166525021907
"TRP99",-0.245967238845247
"CAALFM_C105420WA",-0.449836314972596
"SPT20",-0.247528110373749
"CAALFM_C105440CA",0.208933013309527
"CAALFM_C105450WA",NA
"KOG1",0.030779291788386
"MTM1",-0.281069965566172
"CAALFM_C105480CA",-0.160784275708592
"CAALFM_C105490CA",-0.303914176542794
"RSM22",0.0724955324181723
"RPS27A",-0.0811781101828796
"CAALFM_C105520WA",1.13532923897893
"SSH1",-0.250745453980566
"CAALFM_C105540CA",0.0247667903046055
"CAALFM_C105550CA",0.0624284149356293
"RIB4",0.0855995207141841
"tN(GUU)2",0.0148122473188796
"tN(GUU)1",-0.0375087619127349
"tT(AGU)1",-0.00380119250652453
"GSL1",0.146885859080884
"CAALFM_C105610WA",0.250613064836909
"STE3",-0.207318838395507
"CAALFM_C105630CA",0.0147121644611406
"FAL1",0.195688332344306
"CAALFM_C105650WA",0.264756272743376
"CAALFM_C105660CA",0.00809261525662285
"CAALFM_C105670WA",-0.279030185291539
"RIM1",-0.432401202806065
"CAALFM_C105690CA",0.251715593107768
"AUT7",0.0989937207519533
"UGA4",0.734779577658155
"CAALFM_C105720WA",-0.201477383707763
"CAALFM_C105730WA",-0.610595051093383
"CAALFM_C105740CA",-0.146375940729771
"CAALFM_C105750CA",0.259068344076614
"PGA26",-2.09631864345659
"PRC3",0.177466785132775
"CAALFM_C105780WA",0.0342670468644177
"CAALFM_C105790WA",-0.924018363510993
"CAALFM_C105800CA",-0.0359138180534392
"GIM5",-0.0330852711507056
"RAD10",-0.259612552871677
"CAALFM_C105830WA",-0.0125456938921463
"PRN1",-0.0168384830420667
"POL32",-0.168400436685893
"PRN2",0.323403371461647
"PRN3",0.270153353932726
"PRN4",0.0501697744104823
"CAALFM_C105890WA",0.127233056612735
"CAALFM_C105900WA",0.0916360253622533
"SIP5",0.13585171044626
"CAALFM_C105920WA",1.19509567758042
"CAALFM_C105930CA",0.272352831929434
"PHO87",-0.254341197664504
"CAALFM_C105950CA",0.247898199807097
"PGA45",0.0751372862325652
"CAALFM_C105970WA",0.573672361043443
"CAALFM_C105980WA",0.314480704147252
"CAALFM_C105990CA",-0.100297925955741
"CAALFM_C106000WA",0.38871991422404
"CHS7",0.218573973264888
"RGD1",0.07923928089027
"CAALFM_C106030CA",-0.213635152177516
"RTT101",-0.0188215991587813
"CAALFM_C106050CA",-0.173262321277889
"ACP1",-0.365307170222892
"CAALFM_C106070WA",-1.00777399715822
"ARC35",-0.388979179887594
"CAALFM_C106090CA",0.21916913393196
"MSI3",0.0118972888744067
"NPL4",-0.273170702640368
"CAALFM_C106120CA",-1.04489006094234
"HAC1",2.24168192027456
"CAALFM_C106150WA",0.0610514963457815
"CAALFM_C106160WA",0.171318268040124
"TLO34",0.353101717965609
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.0175775739720837
"BUD16",-0.26073001429003
"CAALFM_C106220CA",-0.251808311339767
"MDM34",-0.00843067394496242
"CAALFM_C106250WA",-0.334407628351778
"PGA50",0.0310103704296071
"CAALFM_C106270WA",0.125278466639223
"UME6",3.44819338926499
"CAALFM_C106300WA",-0.0906643715585695
"CAALFM_C106310WA",-0.0783636744389944
"CAALFM_C106320WA",-0.0127573026662957
"CAALFM_C106340WA",1.94170241118978
"CAALFM_C106350WA",-0.170362532388008
"CAALFM_C106360WA",0.17911575314853
"PBR1",0.0755463149482047
"CAALFM_C106380CA",0.307928331273737
"CAALFM_C106390WA",-0.638148376480199
"CAALFM_C106400CA",-0.154390883227511
"CAALFM_C106410WA",0.159882028424493
"CAALFM_C106420CA",0.00623084231584055
"CAALFM_C106430CA",0.0458016650470383
"CAALFM_C106440CA",-0.206579095867182
"RPS14B",-0.181092841146449
"RPS22A",-0.0789375601924768
"CAALFM_C106470WA",-0.952474023014898
"CAALFM_C106480CA",-0.0708123033961412
"CAALFM_C106490CA",-0.433992566185479
"CAALFM_C106500WA",0.0050754155640914
"CAALFM_C106510CA",-0.0619180340120751
"BPH1",0.119000574943289
"CAALFM_C106530CA",0.0810491413016825
"CAALFM_C106540CA",0.198861104622232
"GLT1",0.227916824014816
"CAALFM_C106560WA",0.12512778052913
"ANT1",-0.0640198923026083
"RPS23A",-0.282337275037859
"CAALFM_C106590CA",-0.046659760461605
"CAALFM_C106600WA",0.284963942160544
"HAK1",-0.0231048623652065
"CAALFM_C106620CA",-0.0854673569955532
"CAALFM_C106630WA",-0.168138780637111
"CAALFM_C106640CA",-0.221641208224525
"CAALFM_C106650WA",-0.525394816219695
"CAALFM_C106660WA",1.56126379133406
"CAALFM_C106670WA",-0.591715232607107
"VPS34",0.207354253383166
"CYK3",-0.0441552792148298
"CAALFM_C106700WA",-0.595519473958487
"CAALFM_C106710WA",-0.0708919015065008
"CAALFM_C106720CA",-0.43989090201556
"RAC1",-0.0516364771066733
"NOP6",0.0170053985145313
"CAALFM_C106750WA",0.389427965281978
"CAALFM_C106760CA",0.200149835798854
"CAALFM_C106770WA",0.395863426860726
"NPR1",-0.0986174436205945
"MRPL19",-0.71995043624956
"CAALFM_C106800WA",0.169732910493632
"CAT1",-0.154996992408832
"CAALFM_C106820WA",-0.140741652595756
"CAALFM_C106830WA",-0.024053802425746
"CAALFM_C106840CA",-0.015450329023619
"PCL7",-0.0877364399224896
"CAALFM_C106860WA",0.184742181037952
"CAALFM_C106870CA",-0.0931988644806775
"SPO22",-0.00517253619273303
"CAALFM_C106890CA",-0.291697722022518
"MMD1",-0.0269444186815702
"CAALFM_C106910CA",0.135281458373613
"CAALFM_C106920CA",-0.0240493172964949
"PGA63",-0.00674696872271251
"ATC1",0.516869552201091
"tP(AGG)1",-0.05446498918115
"SUI2",-0.0177329733440092
"CAALFM_C106970CA",-0.00652316628829372
"CAALFM_C106980CA",0.619702341773833
"tL(UAA)4",-0.0501492902313731
"MEF2",-0.371111738998939
"CAALFM_C107010WA",-1.21753459222317
"PUT3",-0.135183796310343
"RBT4",0.126058274559656
"CAALFM_C107040CA",0.00381022413739639
"CAALFM_C107050CA",0.537275682262924
"CAALFM_C107060CA",-0.429739471947329
"DHH1",-0.271363685415003
"CAALFM_C107080WA",0.278697781276973
"CAALFM_C107090CA",0.124957848620189
"CAALFM_C107100CA",0.25311068574477
"TAF145",0.0249405583412346
"GAP4",0.0106112893593762
"CAALFM_C107130CA",0.170325084191775
"RIA1",0.159891661586977
"CAALFM_C107150WA",0.579002674732709
"CAALFM_C107160CA",-0.0206190329818996
"ZCF23",-0.27403717413671
"CCS1",0.306863034112286
"SOG2",-0.0923260563158889
"YMC1",-0.040720208614712
"CAALFM_C107210CA",-0.0563728129340685
"CAALFM_C107220WA",4.03879549818435
"PHO15",-0.0393672219010245
"YPD1",-0.615776611781263
"ALG9",0.101781504442657
"CAALFM_C107260CA",0.00585190910270792
"SEC34",0.0424627819938867
"CAALFM_C107280CA",-0.190120189763141
"tL(AAG)2",-1.14842918474049
"CAALFM_C107320WA",-0.269660625896089
"RME1",-1.9668915119573
"CAALFM_C107340WA",0.0124082010590155
"GPX3",0.00711172219171737
"CAALFM_C107360WA",-0.308615398860378
"CPH1",0.472719137965654
"KSP1",0.256668000203697
"CAALFM_C107390WA",-0.0851296903096648
"CAALFM_C107400CA",-0.213969470666029
"SKP1",-0.712087593405755
"PEX3",-0.0796125176788837
"PHO100",-0.00753321414042225
"CAALFM_C107440WA",0.176919094343647
"CAALFM_C107450WA",-0.299541138994937
"GPI8",-0.315626065699589
"CAALFM_C107470CA",-0.143802246468332
"CAALFM_C107480CA",0.285890143424528
"CAALFM_C107490CA",-0.253749873087972
"LHP1",-0.125366349474151
"CAALFM_C107510WA",-0.173428547798281
"IST2",0.122873235743854
"CAALFM_C107530WA",-0.156720683832835
"BBC1",-0.073246654087702
"SWD2",-0.111172237378785
"CAALFM_C107560WA",0.133749743135033
"CAALFM_C107570CA",0.370975940840076
"PRY1",0.0229313890937593
"CAALFM_C107590CA",0.110429236095236
"ATP7",-0.994589277349029
"CAALFM_C107610CA",-0.378166622753824
"PIR32",-0.177274487538365
"CAALFM_C107630WA",-0.393751112525168
"CAALFM_C107640CA",-0.00844729428975169
"CAALFM_C107650WA",1.4781319854404
"CAALFM_C107660WA",-0.137217123121906
"ZCF4",2.72442872576717
"HAP2",-0.0682345019417102
"CAALFM_C107690CA",-0.0730571018914883
"VRG4",-0.0376422646138733
"ADE4",0.226005362169766
"FGR6-3",0.164308496785659
"CAALFM_C107780WA",0.021557307736365
"CAALFM_C107790CA",-0.115347836047844
"MTO1",0.00717820663408399
"CAALFM_C107810CA",-0.0410039595679208
"CAALFM_C107820WA",-0.0231030079367036
"CAALFM_C107830CA",-0.639846094149945
"CAALFM_C107840WA",0.000884640688813798
"CAALFM_C107850CA",-0.182777309288001
"CAALFM_C107860WA",-0.336991057041811
"SMI1",-0.0350691386376281
"GCS1",0.347035119435424
