"","condition_SS3_vs_ctl"
"RPB11",-0.316169664298402
"CDC5",-0.202105374257476
"SET1",-0.0234506815397553
"CAALFM_C100970WA",-0.0555723872236803
"CAALFM_C100980WA",-0.522936189729612
"NMA111",-0.0134250943581315
"CAALFM_C101000CA",-0.100284565778212
"CAALFM_C101010WA",-0.0623465001726729
"tA(AGC)4",0.00767234277286724
"HMT1",-0.157057691857138
"CAALFM_C101040WA",0.114602749647346
"CAALFM_C101050CA",-0.328444842032479
"MBF1",-0.440920632153658
"CAALFM_C101070CA",0.108821000767907
"CAALFM_C101080WA",0.359998735315477
"CAALFM_C101090CA",-0.365811801393467
"CCH1",0.242052367446595
"ZPR1",-0.0784324527056356
"CAALFM_C101130WA",0.320887513667492
"CAALFM_C101140CA",0.0548785925824377
"CAALFM_C101150CA",-0.00607615320494008
"CAALFM_C101160CA",0.0288646177999967
"ZCF17",-0.139498687755276
"CAALFM_C101180CA",-0.984375318511255
"CAALFM_C101190CA",-0.0870799963029576
"STB5",-0.186946321221502
"CAALFM_C101210WA",-0.486904819483484
"CAALFM_C101220CA",2.57955801079495
"IFD3",1.44065807313304
"CAALFM_C101250WA",-0.571895886061817
"TRS20",-0.0892557193950667
"CTA9",-0.0746533464902224
"MED22",0.0172179081366367
"CAALFM_C101290CA",0.296684311671567
"CAALFM_C101300WA",-0.396315448176133
"MRS7",-0.211763977045771
"DUT1",-0.502627392082142
"CAALFM_C101340CA",0.729873776084028
"TIF",-0.348091137969805
"CAALFM_C101360CA",0.42368014176112
"RPS21B",-0.290268599477567
"TRM2",0.12741381539535
"CAALFM_C101390CA",-0.17941718483183
"CAALFM_C101400CA",-0.0510745394196078
"CRL1",-0.168395382767193
"POX18",0.0500845693698893
"ABC1",0.55380208194726
"CAALFM_C101460WA",0.076390902375322
"CAALFM_C101470WA",-0.173642743174211
"RPS21",-0.378198052247361
"CAALFM_C101490WA",0.553273259395648
"CAALFM_C101510WA",-0.12621462332318
"SOD2",-0.36622693822623
"CAALFM_C101530CA",-0.147936820178972
"CAALFM_C101540WA",0.163412641138787
"VPS17",0.239506672939408
"SIZ1",0.00167360525075846
"RPB7",-0.595877756785142
"CAALFM_C101580WA",-0.441178558109712
"CAALFM_C101590CA",-0.212127811295352
"MRP20",-0.576021593793119
"CAALFM_C101610CA",0.0228137748799813
"CAALFM_C101620CA",-0.460253865941535
"CAALFM_C101630WA",-0.132107274569061
"RPS42",-0.270776111944653
"ISN1",0.0265275049939024
"tS(UGA)1",-0.00623142300532988
"ESP1",-0.100382429946559
"CAALFM_C101680CA",-0.696337846112466
"LSC1",-0.321085183640386
"ARP8",0.144007294911667
"CAALFM_C101710WA",0.744932708913785
"CAALFM_C101720CA",-1.92207388406621
"tA(AGC)3",-0.00134336249677587
"CTN1",1.54643345191779
"CAALFM_C101750WA",-0.203673879924413
"FGR38",0.25291675548896
"MAK32",0.296357935211048
"HOL4",0.405119802699372
"SWI4",0.0515584019564824
"CAALFM_C101800WA",-0.135199113841435
"UGA2",1.19441636258674
"CAALFM_C101820CA",0.279481621623956
"UBC8",-0.0729009858905191
"CAALFM_C101840CA",2.17348005230442
"CAALFM_C101850CA",0.0461217907144587
"CAALFM_C101860WA",-0.309416241001476
"CYS4",0.127311295752228
"PTR3",0.70907486698103
"CAALFM_C101890CA",0.145113299497178
"CAALFM_C101900CA",0.000659243989951248
"CAALFM_C101910WA",-0.0856386353494016
"ROA1",0.642403842953248
"CAALFM_C101930WA",0.532260996910465
"CAALFM_C101940CA",-0.162300614746013
"CAALFM_C101950CA",-0.166033630511225
"CAALFM_C101970WA",-0.0717602388077155
"HGT1",4.1829206246784
"HSP30",0.0664213605830087
"CAALFM_C102000WA",-0.175496704490876
"ZCF24",0.0276199689056672
"CAALFM_C102020WA",0.438174328421811
"CAALFM_C102030CA",0.0195326654953169
"CAALFM_C102040CA",-0.426085539964125
"PHO91",0.83558245467738
"CAALFM_C102060WA",0.0509337806878714
"HSP31",0.120303195671735
"SET6",0.0597057003710381
"CAALFM_C102090CA",0.239488252092871
"CAALFM_C102100WA",0.123571587936061
"HGT2",0.232803192856648
"SHA3",3.31847713585002
"GAL1",1.14072251923578
"GAL10",2.71376522945433
"CAALFM_C102160WA",0.335474398941779
"GAL102",1.0135212529419
"GAL7",0.569749859132977
"ABP140",-0.0435840795845138
"CAALFM_C102200CA",0.631706320095906
"CAALFM_C102210WA",0.772270680375977
"CAALFM_C102220CA",0.10050368251113
"SEP7",-0.218009504857128
"CAALFM_C102240WA",-0.0266374016560069
"CWH8",0.671285163687916
"AGE3",-0.501935644574803
"CAALFM_C102270CA",4.90151418256305
"PSY2",0.113633348928258
"CAALFM_C102290CA",-0.417453896574005
"CAALFM_C102300WA",-0.337664457483263
"CAALFM_C102310CA",-0.111517007707281
"CAALFM_C102320CA",0.136774460340144
"CAALFM_C102330CA",-0.799219953549161
"tR(CCG)1",0.0855588956677058
"TIM21",-0.553514862061128
"PGA5",-0.785354580709367
"CAALFM_C102370CA",0.19943179784671
"CAALFM_C102380CA",-0.0736074350891655
"CAALFM_C102390WA",0.26857750431953
"MNN11",-0.765772061658122
"CAALFM_C102410CA",-0.397928194910175
"GSC1",0.0109225637350868
"CAALFM_C102430CA",-0.343799831301534
"CAALFM_C102440CA",-0.413583715875545
"CAALFM_C102450CA",-0.606113820857365
"RPL10",-0.369643163783399
"CAALFM_C102470WA",0.384851946349919
"PMM1",-0.576204577856191
"CAALFM_C102490CA",-0.360978307476009
"CAALFM_C102500WA",-0.129283999844536
"CAALFM_C102510WA",0.0295009164272945
"SCW4",0.288955075549042
"DIP5",0.56738358131257
"tR(UCU)4",0.0264675712606029
"PUT4",0.527748868813805
"HNM4",0.584490577865659
"SNZ1",0.428930622271683
"SNO1",0.180336846595283
"IML1",0.165694511733908
"HOM6",-0.491995882677747
"EXG2",-0.730721170651819
"TOM20",-0.515201748453645
"CAALFM_C102650WA",-0.205339787102033
"MGM101",-0.259080038687112
"CAALFM_C102670CA",1.16436809837386
"CAALFM_C102680CA",0.959707576416784
"CAALFM_C102690CA",0.0153638407885157
"CAALFM_C102700CA",0.090669022257604
"FRS2",-0.195551237426815
"CAALFM_C102720WA",0.101197978722125
"CAALFM_C102730WA",0.408095984461782
"CAALFM_C102740CA",0.273157458762651
"CAALFM_C102750CA",-0.301182742453042
"CAALFM_C102760WA",-0.0968677962461208
"CAALFM_C102770WA",0.040101611323503
"CAALFM_C102780WA",-0.00891528862339976
"TIF34",-0.161531771141528
"CAALFM_C102800WA",0.471917764375323
"RAD16",0.554990428128902
"LYS2",-0.301126785600493
"CAALFM_C102830WA",0.0480490901011944
"PDE2",0.415067985932377
"CAALFM_C102850WA",0.240589446724449
"YKT6",-0.206113380945108
"YPT7",-0.154533775469259
"MIA40",-0.565351330507326
"CAALFM_C102890CA",0.354861614937534
"CAALFM_C102900CA",0.436956008309741
"CAALFM_C102910CA",0.28297239441166
"CDC73",-0.367991868479768
"MST1",-0.376900588216004
"CAALFM_C102940CA",0.0319602864225065
"CAALFM_C102950WA",0.242400996799004
"CAALFM_C102960CA",-0.120034069219936
"CAALFM_C102970WA",-0.712526915363444
"GOR1",0.0366604320520942
"XOG1",2.32236700973886
"HOL1",0.434710525493989
"RPP1A",-0.536725277697458
"RPL13",-0.506324293885349
"RPS16A",-0.303788530843062
"CAALFM_C103040WA",0.241697935177062
"CAALFM_C103050WA",0.0334462722655604
"TSR2",0.0399194949482285
"ORC1",-0.2863951875981
"TEM1",-0.156781863840325
"RPS1",-0.348313938620103
"CAALFM_C103100WA",-0.159533417685595
"RPL6",-0.207625095733497
"CAALFM_C103120WA",0.563462228564606
"GGA2",0.144837781282333
"CAALFM_C103140WA",0.218451105087819
"CAALFM_C103150CA",0.309051710706267
"COQ4",-0.311361560196742
"CAALFM_C103170CA",0.353289898859923
"CAALFM_C103180WA",-0.00237002525091681
"ECM33",-0.219270486032629
"ARO80",-0.0208529437090712
"CDC12",-0.141821788460084
"BMH1",-0.343132575217058
"ARX1",0.0885161241342276
"CAALFM_C103240WA",-0.252813534855274
"SPP1",0.18579079329604
"CAALFM_C103260WA",0.229887480632601
"CAALFM_C103270WA",0.429660051137218
"CAALFM_C103280WA",-0.486804901597779
"NGG1",0.244323353711057
"MAS1",-0.46444704921652
"CAALFM_C103310WA",-0.34091779373401
"EHD3",1.48953754404838
"CAALFM_C103330CA",0.307643299581691
"SEC62",-0.243433804336512
"RLI1",-0.0502763011559104
"CAALFM_C103360WA",-0.209873423043341
"CAALFM_C103370WA",-0.552802557127381
"TPS2",0.0475609144023329
"EHT1",-1.11996468320918
"CAALFM_C103400WA",0.316568021573026
"CAALFM_C103410WA",-0.145517684151459
"tN(GUU)3",-0.118918457337
"CAALFM_C103430WA",-0.0172222975412143
"CAALFM_C103440CA",0.0658875912260855
"CAALFM_C103450CA",0.277303145340589
"CAALFM_C103460CA",-0.0715095575430335
"CAALFM_C103470CA",0.305370426346504
"AGE1",0.28642577998019
"CAALFM_C103490WA",-0.194292615464261
"YPT1",0.0120526552782092
"CAALFM_C103510CA",-0.0896547677193818
"RPN3",-0.147139786692072
"MED17",-0.238878917667964
"CAALFM_C103540CA",-0.00675648456833567
"COQ6",-0.807671546995101
"SUA71",-0.145283571668554
"tL(UAA)3",0.0104474299750423
"CAALFM_C103580WA",-0.0416367219092285
"CAALFM_C103600WA",-0.042950975707787
"IMP1",0.147131507467737
"CAALFM_C103620CA",-1.14405677581887
"CAALFM_C103630WA",0.301995209159088
"HFL1",-0.0532043224208348
"MRPL27",-0.367630803757157
"CAALFM_C103660WA",0.398305456881253
"DAO1",0.155208347001734
"ENG1",0.294752538299988
"CAALFM_C103690WA",-0.154054606223408
"tT(CGU)1",-0.10008621986716
"MSB1",-0.128315028978555
"CAALFM_C103720CA",0.160019534561048
"MNS1",0.0601212055321407
"WAR1",0.144022524122918
"CAALFM_C103750WA",-0.324007231151826
"STR2",-0.0821580226975941
"SKO1",-0.461058225412276
"HMG1",-0.435098576850469
"CAALFM_C103790CA",-0.0666583888310838
"RPP1",0.112726661292393
"ELA1",-0.114395789128849
"PDR16",-0.504475887802288
"CAALFM_C103830CA",-0.0249836797767111
"CAALFM_C103840WA",-0.389773871980786
"BNI4",0.0666514437343843
"CAALFM_C103870CA",-0.352918708887543
"CAALFM_C103880CA",-0.0273679010321999
"CAALFM_C103890WA",-0.151249605231724
"SEN15",-0.127937583597399
"CAALFM_C103910CA",0.164686963871801
"CAALFM_C103920CA",0.276637196140941
"CAALFM_C103930WA",-0.0965031363294505
"CAALFM_C103940WA",-0.57816197405681
"CAALFM_C103950CA",-0.107845734290877
"CAALFM_C103960CA",0.0330044512152294
"SPC19",0.116394571642072
"CAALFM_C103990WA",-0.257754152990802
"KTR4",-0.18707973732896
"CAALFM_C104010CA",-1.01687148774743
"CSH1",2.64008527311267
"CAALFM_C104030WA",-0.132466597739077
"CAALFM_C104040CA",0.0714372758981773
"MFALPHA",-0.00920164875320759
"IFI3",1.12563958273382
"BET4",-0.343570536271473
"MAD2",-0.337979480892376
"CAALFM_C104090CA",-0.000445393562426677
"POR1",0.0324209738983766
"CAALFM_C104110WA",-0.370862105724722
"CAALFM_C104120CA",-0.18516674551439
"ERB1",0.0905662286822333
"IFD6",-1.50381002620034
"CAALFM_C104150CA",-0.458988642122681
"CAALFM_C104160CA",0.34197492394107
"HTA2",0.0254341469393997
"CAALFM_C104180WA",-0.0113878919040496
"CAALFM_C104190CA",-0.0388720340492791
"CAALFM_C104200CA",-0.00904780972680782
"CDC3",0.00547418510280104
"CAALFM_C104220CA",-0.487491171367628
"CAALFM_C104230WA",-0.134454649458147
"HHF1",-0.106910015183116
"HHT21",0.0354344383692244
"CAALFM_C104270CA",-0.0631988220441453
"CAALFM_C104280CA",-0.0132025110076723
"ACS2",-0.265058989327648
"SSA2",-1.2739642845857
"GIG1",-0.922990792317622
"GPM2",-0.0463407093744046
"RPN4",0.273028055266956
"CAALFM_C104340CA",-0.35437846279534
"CAALFM_C104350CA",0.812635904625895
"CAALFM_C104360CA",-0.280706842439975
"CAALFM_C104370CA",-0.336568748295318
"SIT4",0.0823019243881508
"NOP4",0.178834456906448
"APE2",-0.521866032033809
"ESS1",-0.121572498102469
"URA6",-0.776928824724701
"CAALFM_C104430CA",0.530081553106776
"CAALFM_C104440WA",NA
"FMA1",-1.04627491863365
"CAALFM_C104460CA",2.14127312304221
"CAALFM_C104470CA",-0.121883046969325
"TUS1",0.101841217602973
"CAALFM_C104490WA",-0.246964014304382
"ICL1",0.0466282906834581
"CAALFM_C104510WA",-0.0215254476469777
"PHO85",0.00596250871019021
"CAALFM_C104530CA",0.152070353069253
"VPS16",0.266422471955583
"ELC1",-0.549155965273675
"CAALFM_C104560WA",0.268530532669658
"CHL4",0.270161938047879
"CAALFM_C104580CA",-0.194372590254897
"CAALFM_C104590WA",0.251262434231899
"CAALFM_C104600CA",-0.703417840597354
"ATP1",-0.511131033269598
"CAALFM_C104620WA",-0.0220097270811507
"CAALFM_C104630CA",0.13622945820733
"CAALFM_C104640WA",0.0691510931146619
"DUR3",0.0503527758339661
"DUR1%2C2",0.11240270194226
"HAT1",-0.0703771769624494
"PIL1",0.458678484868083
"CAALFM_C104690CA",-0.0307490698904204
"CAALFM_C104700CA",1.02558056027124
"CAALFM_C104710CA",0.0124361335989971
"CAALFM_C104720WA",-0.200342660965847
"LYS21",-0.015002738818902
"LPG20",0.336529384657819
"IFE1",1.58938964920447
"SYG1",0.0667940592004724
"ERG3",-0.217984645574585
"CAALFM_C104780CA",0.121739639017865
"CAALFM_C104790WA",-0.141234231814093
"CAALFM_C104800CA",1.79459546214565
"TCO89",-0.0503198910167512
"CAALFM_C104820CA",-0.678067431206857
"SEC21",-0.0889074814761801
"CAALFM_C104840CA",-0.516328566012038
"CAALFM_C104850CA",-0.0210670260321921
"CAALFM_C104860WA",0.061203732287353
"SAP7",-0.636722285141239
"MRPL37",-0.379681051130503
"YBN5",-0.848238534630441
"MNN15",-0.133996741169232
"CAALFM_C104910CA",-0.0261576499441705
"CAALFM_C104930CA",1.39396268330979
"CAALFM_C104940CA",2.65775718640916
"RPM2",0.268210883541747
"CAALFM_C104960CA",-0.0433555223474314
"CAALFM_C104970WA",-0.228937831821754
"CAALFM_C104980CA",0.0186492544641836
"CAALFM_C104990CA",-0.192250609721509
"RHD1",-2.61842310363001
"CAALFM_C105010CA",-0.0856770183885055
"ARG2",-0.190015547968054
"PSF2",-0.0044567945437755
"RRP6",0.168045901396854
"REI1",0.0641466096349819
"GPI7",0.0420440319110128
"GPT1",0.545264233320073
"TRY2",0.238997213167993
"CAALFM_C105100WA",-0.0494470617841552
"ARO4",-0.454612907873169
"CAALFM_C105120WA",0.33312605147726
"BRG1",2.85512754316934
"CAALFM_C105150CA",0.220749840967965
"CAALFM_C105160CA",0.227885331786541
"CUE5",-0.0429565462066425
"CAALFM_C105180CA",-0.177442789313727
"CAALFM_C105190CA",-0.614278141499357
"CAALFM_C105200CA",0.277173812795687
"CAALFM_C105210CA",-0.295983978468092
"CAALFM_C105220CA",0.257907133941493
"CAALFM_C105230WA",-0.889837509637619
"RPT1",-0.209510327530784
"CAALFM_C105250WA",NA
"SDH1",-0.194420593877423
"CAALFM_C105270CA",-0.226274381323356
"CAALFM_C105280WA",0.103123246944009
"GRS1",-0.574152483740569
"PRD1",0.828796551976881
"tP(UGG)1",-0.0134160382985234
"CAALFM_C105320CA",0.12768698502695
"CAALFM_C105330CA",-0.288803792672239
"ZCF2",0.197310924231879
"YPT53",0.167336662934409
"CAALFM_C105360CA",0.226400783372847
"CAALFM_C105370CA",0.252478984130198
"CAALFM_C105380CA",0.142280331898988
"CAALFM_C105390CA",-0.0661307576767961
"CAALFM_C105400CA",-0.0220855613828954
"TRP99",0.158210127853901
"CAALFM_C105420WA",-0.368811923766207
"SPT20",-0.13192711339425
"CAALFM_C105440CA",0.0536911173656652
"CAALFM_C105450WA",NA
"KOG1",0.131051160476604
"MTM1",-0.110697996404841
"CAALFM_C105480CA",0.0156708825858763
"CAALFM_C105490CA",-0.100060445992541
"RSM22",0.00641608289280978
"RPS27A",-0.170061016955499
"CAALFM_C105520WA",1.26079546276058
"SSH1",-0.355616284314893
"CAALFM_C105540CA",0.100279395639158
"CAALFM_C105550CA",0.0114365235036603
"RIB4",-0.0242402435388218
"tN(GUU)2",0.0120819805006793
"tN(GUU)1",-0.0884817361987666
"tT(AGU)1",-0.00415578573892049
"GSL1",0.0804361712741888
"CAALFM_C105610WA",0.155619766395445
"STE3",-0.562711435211289
"CAALFM_C105630CA",-0.183555622533435
"FAL1",0.172169387936954
"CAALFM_C105650WA",0.164142452627332
"CAALFM_C105660CA",0.0505200991917812
"CAALFM_C105670WA",-0.115862379993881
"RIM1",-0.332658766659713
"CAALFM_C105690CA",0.154385999305984
"AUT7",0.123177005039967
"UGA4",-0.089844809642966
"CAALFM_C105720WA",-0.379615628842317
"CAALFM_C105730WA",-1.2837107961112
"CAALFM_C105740CA",0.138259812750449
"CAALFM_C105750CA",0.248749245451814
"PGA26",-1.26951998549398
"PRC3",0.466186915594806
"CAALFM_C105780WA",0.168163028509415
"CAALFM_C105790WA",-0.985998670330122
"CAALFM_C105800CA",-0.0325831507583797
"GIM5",-0.182752754116358
"RAD10",-0.0922224115058475
"CAALFM_C105830WA",-0.122299016718855
"PRN1",-0.127233118012017
"POL32",-0.151982485969
"PRN2",0.15191214667509
"PRN3",0.0388235884168686
"PRN4",-0.228976629249506
"CAALFM_C105890WA",2.87039541044134
"CAALFM_C105900WA",-0.433475250571538
"SIP5",0.33259226354879
"CAALFM_C105920WA",-0.169548035102776
"CAALFM_C105930CA",0.874983211346768
"PHO87",-1.48475466037492
"CAALFM_C105950CA",-0.168164091829937
"PGA45",-0.903864317119949
"CAALFM_C105970WA",2.39110577314942
"CAALFM_C105980WA",0.374923880736861
"CAALFM_C105990CA",-0.270804899019362
"CAALFM_C106000WA",-0.538276019020926
"CHS7",0.00369611338168732
"RGD1",0.134332175062351
"CAALFM_C106030CA",-0.142737935541732
"RTT101",0.168449497159663
"CAALFM_C106050CA",-0.0373245359531802
"ACP1",-0.300238091929005
"CAALFM_C106070WA",-0.964297299475557
"ARC35",-0.132483004814089
"CAALFM_C106090CA",0.15077254393808
"MSI3",-0.389233062794952
"NPL4",-0.0487419648594832
"CAALFM_C106120CA",-0.624016210502633
"HAC1",1.95539595416247
"CAALFM_C106150WA",0.155387219425349
"CAALFM_C106160WA",2.44370752845089
"TLO34",-0.0196360679128054
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",-0.0571944325472875
"BUD16",-0.0772016578072749
"CAALFM_C106220CA",-0.425297427388691
"MDM34",0.0770270245865433
"CAALFM_C106250WA",-0.316301992296602
"PGA50",-0.111201547836402
"CAALFM_C106270WA",0.173796851831518
"UME6",0.0668832324465065
"CAALFM_C106300WA",-0.22067033070692
"CAALFM_C106310WA",-0.242679365463135
"CAALFM_C106320WA",0.170846717382698
"CAALFM_C106340WA",1.40249811793032
"CAALFM_C106350WA",0.158292916931442
"CAALFM_C106360WA",0.694617093204812
"PBR1",0.0222710082292786
"CAALFM_C106380CA",0.128979852555801
"CAALFM_C106390WA",-0.274319466033886
"CAALFM_C106400CA",-0.148292526575316
"CAALFM_C106410WA",0.511149050266657
"CAALFM_C106420CA",0.208536847423986
"CAALFM_C106430CA",-0.0217257181810918
"CAALFM_C106440CA",-0.163570599927297
"RPS14B",-0.324992293631309
"RPS22A",-0.279146082103114
"CAALFM_C106470WA",-1.22939106886125
"CAALFM_C106480CA",-0.217829938249057
"CAALFM_C106490CA",-1.42360849712096
"CAALFM_C106500WA",-0.260634034443216
"CAALFM_C106510CA",0.0481485371378762
"BPH1",0.279699702340223
"CAALFM_C106530CA",0.240186116030252
"CAALFM_C106540CA",0.112341475531756
"GLT1",0.169846578970026
"CAALFM_C106560WA",0.537746176785863
"ANT1",2.8479664803862
"RPS23A",-0.512699387010523
"CAALFM_C106590CA",-0.00285762553484714
"CAALFM_C106600WA",0.0987842587013658
"HAK1",0.152989248790592
"CAALFM_C106620CA",0.00909934848807508
"CAALFM_C106630WA",-0.0969249399537236
"CAALFM_C106640CA",-0.283594453935346
"CAALFM_C106650WA",-0.650546054043548
"CAALFM_C106660WA",0.304115321304242
"CAALFM_C106670WA",-0.48918637560622
"VPS34",0.238706650613092
"CYK3",0.0777100271046198
"CAALFM_C106700WA",-0.546634155243173
"CAALFM_C106710WA",0.137017610411602
"CAALFM_C106720CA",0.0325502370106754
"RAC1",-0.0431839773238547
"NOP6",-0.073553260260367
"CAALFM_C106750WA",0.282635692227892
"CAALFM_C106760CA",0.117147466486366
"CAALFM_C106770WA",0.178381986907425
"NPR1",0.135022402883593
"MRPL19",-0.82319252144522
"CAALFM_C106800WA",0.0768597626708354
"CAT1",1.51529988763513
"CAALFM_C106820WA",-0.185186223041442
"CAALFM_C106830WA",-0.171259802462225
"CAALFM_C106840CA",-0.0392336501437577
"PCL7",0.0480526469899555
"CAALFM_C106860WA",0.0669118274580299
"CAALFM_C106870CA",-0.0880393196058204
"SPO22",0.0797397061549039
"CAALFM_C106890CA",-0.525716715312131
"MMD1",-0.233460668398092
"CAALFM_C106910CA",0.118146015533487
"CAALFM_C106920CA",0.133244427410734
"PGA63",-0.185408634987984
"ATC1",0.726459581267396
"tP(AGG)1",-0.156583669114173
"SUI2",-0.131939625084723
"CAALFM_C106970CA",0.132372298651515
"CAALFM_C106980CA",0.343450475663795
"tL(UAA)4",-0.114876009142622
"MEF2",-0.28365115634337
"CAALFM_C107010WA",-0.977256921326694
"PUT3",-0.00855693604389414
"RBT4",-0.732063791011714
"CAALFM_C107040CA",-0.099159073578482
"CAALFM_C107050CA",0.450085571221478
"CAALFM_C107060CA",-0.705155475683552
"DHH1",-0.166756504659218
"CAALFM_C107080WA",1.52588966443029
"CAALFM_C107090CA",0.0930719652780043
"CAALFM_C107100CA",0.388127541410886
"TAF145",0.052809466012102
"GAP4",0.3903477506096
"CAALFM_C107130CA",0.0780850562341734
"RIA1",0.129320270032928
"CAALFM_C107150WA",0.0801719605722791
"CAALFM_C107160CA",0.0871557077372779
"ZCF23",0.022489228655262
"CCS1",0.0511817016946312
"SOG2",-0.176536523452826
"YMC1",-0.381557444164083
"CAALFM_C107210CA",0.103771820711123
"CAALFM_C107220WA",4.5425541200868
"PHO15",-0.347675893294766
"YPD1",-0.433492194977941
"ALG9",0.180920031929761
"CAALFM_C107260CA",0.116776257564754
"SEC34",0.0233028920175538
"CAALFM_C107280CA",-0.262062399913853
"tL(AAG)2",-2.25154703714287
"CAALFM_C107320WA",-0.394571411869764
"RME1",-2.00044050418168
"CAALFM_C107340WA",-0.0740716158716784
"GPX3",0.0565202291616914
"CAALFM_C107360WA",-0.194031864103599
"CPH1",-0.0466550013395426
"KSP1",0.0363827973188041
"CAALFM_C107390WA",0.0670590564708644
"CAALFM_C107400CA",-0.31224505812697
"SKP1",-0.857369910830165
"PEX3",0.222327744776908
"PHO100",0.0451372211875239
"CAALFM_C107440WA",0.344361233458229
"CAALFM_C107450WA",-0.465930099778575
"GPI8",-0.250585717112642
"CAALFM_C107470CA",-0.0796127497278541
"CAALFM_C107480CA",0.492033078619441
"CAALFM_C107490CA",-0.0800949904295264
"LHP1",-0.235524123737691
"CAALFM_C107510WA",-0.114123933698032
"IST2",0.0692968279417773
"CAALFM_C107530WA",0.0218415861501585
"BBC1",0.0250895492199338
"SWD2",0.201572828208884
"CAALFM_C107560WA",0.464859968876646
"CAALFM_C107570CA",0.406001979720946
"PRY1",0.0838981003010264
"CAALFM_C107590CA",0.0992148877967076
"ATP7",-0.854279514833809
"CAALFM_C107610CA",-0.214479767890748
"PIR32",-0.205114159443745
"CAALFM_C107630WA",-0.22980900537894
"CAALFM_C107640CA",0.115428334050865
"CAALFM_C107650WA",0.667153089128882
"CAALFM_C107660WA",0.0326610186689668
"ZCF4",0.137364075745753
"HAP2",-0.281610891857241
"CAALFM_C107690CA",-0.0435881230484237
"VRG4",-0.0952897463945426
"ADE4",0.0482626068572852
"FGR6-3",0.539114201087804
"CAALFM_C107780WA",0.0969368291544656
"CAALFM_C107790CA",-0.175598436341195
"MTO1",-0.0118642359259591
"CAALFM_C107810CA",0.313928503004427
"CAALFM_C107820WA",0.0346169726075643
"CAALFM_C107830CA",-0.28424850734132
"CAALFM_C107840WA",0.0449913967713859
"CAALFM_C107850CA",0.0253169746906007
"CAALFM_C107860WA",-0.137738860235991
"SMI1",-0.0389465756208352
"GCS1",0.477849735788624
"ADE5%2C7",0.21844135109384
