"","condition_FS3_vs_ctl"
"PTR3",0.786933164378293
"CAALFM_C101890CA",0.413682144015613
"CAALFM_C101900CA",0.0256143036016459
"CAALFM_C101910WA",-0.244454504838328
"ROA1",0.121383056593718
"CAALFM_C101930WA",3.84584163474808
"CAALFM_C101940CA",-0.32304012211087
"CAALFM_C101950CA",-0.0235350908430194
"CAALFM_C101970WA",-0.0980242376083061
"HGT1",4.07194378848603
"HSP30",-0.102213871267789
"CAALFM_C102000WA",-0.108046733811515
"ZCF24",-0.335735222362068
"CAALFM_C102020WA",0.207638891571451
"CAALFM_C102030CA",-0.107008707231906
"CAALFM_C102040CA",-1.19805551469419
"PHO91",1.12478653313245
"CAALFM_C102060WA",-0.23890052904155
"HSP31",-0.26872424784768
"SET6",0.528343458845257
"CAALFM_C102090CA",0.364913314990429
"CAALFM_C102100WA",0.183917290276336
"HGT2",0.189207920147229
"SHA3",3.18548427551047
"GAL1",0.12968991547654
"GAL10",0.820760259120853
"CAALFM_C102160WA",0.0512849564023908
"GAL102",0.280502311359199
"GAL7",-0.0690107592263581
"ABP140",0.300746985031768
"CAALFM_C102200CA",0.626620975927686
"CAALFM_C102210WA",0.479114407146077
"CAALFM_C102220CA",0.84895791049213
"SEP7",-0.132377934340742
"CAALFM_C102240WA",0.00171394784209048
"CWH8",0.630354113327979
"AGE3",-0.796022469463136
"CAALFM_C102270CA",-0.161717298798983
"PSY2",-0.101660615334174
"CAALFM_C102290CA",-0.761941325100208
"CAALFM_C102300WA",-0.696455749692597
"CAALFM_C102310CA",-0.115259726134751
"CAALFM_C102320CA",-0.285338764942821
"CAALFM_C102330CA",-0.713929380402529
"tR(CCG)1",2.55922077518428
"TIM21",-1.07651827933031
"PGA5",-1.27823169036729
"CAALFM_C102370CA",-0.128815841276617
"CAALFM_C102380CA",-0.0994308172066962
"CAALFM_C102390WA",0.20819256194057
"MNN11",-0.517940387101275
"CAALFM_C102410CA",-0.689896436049841
"GSC1",0.290741530607208
"CAALFM_C102430CA",-0.45636042574577
"CAALFM_C102440CA",-0.53062212590707
"CAALFM_C102450CA",-0.048534496072933
"RPL10",-0.587661085565945
"CAALFM_C102470WA",0.230569885739535
"PMM1",-0.482802193167398
"CAALFM_C102490CA",-1.36473153441982
"CAALFM_C102500WA",-0.71581812742073
"CAALFM_C102510WA",-0.257745600159563
"SCW4",0.324714176691179
"DIP5",0.352291449382782
"tR(UCU)4",0.59860168869154
"PUT4",1.81192773853257
"HNM4",3.06184014037056
"SNZ1",0.423222233152432
"SNO1",0.141841837025295
"IML1",0.257395202764033
"HOM6",0.0184483491320454
"EXG2",0.613311872504475
"TOM20",-0.713400120483128
"CAALFM_C102650WA",-1.17269991198979
"MGM101",-0.488099533545223
"CAALFM_C102670CA",1.43872895525547
"CAALFM_C102680CA",0.723599071096768
"CAALFM_C102690CA",0.491984473277978
"CAALFM_C102700CA",1.23222048985193
"FRS2",-0.176275419428251
"CAALFM_C102720WA",-0.213937343337012
"CAALFM_C102730WA",0.411917055532414
"CAALFM_C102740CA",0.164276635381264
"CAALFM_C102750CA",-0.395289293455261
"CAALFM_C102760WA",-0.292959332081995
"CAALFM_C102770WA",0.272378860471733
"CAALFM_C102780WA",0.578727975403625
"TIF34",-0.188697348847421
"CAALFM_C102800WA",0.563348069738827
"RAD16",0.689650165937573
"LYS2",0.233417291283736
"CAALFM_C102830WA",-0.445212156680181
"PDE2",1.1173360973771
"CAALFM_C102850WA",0.263164711922554
"YKT6",-0.0789470673374968
"YPT7",0.140450458654875
"MIA40",-1.3666577574397
"CAALFM_C102890CA",-0.0198177525747621
"CAALFM_C102900CA",0.464075034371438
"CAALFM_C102910CA",0.490878047743506
"CDC73",-0.595426031996429
"MST1",-0.946571445843653
"CAALFM_C102940CA",-0.0636030521530326
"CAALFM_C102950WA",0.249357335131884
"CAALFM_C102960CA",0.197090567672679
"CAALFM_C102970WA",-0.0162662985533212
"GOR1",0.696053586681001
"XOG1",2.48878168190996
"HOL1",0.703013724744264
"RPP1A",-0.664282049076184
"RPL13",-0.585512635937087
"RPS16A",-0.544261208537776
"CAALFM_C103040WA",0.28796473363408
"CAALFM_C103050WA",0.276129105121432
"TSR2",0.186319725855818
"ORC1",-0.322248112384525
"TEM1",-0.263790421575912
"RPS1",-0.594329508768855
"CAALFM_C103100WA",0.386523520518982
"RPL6",-0.396128253317497
"CAALFM_C103120WA",0.566910729905548
"GGA2",-0.0212895945899325
"CAALFM_C103140WA",0.16469746899215
"CAALFM_C103150CA",0.171527650304335
"COQ4",-1.22791289928195
"CAALFM_C103170CA",0.407524059357217
"CAALFM_C103180WA",-0.180210614157926
"ECM33",0.138618901951257
"ARO80",-0.439510245776089
"CDC12",0.136147591752514
"BMH1",-0.298964211835126
"ARX1",0.230373920786168
"CAALFM_C103240WA",0.109243720236297
"SPP1",0.452852798299943
"CAALFM_C103260WA",0.522247437835389
"CAALFM_C103270WA",0.585928090890296
"CAALFM_C103280WA",-0.981297829245725
"NGG1",0.0477636258379074
"MAS1",-0.897692877677539
"CAALFM_C103310WA",-0.575706591963645
"EHD3",-0.00202472811586961
"CAALFM_C103330CA",0.761651760537383
"SEC62",-0.248288451799312
"RLI1",-0.311882289804256
"CAALFM_C103360WA",-0.340327619405271
"CAALFM_C103370WA",-0.396264555960835
"TPS2",0.585935454157759
"EHT1",0.106738665451079
"CAALFM_C103400WA",0.68185846605371
"CAALFM_C103410WA",-0.283725617062251
"tN(GUU)3",-0.188605631094867
"CAALFM_C103430WA",-0.207094597693731
"CAALFM_C103440CA",-0.0630826957798743
"CAALFM_C103450CA",0.237600601009011
"CAALFM_C103460CA",-1.22107040890413
"CAALFM_C103470CA",0.412864837618747
"AGE1",0.113319037606437
"CAALFM_C103490WA",-0.312589730531815
"YPT1",0.0154279059301943
"CAALFM_C103510CA",-0.105493074920843
"RPN3",-0.293142673305136
"MED17",-0.374769597055926
"CAALFM_C103540CA",-0.154813125917383
"COQ6",-0.622248782204549
"SUA71",0.113022741127267
"tL(UAA)3",0.0270056023039545
"CAALFM_C103580WA",0.196803479065698
"CAALFM_C103600WA",-0.152475064082782
"IMP1",-0.131169445634055
"CAALFM_C103620CA",-1.83118947958014
"CAALFM_C103630WA",0.234048049217941
"HFL1",-0.506919808001873
"MRPL27",-0.705312201096183
"CAALFM_C103660WA",0.667096883323843
"DAO1",-0.112098737049622
"ENG1",-0.177746943693527
"CAALFM_C103690WA",-0.36356566933879
"tT(CGU)1",-0.0521152760679351
"MSB1",0.206513541659445
"CAALFM_C103720CA",0.237692284557326
"MNS1",-0.206845919438045
"WAR1",0.0685747731224214
"CAALFM_C103750WA",-0.257194532795112
"STR2",0.0510640642719719
"SKO1",-0.507412316419374
"HMG1",-0.47621206727124
"CAALFM_C103790CA",0.031819696898159
"RPP1",0.477436643569214
"ELA1",-0.155926437876145
"PDR16",-1.21251727768589
"CAALFM_C103830CA",0.209281241393138
"CAALFM_C103840WA",0.0329944580466861
"BNI4",0.31017646200896
"CAALFM_C103870CA",-0.603474426578849
"CAALFM_C103880CA",-0.00348488141673914
"CAALFM_C103890WA",0.219231575618303
"SEN15",-0.0463605552474539
"CAALFM_C103910CA",0.309043721395686
"CAALFM_C103920CA",0.145137456742691
"CAALFM_C103930WA",-0.648525575531225
"CAALFM_C103940WA",-1.58655270265598
"CAALFM_C103950CA",-0.265632517473686
"CAALFM_C103960CA",-0.170051096073432
"SPC19",0.236448040163217
"CAALFM_C103990WA",-0.330343292421552
"KTR4",0.015135532060961
"CAALFM_C104010CA",-0.799654368858149
"CSH1",2.18091680259323
"CAALFM_C104030WA",-0.503971873834989
"CAALFM_C104040CA",0.196734109323278
"MFALPHA",0.322612665952406
"IFI3",0.759120728962062
"BET4",-0.389627491817143
"MAD2",-0.209603722885461
"CAALFM_C104090CA",-0.0372011720867523
"POR1",-0.283593918162759
"CAALFM_C104110WA",-0.39689980964686
"CAALFM_C104120CA",-0.164432266342326
"ERB1",0.146882254144023
"IFD6",-1.58207517886968
"CAALFM_C104150CA",0.0603871223130974
"CAALFM_C104160CA",0.129611096383177
"HTA2",-0.233303386662072
"CAALFM_C104180WA",-0.440189878140972
"CAALFM_C104190CA",-0.103360646348373
"CAALFM_C104200CA",-0.14995941162809
"CDC3",0.142947945134256
"CAALFM_C104220CA",-0.100145328684975
"CAALFM_C104230WA",-0.111793378877365
"HHF1",-0.230393337666831
"HHT21",-0.239467163133211
"CAALFM_C104270CA",0.380075728675392
"CAALFM_C104280CA",0.0650950880608355
"ACS2",-0.215358404562592
"SSA2",-2.00853643787641
"GIG1",-0.654676666021773
"GPM2",-0.0662332503948513
"RPN4",0.517554024938918
"CAALFM_C104340CA",-0.483881392474915
"CAALFM_C104350CA",1.180665681263
"CAALFM_C104360CA",-0.688109354409074
"CAALFM_C104370CA",-0.704062920198854
"SIT4",-0.155420350784423
"NOP4",0.4852915730473
"APE2",-1.42688696224967
"ESS1",0.145307834720655
"URA6",-0.804924624500172
"CAALFM_C104430CA",0.665329014635236
"CAALFM_C104440WA",NA
"FMA1",-3.418075455115
"CAALFM_C104460CA",-0.0387347824122015
"CAALFM_C104470CA",1.34336874335701
"TUS1",0.392836018690234
"CAALFM_C104490WA",-0.209732628033831
"ICL1",-0.0420528710238117
"CAALFM_C104510WA",0.216085091052432
"PHO85",0.0177841663951682
"CAALFM_C104530CA",0.234552024707787
"VPS16",0.0966649698748956
"ELC1",-0.412043989553955
"CAALFM_C104560WA",0.163995728653216
"CHL4",-0.105016316853736
"CAALFM_C104580CA",0.245380007667146
"CAALFM_C104590WA",0.187427304312836
"CAALFM_C104600CA",-0.922167244670032
"ATP1",-0.748108541622813
"CAALFM_C104620WA",0.48052067509367
"CAALFM_C104630CA",0.301567192500277
"CAALFM_C104640WA",0.395613346703215
"DUR3",7.39666682612832
"DUR1%2C2",5.65155133826567
"HAT1",-0.597287100524948
"PIL1",0.494040777085727
"CAALFM_C104690CA",0.682682437246223
"CAALFM_C104700CA",1.13918170443003
"CAALFM_C104710CA",0.286169100856935
"CAALFM_C104720WA",0.099957303129505
"LYS21",-0.235002785728533
"LPG20",0.253028906288448
"IFE1",0.49695763324434
"SYG1",0.702962697921312
"ERG3",-0.0540848253380892
"CAALFM_C104780CA",-0.0250386053687361
"CAALFM_C104790WA",0.0457809572228354
"CAALFM_C104800CA",0.859661495424642
"TCO89",-0.110833749511713
"CAALFM_C104820CA",-0.616918823394563
"SEC21",-0.287922311359779
"CAALFM_C104840CA",0.121548552319658
"CAALFM_C104850CA",0.616377981155818
"CAALFM_C104860WA",-0.211020658615088
"SAP7",-0.83193825220204
"MRPL37",-0.606809339762155
"YBN5",-0.733716355047878
"MNN15",1.42099167558653
"CAALFM_C104910CA",-0.0112891096315614
"CAALFM_C104930CA",1.73278035950937
"CAALFM_C104940CA",2.94454273933434
"RPM2",0.0740044771648024
"CAALFM_C104960CA",-0.0721096743998476
"CAALFM_C104970WA",-0.962016546617585
"CAALFM_C104980CA",0.0210828227923321
"CAALFM_C104990CA",-0.0331185265457315
"RHD1",-0.881546182849295
"CAALFM_C105010CA",0.432590723263406
"ARG2",0.0224270532350971
"PSF2",-0.110300422147883
"RRP6",0.319775650901403
"REI1",0.333890668755985
"GPI7",-0.0111643786727077
"GPT1",2.33083204615217
"TRY2",0.490382989996112
"CAALFM_C105100WA",0.0179860226966636
"ARO4",-0.264419815655634
"CAALFM_C105120WA",0.951438428506926
"BRG1",5.1188702282846
"CAALFM_C105150CA",1.33978431427573
"CAALFM_C105160CA",0.415205490003954
"CUE5",-0.00688964130824172
"CAALFM_C105180CA",-1.0336548476853
"CAALFM_C105190CA",-1.14977757736134
"CAALFM_C105200CA",0.176876592912372
"CAALFM_C105210CA",-0.766130036527287
"CAALFM_C105220CA",0.593787489991162
"CAALFM_C105230WA",-0.70474873164366
"RPT1",-0.114757788829457
"CAALFM_C105250WA",NA
"SDH1",-0.144094296562607
"CAALFM_C105270CA",-0.627923644213819
"CAALFM_C105280WA",0.0928631634823483
"GRS1",-0.396165388288312
"PRD1",0.846231987726
"tP(UGG)1",0.0590533098666553
"CAALFM_C105320CA",-0.049244563955465
"CAALFM_C105330CA",-0.353123890736911
"ZCF2",0.605844939333921
"YPT53",0.210084411234893
"CAALFM_C105360CA",0.300165703722525
"CAALFM_C105370CA",0.385551938213282
"CAALFM_C105380CA",0.0199482045377848
"CAALFM_C105390CA",-0.268150415244499
"CAALFM_C105400CA",-0.428365498281849
"TRP99",-0.223858309337357
"CAALFM_C105420WA",-0.395167130507354
"SPT20",-0.165866565336212
"CAALFM_C105440CA",1.51830463208648
"CAALFM_C105450WA",NA
"KOG1",-0.0532561037186097
"MTM1",-0.277715417721289
"CAALFM_C105480CA",-0.104651339064023
"CAALFM_C105490CA",-0.535593142486331
"RSM22",-0.00447464586845532
"RPS27A",0.106974288261036
"CAALFM_C105520WA",1.92042494603864
"SSH1",-0.544106135409241
"CAALFM_C105540CA",0.631949651278722
"CAALFM_C105550CA",0.0194894817831266
"RIB4",0.0925857928991491
"tN(GUU)2",0.0628940515820569
"tN(GUU)1",-0.302595625913957
"tT(AGU)1",0.0453130293903829
"GSL1",0.407183036413834
"CAALFM_C105610WA",0.155939128085324
"STE3",-0.0500978617977931
"CAALFM_C105630CA",-0.005126714060689
"FAL1",0.322108043915576
"CAALFM_C105650WA",0.310573904448942
"CAALFM_C105660CA",-0.330070001255561
"CAALFM_C105670WA",-0.00314028655160527
"RIM1",-0.429701318492617
"CAALFM_C105690CA",0.563075996943431
"AUT7",0.801061602043726
"UGA4",1.21978926727608
"CAALFM_C105720WA",-0.560399376085388
"CAALFM_C105730WA",-0.940110787838536
"CAALFM_C105740CA",-0.197489228264327
"CAALFM_C105750CA",0.0798793413936605
"PGA26",-2.07301918038643
"PRC3",0.63733384290336
"CAALFM_C105780WA",0.00163838485551965
