"","condition_SL3_vs_ctl"
"MIA40",-0.824709772420407
"CAALFM_C102890CA",0.212606146765745
"CAALFM_C102900CA",0.00149583605421228
"CAALFM_C102910CA",0.223778662776161
"CDC73",-0.418312872104017
"MST1",-0.513383325451034
"CAALFM_C102940CA",0.200173459531891
"CAALFM_C102950WA",0.597423355843892
"CAALFM_C102960CA",-0.0985075285798717
"CAALFM_C102970WA",-0.602988793371782
"GOR1",0.29527703628064
"XOG1",1.76325021549153
"HOL1",0.502378847372095
"RPP1A",-0.682645477022455
"RPL13",-0.66981078601425
"RPS16A",-0.537894302767529
"CAALFM_C103040WA",0.212098694298518
"CAALFM_C103050WA",-0.041363640020676
"TSR2",-0.304541755068798
"ORC1",-0.117853330983094
"TEM1",0.0645997954655703
"RPS1",-0.588933933964769
"CAALFM_C103100WA",0.230277478134111
"RPL6",-0.506324530615805
"CAALFM_C103120WA",0.671573315540902
"GGA2",0.0998377550646359
"CAALFM_C103140WA",0.363622877610931
"CAALFM_C103150CA",0.705171720022574
"COQ4",-0.0626541685776695
"CAALFM_C103170CA",0.55635570149903
"CAALFM_C103180WA",-0.0868974485274603
"ECM33",0.216984148597175
"ARO80",-0.00812274729256855
"CDC12",0.501012668898457
"BMH1",-0.203595621556189
"ARX1",-0.483353420162147
"CAALFM_C103240WA",-0.362373224623929
"SPP1",0.243013025283257
"CAALFM_C103260WA",0.217488319384043
"CAALFM_C103270WA",1.35841821721725
"CAALFM_C103280WA",-0.579531721318375
"NGG1",0.183467234186611
"MAS1",-0.61451170915208
"CAALFM_C103310WA",-0.220662070492851
"EHD3",1.78992265090604
"CAALFM_C103330CA",0.717111853303466
"SEC62",0.136850978408458
"RLI1",-0.329360284655096
"CAALFM_C103360WA",-0.240015904608054
"CAALFM_C103370WA",-1.08393516853298
"TPS2",0.362562109819668
"EHT1",-1.11882364921406
"CAALFM_C103400WA",0.183617410295415
"CAALFM_C103410WA",-0.114599632923701
"tN(GUU)3",-0.048956934292026
"CAALFM_C103430WA",0.125368240817447
"CAALFM_C103440CA",-0.066016428578323
"CAALFM_C103450CA",0.614595725572722
"CAALFM_C103460CA",-0.518796920111302
"CAALFM_C103470CA",0.696998553060462
"AGE1",0.309030276383552
"CAALFM_C103490WA",0.0292133478148789
"YPT1",0.165261254947162
"CAALFM_C103510CA",0.181313578554969
"RPN3",-0.0897407610150564
"MED17",-0.168487769870389
"CAALFM_C103540CA",0.0480981567085623
"COQ6",-0.417859738647332
"SUA71",-0.155561056876279
"tL(UAA)3",0.0155036796684029
"CAALFM_C103580WA",-0.0611288044551112
"CAALFM_C103600WA",0.140366388126309
"IMP1",0.0229424061068847
"CAALFM_C103620CA",-1.09664658130168
"CAALFM_C103630WA",-0.135293308331134
"HFL1",-0.0590876615414864
"MRPL27",-0.447177589316062
"CAALFM_C103660WA",0.690237189220052
"DAO1",0.202834244632231
"ENG1",-0.0947722374590026
