"","condition_FS30_vs_ctl"
"CAALFM_C100020CA",0.723983574628792
"CAALFM_C100030CA",0.704409748806998
"CTA2",-0.574063998995079
"TUP1",-0.700322823359766
"MVD",-1.25876526538283
"RCA1",-0.268483223744763
"CAALFM_C100090WA",-0.476694874250145
"CAALFM_C100100CA",-0.825458648671273
"CCT8",-0.551416706246617
"TRP1",0.271865658190222
"VPS53",0.189493595812184
"KEL1",-0.222589808904265
"RIM8",-0.333246380362566
"CAALFM_C100160CA",0.166219968380745
"LEU4",2.42481038236662
"RPL16A",0.00580213713145542
"CAALFM_C100190CA",0.0935662931559556
"CAALFM_C100200CA",0.526983767257639
"CAALFM_C100210CA",0.73841035119319
"PHR2",-0.787471643104969
"BFA1",0.156554585823787
"tT(AGU)6",-0.939646055614502
"CAALFM_C100270WA",3.65968947482628
"RFC52",NA
"POL93",1.39537052544545
"CAALFM_C100310WA",-0.686441418342434
"CAALFM_C100320WA",-0.653540009949587
"CAALFM_C100330CA",-0.510598305432773
"HBR1",-0.435456747625796
"HMX1",3.47954109362789
"CDC13",0.412999054971617
"CAALFM_C100370WA",-0.350226759289737
"CAALFM_C100380CA",-0.00128810841493591
"ENA2",2.04059996766238
"SVF1",-0.352152508101747
"CAALFM_C100410CA",-2.71774695552323
"CAALFM_C100420WA",-0.123052770493393
"CAALFM_C100430WA",-0.444541202134651
"UBP6",0.615603164670946
"CAALFM_C100450CA",-0.678666232177149
"CAALFM_C100460WA",-0.962386784238682
"CAALFM_C100470CA",-0.470852830508065
"GCN20",0.0693646197586154
"TTR1",1.08348135866753
"GLO1",-0.910136248489686
"CAALFM_C100510WA",-0.02725144548219
"CAALFM_C100520WA",0.88217628499591
"CAALFM_C100530CA",0.349434711058477
"CAALFM_C100540CA",-0.835399342325925
"CIS2",-0.232233514741501
"CNS1",-0.700032376769159
"CAALFM_C100570CA",0.0777130389181391
"CAALFM_C100580WA",0.868672423344723
"TUF1",-1.56394641453078
"APC1",-0.313008094428917
"PSD1",0.430828337570536
"MOB2",0.370352028235415
"CAALFM_C100630WA",0.987881868181483
"RPO41",-0.778952454473167
"SNF7",0.255425898517851
"CAALFM_C100660CA",0.324563646482586
"UGA32",0.186353763740484
"ASM3",0.584932075790481
"RIC1",-0.0614263754400199
"CAALFM_C100700WA",-0.324429146065521
"TUB2",0.486201478424231
"tP(UGG)3",-0.35877561466292
"CMP1",-0.25015655954248
"SPE1",0.351697059999521
"VPS27",0.372041701374745
"CAALFM_C100760WA",0.155152833490958
"ROT1",0.0592228427788753
"HGC1",2.74124208188424
"CAALFM_C100790WA",0.695095176955089
"ERG2",-1.24040176572909
"CAALFM_C100810WA",-0.538807838183774
"CAALFM_C100820WA",0.608921797495036
"CAALFM_C100830WA",2.10917282004104
"NRM1",-0.179895866568752
"IHD2",1.82710622931745
"CAALFM_C100860WA",1.45935343043028
"LRO1",-0.060788090657822
"CAALFM_C100880WA",-2.44436147704044
"CAALFM_C100890WA",0.397636499880727
"RRS1",0.305876876683794
"CAALFM_C100910WA",-1.45224775347804
"CAALFM_C100920WA",0.647185886425372
"SIN3",-0.0179021351036976
"RPB11",-0.214143268108997
"CDC5",-0.214490424015328
"SET1",-0.389961332678774
"CAALFM_C100970WA",-0.823126779139613
"CAALFM_C100980WA",-1.41174885153684
"NMA111",0.0843539680575077
"CAALFM_C101000CA",-0.75042483929001
"CAALFM_C101010WA",-0.609218524467712
"tA(AGC)4",-0.0593063352753581
"HMT1",0.446458279537493
"CAALFM_C101040WA",0.950473764354776
"CAALFM_C101050CA",-0.717051250850533
"MBF1",0.611835546158001
"CAALFM_C101070CA",-0.446937113876195
"CAALFM_C101080WA",0.0536552470271895
"CAALFM_C101090CA",-0.632833184778229
"CCH1",0.498871068998604
"ZPR1",0.100106833993147
"CAALFM_C101130WA",0.417893564773349
"CAALFM_C101140CA",1.62194689598879
"CAALFM_C101150CA",-0.480055306862753
"CAALFM_C101160CA",-0.179432379479334
"ZCF17",-0.274233144448316
"CAALFM_C101180CA",-0.142109784312684
"CAALFM_C101190CA",-0.0140352178957506
"STB5",0.359556883361255
"CAALFM_C101210WA",1.22954579323373
"CAALFM_C101220CA",2.32723982881222
"IFD3",0.411782961609668
"CAALFM_C101250WA",-1.22510346984222
"TRS20",0.89577736030352
"CTA9",0.497029341843284
"MED22",0.175099195856446
"CAALFM_C101290CA",0.936728603124233
"CAALFM_C101300WA",0.387092810931768
"MRS7",-0.384527020065547
"DUT1",-0.139913411294707
"CAALFM_C101340CA",1.22387299233765
"TIF",-0.297054439036993
"CAALFM_C101360CA",1.52869627783952
"RPS21B",0.0185335603007516
"TRM2",0.446254791289057
"CAALFM_C101390CA",-0.56341667127858
"CAALFM_C101400CA",0.33506810673104
"CRL1",-0.557313058909538
"POX18",1.03686987158149
"ABC1",0.310598962247038
"CAALFM_C101460WA",0.145397695858546
"CAALFM_C101470WA",-0.197182900247874
"RPS21",-0.152740143363474
"CAALFM_C101490WA",-1.29323144859943
"CAALFM_C101510WA",-0.674084205137857
"SOD2",-3.79460148110177
"CAALFM_C101530CA",0.386546697986264
"CAALFM_C101540WA",0.661964413108605
"VPS17",0.383065020863847
"SIZ1",0.142626416594064
"RPB7",-0.605585760040432
"CAALFM_C101580WA",-0.961055629018248
"CAALFM_C101590CA",-0.169546442894517
"MRP20",-0.980872422650215
"CAALFM_C101610CA",0.779125220096011
"CAALFM_C101620CA",-0.601482840810114
"CAALFM_C101630WA",1.04873283982621
"RPS42",-0.306396833687488
"ISN1",1.99743629368696
"tS(UGA)1",0.0535401243225788
"ESP1",-0.310153732527494
"CAALFM_C101680CA",-1.21092469794467
"LSC1",-0.156181221890775
"ARP8",1.09531140887862
"CAALFM_C101710WA",1.62759140743188
"CAALFM_C101720CA",-0.255187790575497
"tA(AGC)3",-0.00680637302696228
"CTN1",2.94265827206664
"CAALFM_C101750WA",2.47379824737501
"FGR38",1.12436680355851
"MAK32",-0.661610813506111
"HOL4",0.837943747716176
"SWI4",0.257226922612712
"CAALFM_C101800WA",-0.0612442587986921
"UGA2",-0.702804257856973
"CAALFM_C101820CA",-0.123828418744219
"UBC8",0.563272963437681
"CAALFM_C101840CA",1.92494001444393
"CAALFM_C101850CA",0.271123177243927
"CAALFM_C101860WA",-0.505836124644161
"CYS4",-0.0986051358141443
"PTR3",0.700426463841406
"CAALFM_C101890CA",0.776222325638408
"CAALFM_C101900CA",-0.220613187057134
"CAALFM_C101910WA",0.381062137291825
"ROA1",0.755358851138744
"CAALFM_C101930WA",2.10221924835546
"CAALFM_C101940CA",-0.213218594105413
"CAALFM_C101950CA",-0.346005632983565
"CAALFM_C101970WA",-0.117833715392922
"HGT1",2.81015218450717
"HSP30",1.19881255341475
"CAALFM_C102000WA",0.15328724250181
"ZCF24",-0.549235394431843
"CAALFM_C102020WA",-0.421268884619319
"CAALFM_C102030CA",-0.30023341770604
"CAALFM_C102040CA",0.285730067695225
"PHO91",1.51047028164228
"CAALFM_C102060WA",-1.60831344433295
"HSP31",1.39957400938774
"SET6",-0.256742928667031
"CAALFM_C102090CA",0.242376363505018
"CAALFM_C102100WA",0.42261423407446
"HGT2",2.78982074703307
"SHA3",6.10193110413862
"GAL1",3.07416564550085
"GAL10",4.51862294148313
"CAALFM_C102160WA",0.630458910507826
"GAL102",1.60643268849286
"GAL7",3.28331418672999
"ABP140",0.110313615090112
"CAALFM_C102200CA",0.387530301632044
"CAALFM_C102210WA",-0.0297366821794372
"CAALFM_C102220CA",0.189886850244793
"SEP7",0.204596393743144
"CAALFM_C102240WA",-0.399092006935897
"CWH8",-0.742342954207701
"AGE3",-0.238341227131394
"CAALFM_C102270CA",-3.19742165793978
"PSY2",0.340003650116527
"CAALFM_C102290CA",-0.970805597790117
"CAALFM_C102300WA",-0.290647758426465
"CAALFM_C102310CA",-0.168081714249189
"CAALFM_C102320CA",0.0482136557760417
"CAALFM_C102330CA",-0.163630915210717
"tR(CCG)1",-0.461455846773977
"TIM21",-1.62960774521239
"PGA5",-1.67393294928629
"CAALFM_C102370CA",0.104018910813272
"CAALFM_C102380CA",0.248885273853343
"CAALFM_C102390WA",0.607667994028438
"MNN11",-0.657288718996889
"CAALFM_C102410CA",-0.476645457429021
"GSC1",0.905169328551766
"CAALFM_C102430CA",-0.415106752868065
"CAALFM_C102440CA",-1.88510071573612
"CAALFM_C102450CA",-0.602026585766504
"RPL10",-0.120705350907492
"CAALFM_C102470WA",0.131270029338434
"PMM1",0.567071984017465
"CAALFM_C102490CA",-0.851457131669942
"CAALFM_C102500WA",0.665182386188208
"CAALFM_C102510WA",0.920576798826868
"SCW4",0.517140755564967
"DIP5",1.22280744459735
"tR(UCU)4",0.423405635253696
"PUT4",2.74388103269998
"HNM4",4.11244364150007
"SNZ1",1.42062017028519
"SNO1",0.946835294664732
"IML1",-0.196257100366373
"HOM6",0.997375833383307
"EXG2",-0.400619637308749
"TOM20",-0.0987196712088214
"CAALFM_C102650WA",-0.507744758486532
"MGM101",-0.732929305406512
"CAALFM_C102670CA",1.26932105986447
"CAALFM_C102680CA",1.87544473342309
"CAALFM_C102690CA",0.246555820232165
"CAALFM_C102700CA",0.542167599246371
"FRS2",0.206555654581046
"CAALFM_C102720WA",0.445332232975719
"CAALFM_C102730WA",0.0302446380681708
"CAALFM_C102740CA",0.595658535695985
"CAALFM_C102750CA",-0.571055888127716
"CAALFM_C102760WA",0.476481292194561
"CAALFM_C102770WA",-0.410329805782728
"CAALFM_C102780WA",-0.419750650225759
"TIF34",-0.0121864031914234
"CAALFM_C102800WA",1.65750429793503
"RAD16",0.843637068338861
"LYS2",1.77984236702807
"CAALFM_C102830WA",-0.47372998514333
"PDE2",0.419223197480901
"CAALFM_C102850WA",-1.08055527860971
"YKT6",0.569277053938629
"YPT7",0.00351759153767895
"MIA40",-1.03207233026868
"CAALFM_C102890CA",-0.234484355348748
"CAALFM_C102900CA",-0.246482945685127
"CAALFM_C102910CA",0.179187204765964
"CDC73",-0.19848967436443
"MST1",-1.3709442221428
"CAALFM_C102940CA",0.657904973286009
"CAALFM_C102950WA",0.647795981466104
"CAALFM_C102960CA",-0.49456015090393
"CAALFM_C102970WA",2.41341529423134
"GOR1",2.98859293049578
"XOG1",1.88351826903144
"HOL1",1.26517919978038
"RPP1A",-0.299690003656517
"RPL13",-0.507500603646882
"RPS16A",-0.386000282565913
"CAALFM_C103040WA",0.750248713301878
"CAALFM_C103050WA",-0.149306513222137
"TSR2",-0.192713985807293
"ORC1",-0.691137526521426
"TEM1",-0.500552955975217
"RPS1",0.0544127703524495
"CAALFM_C103100WA",-0.737467165148805
"RPL6",-0.212441164555221
"CAALFM_C103120WA",0.990039534207987
"GGA2",-0.171433000489329
"CAALFM_C103140WA",0.0354916429077096
"CAALFM_C103150CA",-1.5105230206864
"COQ4",-0.710291758201118
"CAALFM_C103170CA",0.226722604612097
"CAALFM_C103180WA",-0.506478133544916
"ECM33",-0.124949802358991
"ARO80",-1.70141610064167
"CDC12",0.31490833619246
"BMH1",-0.197551811246741
"ARX1",0.316219612736853
"CAALFM_C103240WA",-0.721106994184732
"SPP1",0.403388044206416
"CAALFM_C103260WA",0.130763523815928
"CAALFM_C103270WA",1.2397295788215
"CAALFM_C103280WA",-1.33679771890937
"NGG1",0.0115647133687425
"MAS1",-1.00979166863202
"CAALFM_C103310WA",-0.554311410585983
"EHD3",-0.320206052917411
"CAALFM_C103330CA",0.510069229949263
"SEC62",0.29996280068094
"RLI1",0.193276806154624
"CAALFM_C103360WA",-1.01093869846717
"CAALFM_C103370WA",0.177076264125069
"TPS2",1.26949077733813
"EHT1",-0.55430838170703
"CAALFM_C103400WA",1.26392694782491
"CAALFM_C103410WA",-0.126322038897276
"tN(GUU)3",-0.560327486079388
"CAALFM_C103430WA",-0.565804395052649
"CAALFM_C103440CA",0.110466037159482
"CAALFM_C103450CA",0.159141035252695
"CAALFM_C103460CA",-0.383430314234994
"CAALFM_C103470CA",0.371072800651073
"AGE1",-0.455883138881611
"CAALFM_C103490WA",-0.618059766963691
"YPT1",0.842988042056082
"CAALFM_C103510CA",-1.94473882345754
"RPN3",0.555498689583348
"MED17",0.0546121625603156
"CAALFM_C103540CA",-0.544655484070278
"COQ6",-0.793839068037653
"SUA71",0.260097960695432
"tL(UAA)3",-0.0109072504085728
"CAALFM_C103580WA",-0.0560548799444361
"CAALFM_C103600WA",0.143071071957805
"IMP1",-0.566380637238803
"CAALFM_C103620CA",-0.975090831924224
"CAALFM_C103630WA",-0.0605435751767009
"HFL1",-0.0916335566788301
"MRPL27",-0.521856405681276
"CAALFM_C103660WA",-0.0578056504282188
"DAO1",-0.913648323149233
"ENG1",-0.857180164446384
"CAALFM_C103690WA",-0.429564785077106
"tT(CGU)1",-0.481025989422844
"MSB1",-0.227904318913075
"CAALFM_C103720CA",-0.208154669326245
"MNS1",0.250371360895033
"WAR1",-0.443105044281863
"CAALFM_C103750WA",-0.639488751289116
"STR2",1.23751647731982
"SKO1",-0.580656331650052
"HMG1",-0.594247500342832
"CAALFM_C103790CA",0.222449736593195
"RPP1",-0.748289139809665
"ELA1",-0.954424282417164
"PDR16",-2.33632779057418
"CAALFM_C103830CA",-0.260593198590569
"CAALFM_C103840WA",-0.511229382888466
"BNI4",0.526832585622659
"CAALFM_C103870CA",0.875923343762359
"CAALFM_C103880CA",0.101857889441704
"CAALFM_C103890WA",0.0389899252211974
"SEN15",-0.772510005307809
"CAALFM_C103910CA",0.407792272435568
"CAALFM_C103920CA",-0.246400532452586
"CAALFM_C103930WA",-0.943595654468908
"CAALFM_C103940WA",-0.758315174886018
"CAALFM_C103950CA",-0.275065399768119
"CAALFM_C103960CA",0.581343105319579
"SPC19",0.0810848773909596
"CAALFM_C103990WA",0.67197978475975
"KTR4",-0.288240962231222
"CAALFM_C104010CA",0.325493516078799
"CSH1",-0.884404329043384
"CAALFM_C104030WA",-0.919459813289849
"CAALFM_C104040CA",0.0888910120904097
"MFALPHA",-0.0441110672569875
"IFI3",-0.224884173410649
"BET4",-0.641438063012632
"MAD2",-0.200894057942402
"CAALFM_C104090CA",0.171564651085743
"POR1",-1.0048250193664
"CAALFM_C104110WA",-0.082692893319507
"CAALFM_C104120CA",-0.998698633380685
"ERB1",-0.120227645557901
"IFD6",-0.0944280309712812
"CAALFM_C104150CA",0.387770376307671
"CAALFM_C104160CA",-0.179213605676469
"HTA2",0.322273459432683
"CAALFM_C104180WA",-0.0641355355714628
"CAALFM_C104190CA",0.205673764819926
"CAALFM_C104200CA",-0.46855574437604
"CDC3",0.224432188190582
"CAALFM_C104220CA",0.0439583844783617
"CAALFM_C104230WA",0.484144508694466
"HHF1",0.338493340030964
"HHT21",0.25697097979529
"CAALFM_C104270CA",0.393739918348971
"CAALFM_C104280CA",0.308218504763172
"ACS2",-0.52544257460396
"SSA2",-1.08291950420008
"GIG1",0.0995635054437727
"GPM2",0.076992743544625
"RPN4",1.17127343785797
"CAALFM_C104340CA",-0.668831675991383
"CAALFM_C104350CA",0.139131119812394
"CAALFM_C104360CA",-1.40843129175348
"CAALFM_C104370CA",-1.36735601654632
"SIT4",0.453198297396115
"NOP4",0.375110883587881
"APE2",-1.65498393070484
"ESS1",0.0912115953977929
"URA6",-1.22820088467104
"CAALFM_C104430CA",-1.02287585515853
