"","condition_SL30_vs_ctl"
"HAC1",4.68178621400233
"CAALFM_C106150WA",5.35276201860744
"CAALFM_C106160WA",4.86254403490011
"TLO34",-0.286179115720891
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.722247051713248
"BUD16",-0.787702264949742
"CAALFM_C106220CA",-0.223906727814566
"MDM34",0.149114352827463
"CAALFM_C106250WA",-2.18258632058412
"PGA50",-0.795429303490033
"CAALFM_C106270WA",0.950926756547358
"UME6",7.21244965636698
"CAALFM_C106300WA",-1.18618117954666
"CAALFM_C106310WA",-1.31453933973846
"CAALFM_C106320WA",0.807738122751845
"CAALFM_C106340WA",4.8448757418779
"CAALFM_C106350WA",0.505925034015788
"CAALFM_C106360WA",0.436489448696616
"PBR1",1.5253607093413
"CAALFM_C106380CA",-0.133621868190224
"CAALFM_C106390WA",-0.358135956051401
"CAALFM_C106400CA",-0.00284405642735843
"CAALFM_C106410WA",0.922269418681176
"CAALFM_C106420CA",0.788270097418317
"CAALFM_C106430CA",1.6663218329413
"CAALFM_C106440CA",-1.31214778482861
"RPS14B",-0.910089652195715
"RPS22A",-0.900561108921506
"CAALFM_C106470WA",-1.98142097400306
"CAALFM_C106480CA",0.866073552149741
"CAALFM_C106490CA",-2.33098373156123
"CAALFM_C106500WA",-1.01268892702385
"CAALFM_C106510CA",-0.69136453640769
"BPH1",0.258598759886903
"CAALFM_C106530CA",-0.108156750212591
"CAALFM_C106540CA",-0.862893163582897
"GLT1",0.755956018914432
"CAALFM_C106560WA",0.118861912456708
"ANT1",4.27378033856763
"RPS23A",-1.32709558787425
"CAALFM_C106590CA",-0.316401385879608
"CAALFM_C106600WA",0.915775258377775
"HAK1",0.0961374378829529
"CAALFM_C106620CA",-0.523064118186595
"CAALFM_C106630WA",-0.531491019947761
"CAALFM_C106640CA",-0.744113413808394
"CAALFM_C106650WA",-0.21936467954272
"CAALFM_C106660WA",0.746593886901909
"CAALFM_C106670WA",1.1327295146364
"VPS34",-0.674142021091415
"CYK3",0.15605907641361
"CAALFM_C106700WA",-0.482288040333021
"CAALFM_C106710WA",-0.0222595583229301
"CAALFM_C106720CA",-0.746447988745365
"RAC1",1.62791995701488
"NOP6",-2.0863672684653
"CAALFM_C106750WA",-0.300768802015757
"CAALFM_C106760CA",-1.27296815300017
"CAALFM_C106770WA",-0.180237346484629
"NPR1",0.791733491304931
"MRPL19",-0.894924743942611
"CAALFM_C106800WA",-0.376709831481667
"CAT1",4.44716504645579
"CAALFM_C106820WA",0.0630293432068684
"CAALFM_C106830WA",-1.5013686318595
"CAALFM_C106840CA",-0.329566404745328
"PCL7",0.115502315181748
"CAALFM_C106860WA",3.74613865462016
"CAALFM_C106870CA",0.576898075462467
"SPO22",-0.553993285187259
"CAALFM_C106890CA",-1.0666356590206
"MMD1",-1.59887066051447
"CAALFM_C106910CA",-0.0564019160407588
"CAALFM_C106920CA",2.30892316323255
"PGA63",1.86132249654079
"ATC1",1.59227272385903
"tP(AGG)1",-1.73051828684792
"SUI2",-0.738473544275918
"CAALFM_C106970CA",-0.625159660711949
"CAALFM_C106980CA",-1.12375216789064
"tL(UAA)4",-0.439848302025905
"MEF2",-0.768447842734095
"CAALFM_C107010WA",-0.562886755176481
"PUT3",0.506875348981525
"RBT4",2.2950153198151
"CAALFM_C107040CA",0.499824597555761
"CAALFM_C107050CA",0.572704524676275
"CAALFM_C107060CA",-1.09240067579895
"DHH1",0.694407994619406
"CAALFM_C107080WA",3.9405361838823
"CAALFM_C107090CA",0.38221027833187
"CAALFM_C107100CA",1.66065149285127
"TAF145",0.515754312564809
"GAP4",-0.0255638501891447
"CAALFM_C107130CA",-0.0854573384085099
"RIA1",-0.868870548790996
"CAALFM_C107150WA",-1.78999271152585
"CAALFM_C107160CA",0.373389651621468
"ZCF23",2.24822551597785
"CCS1",1.09288181612291
"SOG2",0.249654434823025
"YMC1",-2.10246599139376
"CAALFM_C107210CA",0.987747339675785
"CAALFM_C107220WA",6.09843534424396
"PHO15",-0.913514689954341
"YPD1",-0.593235586892396
"ALG9",0.338713860931922
"CAALFM_C107260CA",0.712647669658546
"SEC34",0.873614036786552
"CAALFM_C107280CA",-0.521230761644138
"tL(AAG)2",-4.23715407565785
"CAALFM_C107320WA",-0.88138219012462
"RME1",-1.54002166781446
"CAALFM_C107340WA",0.179624149056544
"GPX3",-0.261841861722214
"CAALFM_C107360WA",-0.178094875089286
"CPH1",2.63423515983573
"KSP1",0.436786819338303
"CAALFM_C107390WA",0.567150575548971
"CAALFM_C107400CA",-0.031290997012293
"SKP1",-0.660140570152904
"PEX3",0.738140884582947
"PHO100",-0.0849483362471973
"CAALFM_C107440WA",0.608352564728932
"CAALFM_C107450WA",-0.236749579571867
"GPI8",0.833054985607258
"CAALFM_C107470CA",-0.231906701691296
"CAALFM_C107480CA",0.247947051965007
"CAALFM_C107490CA",-1.28010083511348
"LHP1",-1.47478417064215
"CAALFM_C107510WA",-0.641740095637763
"IST2",-0.666902731156542
"CAALFM_C107530WA",0.000240765819277428
"BBC1",1.27363608407971
"SWD2",-0.0266042074419956
"CAALFM_C107560WA",0.658073833718286
"CAALFM_C107570CA",-0.126103431234167
"PRY1",0.576700603308784
"CAALFM_C107590CA",0.488406857308555
"ATP7",-1.11794046609186
"CAALFM_C107610CA",-0.951369305269109
"PIR32",-0.769016683086953
"CAALFM_C107630WA",-0.51121405262867
"CAALFM_C107640CA",0.156420530070307
"CAALFM_C107650WA",2.04809377121829
"CAALFM_C107660WA",-3.78127949543481
"ZCF4",1.2137669246884
"HAP2",-0.746174904496893
"CAALFM_C107690CA",-0.657899191513377
"VRG4",-0.158715443739766
"ADE4",-1.28783489486294
"FGR6-3",0.258589755459508
"CAALFM_C107780WA",0.734782706121943
"CAALFM_C107790CA",-2.05012917420434
"MTO1",-0.228830993115128
"CAALFM_C107810CA",-0.580507303570288
"CAALFM_C107820WA",-0.403141180238201
"CAALFM_C107830CA",-1.07340306737576
"CAALFM_C107840WA",0.143529385577029
"CAALFM_C107850CA",-0.618554346353484
"CAALFM_C107860WA",-0.959966694337193
"SMI1",-0.161033629784681
"GCS1",-0.793073538868116
"ADE5%2C7",-2.40527674468479
"COI1",0.321772230278413
"MRPL3",-0.732703936175052
"CAALFM_C107920WA",-1.31683083453842
"ERD1",-1.39318382959415
"CAALFM_C107940WA",-2.41991205841135
"CAALFM_C107950CA",-1.81175670721279
"CAALFM_C107960WA",-1.24657937048077
"IRE1",0.810404229381928
