"","condition_YL30_vs_ctl"
"HGC1",1.64479656099633
"CAALFM_C100790WA",0.817052294939873
"ERG2",-0.519746588026241
"CAALFM_C100810WA",-0.396377488509891
"CAALFM_C100820WA",-0.306203448287974
"CAALFM_C100830WA",-0.2936771667625
"NRM1",0.607889248290107
"IHD2",2.18016851755612
"CAALFM_C100860WA",0.569692225843138
"LRO1",0.305990960635284
"CAALFM_C100880WA",-3.53631115627884
"CAALFM_C100890WA",-0.655710369895621
"RRS1",1.31443644176766
"CAALFM_C100910WA",-0.524464230752641
"CAALFM_C100920WA",-0.212340628911109
"SIN3",0.412376711368965
"RPB11",-0.0912662340353373
"CDC5",-0.0757617544049999
"SET1",0.556414942606499
"CAALFM_C100970WA",-0.612578461400596
"CAALFM_C100980WA",-0.503494028038018
"NMA111",1.50809105476651
"CAALFM_C101000CA",-0.421803012314677
"CAALFM_C101010WA",-0.180194892803345
"tA(AGC)4",-0.0676904274760743
"HMT1",1.41543355098101
"CAALFM_C101040WA",0.967025657720854
"CAALFM_C101050CA",-1.2065687357674
"MBF1",-0.36893368676276
"CAALFM_C101070CA",0.0985723360446707
"CAALFM_C101080WA",0.2055562588528
"CAALFM_C101090CA",-0.201502792423178
"CCH1",0.37869057607078
"ZPR1",1.15856256950229
"CAALFM_C101130WA",0.791068086827499
"CAALFM_C101140CA",-1.02889588125595
"CAALFM_C101150CA",0.547178502018585
"CAALFM_C101160CA",0.903808322268136
"ZCF17",0.452240311095543
"CAALFM_C101180CA",-0.736207389824783
"CAALFM_C101190CA",-0.893829162848107
"STB5",-1.52581253894034
"CAALFM_C101210WA",1.02453272171441
"CAALFM_C101220CA",2.79212349982128
"IFD3",-2.46976258696792
"CAALFM_C101250WA",-1.97875490340658
"TRS20",-0.384025257698666
"CTA9",-0.413241720931371
"MED22",-0.39352335079867
"CAALFM_C101290CA",-0.354033072832323
"CAALFM_C101300WA",-0.996737223500797
"MRS7",-0.163837178616288
"DUT1",0.572097102497904
"CAALFM_C101340CA",-0.322031078622339
"TIF",0.576352404539956
"CAALFM_C101360CA",-2.00949170115221
"RPS21B",-0.10024677614144
"TRM2",1.04210422347906
"CAALFM_C101390CA",-0.198565516903344
"CAALFM_C101400CA",-0.764245256840635
"CRL1",0.217566891987564
"POX18",-1.60944720628366
"ABC1",0.621840498790781
"CAALFM_C101460WA",-0.131957143634675
"CAALFM_C101470WA",0.644534997327277
"RPS21",-0.0335152967863726
"CAALFM_C101490WA",-4.14736116515728
"CAALFM_C101510WA",-0.553526375480215
"SOD2",-3.44186446680972
"CAALFM_C101530CA",0.320935311850612
"CAALFM_C101540WA",-0.786225903803598
"VPS17",-0.124192459456991
"SIZ1",0.80571176452361
"RPB7",-0.0973192953058872
"CAALFM_C101580WA",-0.298880490415907
"CAALFM_C101590CA",0.522292709787175
"MRP20",-0.47848280452753
"CAALFM_C101610CA",-0.490260088183283
"CAALFM_C101620CA",-1.90533228260872
"CAALFM_C101630WA",-0.35140968344734
"RPS42",0.924598735820778
"ISN1",-0.316732123801956
"tS(UGA)1",0.0700699542495911
"ESP1",-0.299009998874112
"CAALFM_C101680CA",-0.449308302067927
"LSC1",-0.566631336660289
"ARP8",-0.215040550327066
"CAALFM_C101710WA",0.705530508316362
"CAALFM_C101720CA",-0.98846808263141
"tA(AGC)3",-0.00805825790374818
"CTN1",-1.5296819084515
"CAALFM_C101750WA",0.253433217912532
"FGR38",-0.421400073390929
"MAK32",-2.04848447071584
"HOL4",1.19216904066193
"SWI4",1.01482704558336
"CAALFM_C101800WA",-0.103913913597678
"UGA2",-0.432693591397179
"CAALFM_C101820CA",0.029496490017805
"UBC8",-1.43913436858004
"CAALFM_C101840CA",-0.0227101144527955
"CAALFM_C101850CA",0.442926427848809
"CAALFM_C101860WA",0.55727706844557
"CYS4",0.654364515066685
"PTR3",0.342039863526082
"CAALFM_C101890CA",0.608957874240218
"CAALFM_C101900CA",0.331295748682636
"CAALFM_C101910WA",0.810631516124818
"ROA1",1.02485664042034
"CAALFM_C101930WA",-1.0020985024958
"CAALFM_C101940CA",-0.00407432469243878
"CAALFM_C101950CA",-1.19130955365174
"CAALFM_C101970WA",0.543454817014318
"HGT1",-1.98051907249582
"HSP30",-0.145769131732313
"CAALFM_C102000WA",-0.353287509338645
"ZCF24",-1.47769359566591
"CAALFM_C102020WA",-1.07876220837018
"CAALFM_C102030CA",-0.390682697907897
"CAALFM_C102040CA",-2.30222843345123
"PHO91",0.410266490254039
"CAALFM_C102060WA",-4.4687139290485
"HSP31",-0.280306130170347
"SET6",0.875336766934478
"CAALFM_C102090CA",0.75590788372913
"CAALFM_C102100WA",-0.058297273509358
"HGT2",-2.74841679899441
"SHA3",0.744596544531462
"GAL1",-2.46934862379561
"GAL10",-2.4398868474451
"CAALFM_C102160WA",-0.27603720426784
"GAL102",-0.550207496668872
"GAL7",-0.405357227897816
"ABP140",1.11608932364976
"CAALFM_C102200CA",-0.564728882433195
"CAALFM_C102210WA",-0.638551172346559
"CAALFM_C102220CA",-0.445912477646624
"SEP7",0.443735909512046
"CAALFM_C102240WA",0.534062170584176
"CWH8",0.165299704101104
"AGE3",-0.78613622090144
"CAALFM_C102270CA",-1.95820251119104
"PSY2",0.51256214520585
"CAALFM_C102290CA",-0.852708837374949
"CAALFM_C102300WA",-0.403428104050643
"CAALFM_C102310CA",-0.255868177773355
"CAALFM_C102320CA",-0.798121661649873
"CAALFM_C102330CA",-0.32012913252925
"tR(CCG)1",0.2656764520265
"TIM21",-0.864412027085361
"PGA5",-0.528429309673719
"CAALFM_C102370CA",0.944927381725354
"CAALFM_C102380CA",0.443271937333142
"CAALFM_C102390WA",1.09963772073734
"MNN11",0.333153497045703
"CAALFM_C102410CA",-0.542059475945742
"GSC1",1.35680686399494
"CAALFM_C102430CA",0.422446435042784
"CAALFM_C102440CA",-1.53340763480805
"CAALFM_C102450CA",0.135841223891942
"RPL10",0.0035486166363976
"CAALFM_C102470WA",-0.337451842582711
"PMM1",0.391618807910782
"CAALFM_C102490CA",-0.434684509502384
"CAALFM_C102500WA",-0.0164692110610226
"CAALFM_C102510WA",0.359951135793103
"SCW4",2.16250311839443
"DIP5",-0.118466343604599
"tR(UCU)4",0.0930615483077537
"PUT4",0.129504001083637
"HNM4",1.74968498455949
"SNZ1",-7.36883836136035
"SNO1",-6.90851539647872
"IML1",-0.760872587223694
"HOM6",-1.24982377609598
"EXG2",1.02500858565328
"TOM20",0.255990407362888
"CAALFM_C102650WA",-0.545461543271339
"MGM101",0.0903077251533437
"CAALFM_C102670CA",0.996974066862289
"CAALFM_C102680CA",0.975995626522444
"CAALFM_C102690CA",0.0182818805361423
"CAALFM_C102700CA",-2.96674998208352
"FRS2",0.345012137241856
"CAALFM_C102720WA",-0.18158488729816
"CAALFM_C102730WA",-0.339434750721313
"CAALFM_C102740CA",-0.242369757727394
"CAALFM_C102750CA",0.154820999870334
"CAALFM_C102760WA",-0.169981596142966
"CAALFM_C102770WA",-0.184941362880117
"CAALFM_C102780WA",-3.16795938886877
"TIF34",0.627908766417012
"CAALFM_C102800WA",1.57661654762252
"RAD16",2.45166137479329
"LYS2",-3.02990289466538
"CAALFM_C102830WA",-0.474926832105964
"PDE2",0.454471064155997
"CAALFM_C102850WA",0.630041819124702
"YKT6",-0.345048100980336
"YPT7",-0.287890173782754
"MIA40",-0.347279228610043
"CAALFM_C102890CA",-0.296155417219983
"CAALFM_C102900CA",0.409644789650152
"CAALFM_C102910CA",-1.29315821325493
"CDC73",-0.392718636997576
"MST1",-0.319903773147735
"CAALFM_C102940CA",0.34143491584223
"CAALFM_C102950WA",0.139794858062361
"CAALFM_C102960CA",0.00275573009142198
"CAALFM_C102970WA",-2.89743585046363
"GOR1",-4.40906296227222
"XOG1",2.37612758728754
"HOL1",0.174482765112567
"RPP1A",-0.119456958511416
"RPL13",-0.0657729357978124
"RPS16A",-0.0938358546121514
"CAALFM_C103040WA",0.734639468863536
"CAALFM_C103050WA",0.111619185011229
"TSR2",0.707851921519546
"ORC1",-0.203615866351663
"TEM1",-0.928815085678018
"RPS1",0.0377316552715163
"CAALFM_C103100WA",-1.89558698684767
"RPL6",0.0541143305065258
"CAALFM_C103120WA",0.645574313726336
"GGA2",-1.171454813124
"CAALFM_C103140WA",-2.06748974555252
"CAALFM_C103150CA",-3.92916370802802
"COQ4",-1.22389778624285
"CAALFM_C103170CA",-0.363366130046494
"CAALFM_C103180WA",-0.445474508800191
"ECM33",0.330703490189671
"ARO80",-0.286313650984934
"CDC12",0.494253984615253
"BMH1",-0.743340631000102
"ARX1",1.27890027846027
"CAALFM_C103240WA",-0.801917127209186
"SPP1",0.341457740102374
"CAALFM_C103260WA",1.05398736725691
"CAALFM_C103270WA",0.0336856001271031
"CAALFM_C103280WA",-0.204044491337959
"NGG1",0.258492082762122
"MAS1",-0.149430435611469
"CAALFM_C103310WA",0.0885236355257744
"EHD3",-0.789201364098178
"CAALFM_C103330CA",0.273597302819126
"SEC62",1.00140085547066
"RLI1",0.94585409127302
"CAALFM_C103360WA",-0.212701726630879
"CAALFM_C103370WA",1.05198298514904
"TPS2",-1.11346766367845
"EHT1",1.19632138653923
"CAALFM_C103400WA",0.127297663430108
"CAALFM_C103410WA",-0.25729120034018
"tN(GUU)3",-0.443180357398895
"CAALFM_C103430WA",-0.659606068288134
"CAALFM_C103440CA",-0.0615075745061039
"CAALFM_C103450CA",-1.37814794747326
"CAALFM_C103460CA",0.922541340096
"CAALFM_C103470CA",1.37101456959901
"AGE1",-1.21409035159312
"CAALFM_C103490WA",-2.1381903022086
"YPT1",0.468443173360182
"CAALFM_C103510CA",-3.040194638843
"RPN3",-0.163107648324777
"MED17",0.34758619967371
"CAALFM_C103540CA",0.231756977457006
"COQ6",-0.978716814725847
"SUA71",0.908711694736446
"tL(UAA)3",-0.0135361520898598
"CAALFM_C103580WA",0.135789873645095
"CAALFM_C103600WA",-0.650187000169778
"IMP1",0.066091973005351
"CAALFM_C103620CA",-0.518014621150803
"CAALFM_C103630WA",0.781459660514797
"HFL1",0.697113955271543
"MRPL27",0.14260273637881
"CAALFM_C103660WA",-0.502413021507374
"DAO1",-4.29397821669622
"ENG1",-1.2039044976145
"CAALFM_C103690WA",-0.852852214044274
"tT(CGU)1",0.105094485419144
"MSB1",0.688702059148355
"CAALFM_C103720CA",-2.71874991788526
"MNS1",-1.04729474203793
"WAR1",0.139547243785605
"CAALFM_C103750WA",-0.402012725789298
"STR2",0.0330519163527904
"SKO1",0.618261941536926
"HMG1",0.0513061639618354
"CAALFM_C103790CA",0.936872523559863
"RPP1",0.593834018566045
"ELA1",0.499081366649813
"PDR16",1.52503915632173
"CAALFM_C103830CA",0.549644824189245
"CAALFM_C103840WA",0.0408103034268922
"BNI4",0.780688362295062
"CAALFM_C103870CA",1.16109292393997
"CAALFM_C103880CA",0.130687438664171
"CAALFM_C103890WA",0.458765201656496
"SEN15",-0.0867213594998021
"CAALFM_C103910CA",0.141809589777378
"CAALFM_C103920CA",0.002249548655242
"CAALFM_C103930WA",-0.297691254111061
"CAALFM_C103940WA",-1.263794943206
"CAALFM_C103950CA",-0.572033615079934
"CAALFM_C103960CA",-0.132819426338957
"SPC19",0.42613935680938
"CAALFM_C103990WA",0.073942470335371
"KTR4",0.065697269332075
"CAALFM_C104010CA",-0.323280282401559
"CSH1",-1.42712784629833
"CAALFM_C104030WA",-0.888785079031722
"CAALFM_C104040CA",0.939626872660343
"MFALPHA",-0.05283570529735
"IFI3",-1.65272553789417
"BET4",-0.782544631233475
"MAD2",-0.353911895855178
"CAALFM_C104090CA",0.437205494132214
"POR1",-2.13939894872015
"CAALFM_C104110WA",-0.0927878914570506
"CAALFM_C104120CA",-0.430067515376377
"ERB1",0.993232682427796
"IFD6",-0.990240078903335
"CAALFM_C104150CA",-0.00960145775739363
"CAALFM_C104160CA",0.225150060781747
"HTA2",0.144482308338245
"CAALFM_C104180WA",-0.0738195532398394
"CAALFM_C104190CA",-0.032477925166422
"CAALFM_C104200CA",-0.899616448322492
"CDC3",0.264202728394122
"CAALFM_C104220CA",-0.535355515294758
"CAALFM_C104230WA",-0.34138504372776
"HHF1",0.275189057910004
"HHT21",0.0576239711525918
"CAALFM_C104270CA",2.24909403954803
"CAALFM_C104280CA",0.0666890257616647
"ACS2",-1.55402721214864
"SSA2",-1.85842510028043
"GIG1",-0.803562786617765
"GPM2",-2.08063282468757
"RPN4",1.65405633348604
"CAALFM_C104340CA",-0.420785402051869
"CAALFM_C104350CA",0.924995971782758
"CAALFM_C104360CA",-2.76097416500235
"CAALFM_C104370CA",-0.17230897750882
"SIT4",0.160299765019855
"NOP4",1.50833982457396
"APE2",-1.69249471958509
"ESS1",-0.00087796984631218
"URA6",-0.439272904333925
"CAALFM_C104430CA",-1.60239800961143
"CAALFM_C104440WA",NA
"FMA1",-1.23997549852865
"CAALFM_C104460CA",-0.130214594649947
"CAALFM_C104470CA",0.924408661464545
"TUS1",-1.21679765019607
"CAALFM_C104490WA",0.68071287820354
"ICL1",-0.498303538569417
"CAALFM_C104510WA",0.562377940777535
"PHO85",-0.449882686448905
"CAALFM_C104530CA",0.740260574050036
"VPS16",-0.837344955511645
"ELC1",-0.58148153533834
"CAALFM_C104560WA",-2.44114586238865
"CHL4",0.415470452072568
"CAALFM_C104580CA",0.243476512201871
"CAALFM_C104590WA",0.181985099359961
"CAALFM_C104600CA",-0.163410250201048
"ATP1",-1.05128152163239
"CAALFM_C104620WA",0.583950155343898
"CAALFM_C104630CA",0.644620886645115
"CAALFM_C104640WA",-3.1271614485302
"DUR3",0.0238509927154916
"DUR1%2C2",0.536853905816505
"HAT1",-0.218345919261025
"PIL1",-2.72594464414216
"CAALFM_C104690CA",1.54129675925553
"CAALFM_C104700CA",-0.180810975565287
"CAALFM_C104710CA",0.553921241710458
"CAALFM_C104720WA",0.149742242633922
"LYS21",0.322678813425167
"LPG20",-3.92100101431171
"IFE1",0.810044923236046
"SYG1",0.350341438761946
"ERG3",0.457415967534885
"CAALFM_C104780CA",-0.0818048160747474
"CAALFM_C104790WA",0.123594593840782
"CAALFM_C104800CA",0.400305615588078
"TCO89",-0.360690580775091
"CAALFM_C104820CA",0.0677059973806576
"SEC21",0.28139945382552
"CAALFM_C104840CA",0.37190079308866
"CAALFM_C104850CA",0.736906806290323
"CAALFM_C104860WA",-0.852020098806631
"SAP7",0.400416502546695
"MRPL37",-0.0721489327691049
"YBN5",0.235387430909207
"MNN15",0.227134643289884
"CAALFM_C104910CA",-0.998247934826434
"CAALFM_C104930CA",-0.535844927404787
"CAALFM_C104940CA",3.56915575870026
"RPM2",0.186770604256456
"CAALFM_C104960CA",-0.455481517675476
"CAALFM_C104970WA",0.0777512512789658
"CAALFM_C104980CA",0.0679007970611495
"CAALFM_C104990CA",-0.555735343151076
"RHD1",0.966931328584854
"CAALFM_C105010CA",-0.229180597688097
"ARG2",-1.18263103602104
"PSF2",0.788172942386677
"RRP6",1.05080847579903
"REI1",0.967728154102538
"GPI7",-0.886173453398066
"GPT1",0.545721183718612
"TRY2",0.496865687455496
"CAALFM_C105100WA",0.708502421924956
"ARO4",0.236646443107275
"CAALFM_C105120WA",0.201832379758989
"BRG1",1.45974519705982
"CAALFM_C105150CA",-0.13098186039261
"CAALFM_C105160CA",-5.09018742163632
"CUE5",-2.49966592965636
"CAALFM_C105180CA",-0.436954665784399
"CAALFM_C105190CA",-0.630357715725115
"CAALFM_C105200CA",0.128862661295909
"CAALFM_C105210CA",0.0840285063963822
"CAALFM_C105220CA",1.36480973194178
"CAALFM_C105230WA",-0.411626672431381
"RPT1",0.389662192862304
"CAALFM_C105250WA",NA
"SDH1",-0.45160485296095
"CAALFM_C105270CA",0.155234553669725
"CAALFM_C105280WA",-0.29932188482924
"GRS1",0.296085736227905
"PRD1",-3.09778459448478
"tP(UGG)1",-0.400111139366451
"CAALFM_C105320CA",0.504771689252322
"CAALFM_C105330CA",0.543342605396304
"ZCF2",0.607624811857539
"YPT53",0.206416252450257
"CAALFM_C105360CA",0.863278121732016
"CAALFM_C105370CA",-0.140829923057598
"CAALFM_C105380CA",1.45183310876618
"CAALFM_C105390CA",0.145117050480168
"CAALFM_C105400CA",-0.144088213903775
"TRP99",-2.89538413242774
"CAALFM_C105420WA",-0.41615953230616
"SPT20",-0.0288829525722977
"CAALFM_C105440CA",-0.151610556982205
"CAALFM_C105450WA",NA
"KOG1",0.121957082486313
"MTM1",0.672674847018682
"CAALFM_C105480CA",0.588485712634862
"CAALFM_C105490CA",-0.610911213812524
"RSM22",0.799526035710229
"RPS27A",-0.105606481700035
"CAALFM_C105520WA",0.617365293075665
"SSH1",-0.103681637200508
"CAALFM_C105540CA",0.290894813414801
"CAALFM_C105550CA",0.0631808713631602
"RIB4",-3.56185911791136
"tN(GUU)2",0.051274118048583
"tN(GUU)1",-2.11846985918201
"tT(AGU)1",0.0156095404377075
"GSL1",-0.132542772806296
"CAALFM_C105610WA",-0.315180084034063
"STE3",0.484586160861654
"CAALFM_C105630CA",1.2459634387685
"FAL1",0.982006726375221
"CAALFM_C105650WA",0.536877677515494
"CAALFM_C105660CA",0.300459918272081
"CAALFM_C105670WA",-2.10976340289959
"RIM1",-1.50904729055564
"CAALFM_C105690CA",0.299581358616413
"AUT7",-2.46507194052468
"UGA4",-0.605192214558196
"CAALFM_C105720WA",0.466161193651236
"CAALFM_C105730WA",0.569831655599969
"CAALFM_C105740CA",1.31951680659172
"CAALFM_C105750CA",0.286583299745357
"PGA26",-4.79768287818302
"PRC3",-2.82898088180525
"CAALFM_C105780WA",0.59593688789563
"CAALFM_C105790WA",-0.675993913898874
"CAALFM_C105800CA",0.157590031212532
"GIM5",-0.192934398778365
"RAD10",0.0438678093491147
"CAALFM_C105830WA",-0.138915692347472
"PRN1",0.426816163505577
"POL32",1.045740368007
"PRN2",0.392540399580023
"PRN3",0.608379122141228
"PRN4",0.141748112940398
"CAALFM_C105890WA",-0.0500827881879709
"CAALFM_C105900WA",1.29846666807681
"SIP5",-0.586936104831374
"CAALFM_C105920WA",2.14261524748814
"CAALFM_C105930CA",-0.586192859202932
"PHO87",-0.175366986659945
"CAALFM_C105950CA",-1.25236348908094
"PGA45",-2.45747895851074
"CAALFM_C105970WA",0.743609434680284
"CAALFM_C105980WA",0.109406007280848
"CAALFM_C105990CA",-5.47051154589793
"CAALFM_C106000WA",0.458301974552548
"CHS7",0.80360986269821
"RGD1",0.04911391307785
"CAALFM_C106030CA",-0.274299815037399
"RTT101",-0.320431812529505
"CAALFM_C106050CA",-0.314145898943581
"ACP1",-0.204094369704229
"CAALFM_C106070WA",-0.749685450349526
"ARC35",-1.63504310581167
"CAALFM_C106090CA",0.76723526312989
"MSI3",0.574065225272903
"NPL4",-0.344431414480327
"CAALFM_C106120CA",-0.709667745324094
"HAC1",2.21484319030032
"CAALFM_C106150WA",0.373339717164784
"CAALFM_C106160WA",0.778419588260461
"TLO34",-3.63080885351354
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.0503073732055919
"BUD16",0.266187464755874
"CAALFM_C106220CA",1.41828912882138
"MDM34",0.154900426954625
"CAALFM_C106250WA",0.323476044743547
"PGA50",-0.479707861238334
"CAALFM_C106270WA",-0.417607905240185
"UME6",-0.0563792667621548
"CAALFM_C106300WA",-0.00586681751985332
"CAALFM_C106310WA",0.436123129221919
"CAALFM_C106320WA",0.596113430995041
"CAALFM_C106340WA",-0.242139514608342
"CAALFM_C106350WA",0.843288373948762
"CAALFM_C106360WA",0.531320147295723
"PBR1",5.26040049130921
"CAALFM_C106380CA",0.544129111387329
"CAALFM_C106390WA",-1.17759072294405
"CAALFM_C106400CA",0.271755220061178
"CAALFM_C106410WA",0.0212427542085128
"CAALFM_C106420CA",0.29016409757672
"CAALFM_C106430CA",2.60361847331913
"CAALFM_C106440CA",-0.00845100496767354
"RPS14B",0.0863852152455122
"RPS22A",0.236310271498217
"CAALFM_C106470WA",-0.870729875139241
"CAALFM_C106480CA",0.251020366452733
"CAALFM_C106490CA",-0.193250803464411
"CAALFM_C106500WA",-1.34258707950988
"CAALFM_C106510CA",0.36537686206019
"BPH1",-4.91786844831363
"CAALFM_C106530CA",0.206496728650985
"CAALFM_C106540CA",0.521705266481826
"GLT1",-2.19994861919716
"CAALFM_C106560WA",-0.408238535307286
"ANT1",-1.09494921977932
"RPS23A",-0.142146091327363
"CAALFM_C106590CA",0.241432302157926
"CAALFM_C106600WA",-0.250845861046798
"HAK1",-0.654843156659403
"CAALFM_C106620CA",0.648486189728403
"CAALFM_C106630WA",1.44568925130713
"CAALFM_C106640CA",-0.964483854190538
"CAALFM_C106650WA",-1.05078590877251
"CAALFM_C106660WA",-1.28347024805001
"CAALFM_C106670WA",0.593070522551196
"VPS34",-1.08549636230732
"CYK3",0.14890929206852
"CAALFM_C106700WA",-0.383419343044398
"CAALFM_C106710WA",-0.193153671915266
"CAALFM_C106720CA",-2.07092481870363
"RAC1",0.610001731070101
"NOP6",0.6560445972229
"CAALFM_C106750WA",-0.535808367148468
"CAALFM_C106760CA",0.996344475806042
"CAALFM_C106770WA",0.449219657870073
"NPR1",-0.59349080614917
"MRPL19",-0.35989384828422
"CAALFM_C106800WA",0.602554415135144
"CAT1",2.63754460062159
"CAALFM_C106820WA",0.943484919027744
"CAALFM_C106830WA",-0.260165769456833
"CAALFM_C106840CA",-0.266739084875592
"PCL7",-0.345182814275885
"CAALFM_C106860WA",-0.0106139012314128
"CAALFM_C106870CA",-3.00546620102928
"SPO22",0.313771680853389
"CAALFM_C106890CA",0.0980395810435607
"MMD1",-4.58586593231166
"CAALFM_C106910CA",0.480952459974547
"CAALFM_C106920CA",0.461202034912611
"PGA63",0.545696394614787
"ATC1",-1.94828596216787
"tP(AGG)1",-0.756502352778467
"SUI2",0.576989554114806
"CAALFM_C106970CA",0.723080965921246
"CAALFM_C106980CA",1.92213332379843
"tL(UAA)4",0.0513376605912452
"MEF2",0.398245367219389
"CAALFM_C107010WA",0.250679771418712
"PUT3",0.237887086143077
"RBT4",0.254502775121942
"CAALFM_C107040CA",-0.207277875985208
"CAALFM_C107050CA",0.617195044791465
"CAALFM_C107060CA",-0.74305015776859
"DHH1",0.341885660513971
"CAALFM_C107080WA",-2.34397615537774
"CAALFM_C107090CA",0.994270353508776
"CAALFM_C107100CA",-0.664560432993092
"TAF145",-0.0463128488910877
"GAP4",0.470991995266837
"CAALFM_C107130CA",0.774903232138597
"RIA1",0.624031357898861
"CAALFM_C107150WA",0.367445465326194
"CAALFM_C107160CA",0.145118732704024
"ZCF23",-1.17032648600004
"CCS1",-1.07641584316566
"SOG2",0.219096752540105
"YMC1",-0.462362397418598
"CAALFM_C107210CA",0.312810910922427
"CAALFM_C107220WA",1.52953255889518
"PHO15",-3.12654858162009
"YPD1",0.00955226878609217
"ALG9",0.145463067304748
"CAALFM_C107260CA",0.32340228434514
"SEC34",-0.0776965549249407
"CAALFM_C107280CA",-0.354842326369097
"tL(AAG)2",-2.78625981376078
"CAALFM_C107320WA",-0.162171391861697
"RME1",0.638279142561911
"CAALFM_C107340WA",1.02598128092199
"GPX3",-0.974470779130855
"CAALFM_C107360WA",1.10087651805329
"CPH1",0.646587494791294
"KSP1",0.248227475076645
"CAALFM_C107390WA",-0.0635269767361503
"CAALFM_C107400CA",0.256946005368795
"SKP1",-1.26046831028657
"PEX3",-1.06175654608137
"PHO100",0.521985180748114
"CAALFM_C107440WA",-0.180663819184421
"CAALFM_C107450WA",-0.458248103088739
"GPI8",0.396673787376566
"CAALFM_C107470CA",0.00900379037654735
"CAALFM_C107480CA",0.901621153290838
"CAALFM_C107490CA",1.24534597024467
"LHP1",0.749110357858148
"CAALFM_C107510WA",-0.0738422043808911
"IST2",-1.95088251330031
"CAALFM_C107530WA",-0.546094195078416
"BBC1",-2.09692968652564
"SWD2",0.276033944068094
"CAALFM_C107560WA",-0.173683315604683
"CAALFM_C107570CA",0.295646625399167
"PRY1",-0.194735694147295
"CAALFM_C107590CA",-0.309882894967115
"ATP7",-1.31577478697542
"CAALFM_C107610CA",-1.763742572668
"PIR32",-0.911482459155717
"CAALFM_C107630WA",0.00797614844852512
"CAALFM_C107640CA",0.575743916812764
"CAALFM_C107650WA",0.967184452611592
"CAALFM_C107660WA",-0.639166272313103
"ZCF4",3.43019608709344
"HAP2",-0.0191625385587881
"CAALFM_C107690CA",0.334512386852476
"VRG4",1.27954365830341
"ADE4",0.236042917826458
"FGR6-3",1.55443533257294
"CAALFM_C107780WA",-0.614630805350161
"CAALFM_C107790CA",0.478106093444994
"MTO1",0.91425153328691
"CAALFM_C107810CA",0.750788796637918
"CAALFM_C107820WA",-0.583915734113571
"CAALFM_C107830CA",-1.02030645776053
"CAALFM_C107840WA",-4.02678565938007
"CAALFM_C107850CA",0.615364012685447
"CAALFM_C107860WA",0.888515086147339
"SMI1",-0.369029984439711
"GCS1",0.772175249652828
"ADE5%2C7",-0.461059000025244
"COI1",2.6787250371052
"MRPL3",0.340093829295477
"CAALFM_C107920WA",-1.68878484384015
"ERD1",-1.17394073046116
"CAALFM_C107940WA",-0.392049976253972
"CAALFM_C107950CA",0.320738309859605
"CAALFM_C107960WA",0.665495647597459
"IRE1",0.48970319971854
